isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,cohort,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_total_x_src,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_fin_year,pre_ipo_years_available,pat_yr3_src,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src
INE336C01016,Rathi Udyog Ltd. FPO,MB,,504903.0,2006-05-19,2006-05-25,,50.0,98.0,Bookbuilding,BSE,Standard Chartered Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,chittorgarh,40.0,chittorgarh,40.8,chittorgarh,,,37.0,chittorgarh,37.0,chittorgarh,32.2,chittorgarh,32.45,chittorgarh,Steel Plant : Orissa Project | Ghaziabad Project | Expansion Project : Ghaziabad Project | Diversification Project : Ghaziabad Project | Long Term Working Capital Requirement | Expenses | Other Corporate Needs | Total,chittorgarh,98.0,chittorgarh
INE466H01028,Unity Infraprojects Ltd.,MB,UNITY,532746.0,2006-05-19,2006-05-24,,675.0,232.4,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187.0,chittorgarh,46.0,chittorgarh,19.8,chittorgarh,,,650.0,chittorgarh,650.0,chittorgarh,462.1,chittorgarh,471.7,chittorgarh,Investment in capital equipment | Prepayment/repayment of debt | Investment in BOT projects | Funding working capital margin requirements | General corporate purposes and other expenses | Total,chittorgarh,232.0,chittorgarh
INE438H01019,Deccan Aviation Ltd.,MB,AIRDECCAN,532747.0,2006-05-18,2006-05-26,,148.0,363.28,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,129.9,chittorgarh,129.9,chittorgarh,97.25,chittorgarh,99.1,chittorgarh,Setting up a training centre | Setting up a hangar facility for basic and medium-level maintenance checks at Chennai | Setting up infrastructure at airports | Market development initiatives | Debt repayment | General corporate purposes | Total,chittorgarh,363.0,chittorgarh
INE670B01028,Gangotri Textiles Ltd. FPO,MB,GANGOTRI,521176.0,2006-05-18,2006-05-23,,41.0,55.0,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,37.8,chittorgarh,39.75,chittorgarh,32.55,chittorgarh,38.45,chittorgarh,Setting up of Spinning Unit I | Setting up of Spinning Unit II | Setting up Weaving and Processing plant | Setting up Garment Unit | Installation of six wind mills | Meeting Expenses | Total,chittorgarh,55.0,chittorgarh
INE244B01030,Patel Engineering Ltd. FPO,MB,PATELENG,531120.0,2006-05-03,2006-05-09,2006-05-24,440.0,425.0,Bookbuilding,"BSE, NSE",ICICI Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,425.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,"Investment in Capital Equipment | Repayment of Contractee Advances/ Debt | Investments in infrastructure projects, subsidiaries acquisition and joint ventures | General Corporate Purposes | Total",chittorgarh,425.0,chittorgarh
INE891A01014,D.S.Kulkarni Developers Ltd. FPO,MB,DSKULKARNI,523890.0,2006-04-25,2006-05-03,2006-05-19,275.0,151.28,Bookbuilding,"BSE, NSE",A.K.Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,chittorgarh,17.0,chittorgarh,11.3,chittorgarh,,,,,,,,,,,Development of Residential/ Commercial Projects | General Corporate Purpose | Issue Expenses | Total,chittorgarh,151.0,chittorgarh
INE347H01012,JRG Securities Ltd.,MB,,532745.0,2006-04-17,2006-04-21,,40.0,14.5,Fixed Price,BSE,Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,55.0,chittorgarh,55.0,chittorgarh,40.15,chittorgarh,41.85,chittorgarh,Technology upgradation | Establishment of 30 new regional offices | Investment in Middle East Operations | Public Issue Expenses | Total,chittorgarh,15.0,chittorgarh
INE475H01011,Reliance Petroleum Ltd.,MB,RPL,532743.0,2006-04-13,2006-04-20,,60.0,8100.0,Bookbuilding,"BSE, NSE",JM Morgan Stanley,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2700.0,chittorgarh,5400.0,chittorgarh,66.7,chittorgarh,,,99.95,chittorgarh,105.0,chittorgarh,85.0,chittorgarh,85.4,chittorgarh,"Deposits for Infrastructure, including Utilities, etc. | Equipment/Construction Costs | Technical Fees | Interest during construction, Pre-operating cost | Contingency | Margin Money for Working Capital | Total",chittorgarh,8100.0,chittorgarh
INE491H01018,Plethico Pharmaceuticals Ltd.,MB,PLETHICO,532739.0,2006-04-10,2006-04-17,2006-05-05,300.0,110.0,Bookbuilding,"BSE, NSE",Anand Rathi Advisors,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,245.0,chittorgarh,300.0,chittorgarh,218.1,chittorgarh,228.3,chittorgarh,Upgradation of Kalaria Plant for UK MHRA compliance | Setting up of a plant in Jammu & Kashmir (J&K) which is WHO GMP compliant & undertaking Organic Farming | Setting-up of Research and Development & F&D Centre | Acquiring a stake in a OTC / Domestic herbal / Nutraceutical Company or a Brand | Setting up a Corporate Office in Mumbai | Working Capital Requirement | Expenses | Total,chittorgarh,110.0,chittorgarh
INE397H01017,Lokesh Machines Ltd.,MB,LOKESHMACH,532740.0,2006-04-07,2006-04-13,,140.0,42.0,Bookbuilding,"BSE, NSE",Karvy Investor Services,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,245.0,chittorgarh,300.0,chittorgarh,218.1,chittorgarh,228.3,chittorgarh,Setting up the facility for machining and supply of Cylinder 2098.50 Blocks and Cylinder Heads for commercial vehicles. | Modernisation Project for upgradation of the existing 1829.26 facilities for manufacture of Machines and Machine Tools. | Additional Working Capital Margin | expenses | Total,chittorgarh,42.0,chittorgarh
INE390H01020,Kamdhenu Ispat Ltd.,MB,KAMDHENU,532741.0,2006-04-03,2006-04-08,,25.0,32.0,Fixed Price,"BSE, NSE",Chartered Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,chittorgarh,9.0,chittorgarh,28.1,chittorgarh,,,31.0,chittorgarh,52.5,chittorgarh,31.0,chittorgarh,45.4,chittorgarh,To meet the long term working capital requirements | To meet the cost of setting up of corporate office | To meet the expenditure on lease deposits and miscellaneous fixed assets for setting up stock yards | To meet the expenses of this issue | Total,chittorgarh,32.0,chittorgarh
INE424H01027,Sun TV Ltd.,MB,SUNTV,532733.0,2006-04-03,2006-04-07,,875.0,602.79,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,603.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,1111.0,chittorgarh,1500.0,chittorgarh,1061.0,chittorgarh,1466.05,chittorgarh,"Capitalization of the Subsidiaries | Launch of new TV channels | Construction of an owned corporate office, studio facilities and additional uplinking infrastructure | Purchase of new equipment and up-gradation of existing equipment | General corporate purposes | Total",chittorgarh,603.0,chittorgarh
INE296H01011,Emkay Share & Stock Brokers Ltd.,MB,EMKAY,532737.0,2006-03-31,2006-04-07,,120.0,75.0,Bookbuilding,"BSE, NSE",Centrum Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,148.0,chittorgarh,149.0,chittorgarh,115.0,chittorgarh,136.75,chittorgarh,Expansion of Operations & Branch Network | Technology and Business Continuity Planning | Investment in Subsidiaries | Augmenting Long Term Working Capital | Issue Expenses | Total,chittorgarh,75.0,chittorgarh
INE808B01016,Opto Circuits (India) Ltd. FPO,MB,OPTOCIRCUI,532391.0,2006-03-31,2006-04-05,,270.0,108.0,Bookbuilding,"BSE, NSE",Karvy Investor Services,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,To upgrade our Research & Development facility | Cost of upgrading infrastructure and for modernizing and1635.00acquisition of additional plant & machinery | Investment in Mediaid Inc for establishing marketing offices. | Acquisition of EuroCor GmbH | Additional Working Capital requirements. | General Corporate Purposes | Issue Expenses | Total,chittorgarh,108.0,chittorgarh
INE177H01039,Godawari Power & Ispat Ltd.,MB,GPIL,532734.0,2006-03-28,2006-04-04,2006-04-25,81.0,70.43,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,95.0,chittorgarh,135.8,chittorgarh,95.0,chittorgarh,103.15,chittorgarh,Phase II Expansion (Project) | General Corporate Purpose | Issue Expenses | Total,chittorgarh,70.0,chittorgarh
INE411H01032,R Systems International Ltd.,MB,RSYSTEMS,532735.0,2006-03-28,2006-03-31,2006-04-26,250.0,110.21,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.0,chittorgarh,40.0,chittorgarh,36.4,chittorgarh,,,301.0,chittorgarh,325.0,chittorgarh,234.0,chittorgarh,249.75,chittorgarh,Upgrading and expansion of existing infrastructure | Repayment of outstanding loans | Financing general working capital requirements | General corporate purposes | Meeting offer expenses | Total,chittorgarh,110.0,chittorgarh
INE388G01026,Tantia Constructions Ltd. FPO,MB,TICL,532738.0,2006-03-27,2006-03-31,2006-04-28,50.0,47.77,Bookbuilding,BSE,Microsec Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,chittorgarh,26.0,chittorgarh,54.2,chittorgarh,,,,,,,,,,,Investment in Capital Equipment | Enhancement of Long Term Working Capital | Repayment of unsecured loan | Repayment of Public Deposits | Investment in BOT/BOOT Projects and Joint Ventures | Total,chittorgarh,48.0,chittorgarh
INE224B01024,Birla Power Solutions Ltd. FPO,MB,,517001.0,2006-03-24,2006-03-29,2006-04-26,42.0,50.41,Fixed Price,BSE,Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,"To finance the cost of expansion of the capacities of the existing products of the company viz. Diesel Genset,Multi Purpose Engines, Alternators and Fuel Tank | To finance the setting up of a new plant for manufacturing LPG/CNG Gensets, Inverter, Engines and AcousticHoods | To meet the margin money for working capital requirement | To meet the expense of the issue. | Total",chittorgarh,50.0,chittorgarh
INE979C01013,Powersoft Global Solutions Ltd. FPO,MB,,532736.0,2006-03-23,2006-03-29,2006-04-28,22.0,11.88,Fixed Price,BSE,Keynote Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,chittorgarh,1.0,chittorgarh,8.3,chittorgarh,,,25.0,chittorgarh,26.7,chittorgarh,20.25,chittorgarh,21.1,chittorgarh,Upgradation of existing infrastructure facilities | Set-up Research and Development Center | International Marketing activities | Investments and acquisitions | Working capital requirement | Public issue expenses | Total,chittorgarh,12.0,chittorgarh
INE401H01017,Kewal Kiran Clothing Ltd.,MB,KKCL,532732.0,2006-03-20,2006-03-23,2006-04-13,260.0,80.6,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,87.0,,,20.0,,,12.0,,,,,,16.0,,,546.0,,,-4.0,,,37.0,87.0,12.0,13.79,32.43,0.43,Mar 2006,1.0,screener,,,81.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,299.0,chittorgarh,309.9,chittorgarh,241.0,chittorgarh,247.25,chittorgarh,Setting up exclusive outlets called K–Lounge across India | Setting up of a new manufacturing unit | Furnishing of Corporate Office | General Corporate purposes | Issue expenses | Total,chittorgarh,81.0,chittorgarh
INE786F01031,Uttam Sugar Mills Ltd.,MB,UTTAMSUGAR,532729.0,2006-03-16,2006-03-21,2006-04-10,340.0,136.0,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,380.0,chittorgarh,453.0,chittorgarh,365.0,chittorgarh,417.35,chittorgarh,Setting up of Unit III at village Khaikheri having a capacity of 4500 TCD along with12172co-generation of power with a capacity of 15 MW | Setting up of Unit IV at village Shermau having a capacity of 5000 TCD along with14758co-generation of power with a capacity of 30 MW | Margin money for working capital for new Unit III and Unit IV | Issue expenses | Total,chittorgarh,136.0,chittorgarh
INE400H01019,Adhunik Metaliks Ltd.,MB,ADHUNIK,532727.0,2006-03-13,2006-03-17,2006-04-05,37.0,100.0,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,,,,,,,,,"To  expand and forward integrate the operations  of the Company by setting up the following units, collectively referred to as Unit III | Total",chittorgarh,100.0,chittorgarh
INE353H01010,Shivalik Global Ltd.,MB,SGL,532730.0,2006-03-09,2006-03-14,2006-04-10,60.0,60.0,Fixed Price,"BSE, NSE",Almondz Global,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,70.0,chittorgarh,87.5,chittorgarh,62.0,chittorgarh,83.65,chittorgarh,"Setting up a new Garment Manufacturing Unit | Expansion of the existing capacity for Knitting of Fabric | Expansion of the existing capacity for Dyeing & Processing of Knitted Fabrics | Expansion of the existing capacities for Yarn Dyeing and processing | Expansion of the existing capacity Dyeing, Printing and Processing of Woven Fabrics | Additional working capital requirement | Contingencies | Issue expenses | Total",chittorgarh,60.0,chittorgarh
INE343H01029,Solar Explosives Ltd.,MB,SOLARINDS,532725.0,2006-03-09,2006-03-13,2006-04-03,190.0,83.6,Bookbuilding,"BSE, NSE",SBICAP,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,219.9,chittorgarh,286.9,chittorgarh,219.9,chittorgarh,263.1,chittorgarh,Capital Expenses for setting up Bulk Explosive Plants in India | Investment in 100% owned subsiadiary for setting up manufacturing units for Bulk Explosive and Cartridge Explosive as also a Magazine(Storage) facility in Nigeria. | Total,chittorgarh,84.0,chittorgarh
INE248H01012,Rohit Ferro-Tech Ltd.,MB,ROHITFERRO,532731.0,2006-03-07,2006-03-11,2006-04-13,30.0,50.84,Fixed Price,"BSE, NSE",Microsec Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,chittorgarh,20.0,chittorgarh,39.2,chittorgarh,,,32.7,chittorgarh,34.7,chittorgarh,30.0,chittorgarh,30.0,chittorgarh,"To Part-finance the installation of four Submerged Arc Furnace of 16.5 MVA each along with other allied facilities like raw material handling system, Briquetting plant, substation for receiving power, pollution control equipments and facilities for Research and Development etc for manufacturing High Carbon Ferro Chrome, Silico Manganese and Ferro Manganese. | To meet additional Capital Expenditure. | To meet the Public Issue related expenses and list the shares on BSE and NSE. | Total",chittorgarh,51.0,chittorgarh
INE383H01017,Malu Paper Mills Ltd.,MB,MALUPAPER,532728.0,2006-03-06,2006-03-10,2006-04-05,30.0,25.0,Fixed Price,"BSE, NSE",Microsec Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,chittorgarh,5.0,chittorgarh,20.0,chittorgarh,,,,,,,,,,,Setting up of Newsprint of 150 TPD | Public Issue Expenses | Total,chittorgarh,25.0,chittorgarh
INE297H01019,Gallantt Metal Ltd.,MB,GALLANTT,532726.0,2006-03-06,2006-03-10,2006-04-04,10.0,37.12,Fixed Price,"BSE, NSE",Anand Rathi Advisors,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,chittorgarh,6.0,chittorgarh,16.2,chittorgarh,,,,,,,,,,,To part finance the integrated Steel Plant | To meet the working capital requirements | To utilise funds for general corporate purposes. | To meet the public issue related expenses | Total,chittorgarh,37.0,chittorgarh
INE286H01012,Visa Steel Ltd.,MB,VISASTEEL,532721.0,2006-02-23,2006-02-27,2006-03-17,57.0,199.5,Bookbuilding,"BSE, NSE",Axis Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171.0,chittorgarh,29.0,chittorgarh,14.5,chittorgarh,,,,,,,,,,,Brownfield expansion of existing manufacturing activities into an integrated 0.5 million TPA special and stainless steel plant | Issue expenses | Total,chittorgarh,200.0,chittorgarh
INE858F01012,Nitco Tiles Ltd.,MB,NITCO,532722.0,2006-02-22,2006-02-27,2006-03-21,168.0,168.0,Bookbuilding,"BSE, NSE",HSBC InvestDirect Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,172.0,chittorgarh,188.75,chittorgarh,161.0,chittorgarh,182.9,chittorgarh,Land and site development | Building and Civil Works | Plant and Machinery | Contingencies | Margin money for working capital | Issue Expenses | General Corporate Purposes | Total,chittorgarh,168.0,chittorgarh
INE823G01014,J.K.Cement Ltd. FPO,MB,JKCEMENT,532644.0,2006-02-21,2006-02-24,2006-03-14,148.0,296.0,Bookbuilding,"BSE, NSE",BOFA Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,296.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,160.0,chittorgarh,163.0,chittorgarh,128.1,chittorgarh,155.5,chittorgarh,Installation of waste heat recovery power plant of 13 MW capacity | Installation of 20 MW petcoke based captive power plant | Replacement of an existing turbine with a new 10 MW turbine | Increase in the grinding and production capacity at the grey cement plant | Increase in the production capacity at the white cement plant | General corporate purposes | Total,chittorgarh,296.0,chittorgarh
INE774D01024,Mahindra & Mahindra Financial Services Ltd.,MB,M&MFIN,532720.0,2006-02-21,2006-02-24,2006-03-17,200.0,400.0,Bookbuilding,"BSE, NSE",Kotak Mahindra Capital,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,chittorgarh,200.0,chittorgarh,50.0,chittorgarh,,,241.0,chittorgarh,250.0,chittorgarh,205.2,chittorgarh,233.0,chittorgarh,Augment our capital base to meet our future capital requirements arising out of growth in our business 1878.0 and for other general corporate purposes | Estimated Issue expenses | Total,chittorgarh,400.0,chittorgarh
INE350H01032,B.L.Kashyap & Sons Ltd.,MB,BLKASHYAP,532719.0,2006-02-20,2006-02-23,2006-03-17,685.0,200.02,Bookbuilding,"BSE, NSE",Edelweiss Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,749.9,chittorgarh,1036.9,chittorgarh,749.9,chittorgarh,972.7,chittorgarh,"Plants and machinery | Investments in subsidiary, BLK Furnishers. | Land and building | Long term working capital | Issue expenses | Total",chittorgarh,200.0,chittorgarh
INE308H01014,Pratibha Industries Ltd.,MB,PRATIBHA,532718.0,2006-02-16,2006-02-22,2006-03-16,120.0,51.42,Bookbuilding,"BSE, NSE",Vivro Financial,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,146.0,chittorgarh,189.7,chittorgarh,135.05,chittorgarh,181.2,chittorgarh,Investment in BOT/BOOT Projects | Investment in Pratibha Infrastructure Pvt Ltd for spiral welded pipe project | Long Term Working Capital margin | Repayment of part of the existing Debt/ Loan | Issue Expenses | Total,chittorgarh,51.0,chittorgarh
INE216D01026,K Sera Sera Productions Ltd. FPO,MB,KSERASERA,532081.0,2006-02-16,2006-02-22,2006-03-08,68.0,34.0,Bookbuilding,BSE,Standard Chartered Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,69.15,chittorgarh,69.25,chittorgarh,60.35,chittorgarh,61.35,chittorgarh,"Acquisition of Office Premises-Premises, Interior and set up | Funding distribution activities | Funding movie production | Issue Expenses | Total",chittorgarh,34.0,chittorgarh
INE346H01014,Gitanjali Gems Ltd.,MB,GITANJALI,532715.0,2006-02-16,2006-02-21,2006-03-10,195.0,331.5,Bookbuilding,"BSE, NSE",ICICI Securities,2006,2006-2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,332.0,chittorgarh,0.0,chittorgarh,0.0,chittorgarh,,,215.0,chittorgarh,220.0,chittorgarh,164.1,chittorgarh,167.15,chittorgarh,"Investment in subsidiaries, joint ventures and associate companies | Capital expenditure for expansion of retail operations | Setting up of a diamond manufacturing facility at the Gems and Jewellery Special Economic Zone at Hyderabad | Setting up of a jewellery manufacturing facility at the Gems and Jewellery Special Economic Zone at Hyderabad | Setting up of an additional jewellery manufacturing facility at Andheri, Mumbai | Expanding jewellery manufacturing facility and setting up of diamond manufacturing facility at SEEPZ, Mumbai | Working capital purposes | Future acquisitions and general corporate purposes | Issue expenses | Total",chittorgarh,332.0,chittorgarh
