isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE925R01014,CMS Info Systems Ltd.,MB,216.0,216.0,2021-12-31,220.2,238.2,0.019444,0.102778,0.102778,0.0,0.0,0.0,0.273843,0.155122,0.128693,0.131077,0.219676,0.106003,0.12053,0.118229,0.25463,0.137699,0.119467,0.160042,0.065046,-0.034215,0.058098,0.142055,0.446991,0.312133,0.268843,0.348591,0.771296,0.606213,0.353975,0.179252,1.23287,1.024769,0.662269,0.232274,,,,,,,,,0.469676,-0.004167,0.332704,-0.096977,0.469676,-0.004167,0.332704,-0.096977,0.469676,-0.025926,0.332704,-0.116709,0.646065,-0.025926,0.492653,-0.116709,1.854167,-0.025926,1.588161,-0.116709,,,,,17,0,0,17,0,0,17,178,0,322,178,0,1014,178,0,,,,1.854167,-0.561137,537,616.5,210.4,305.8,0.415741,winner,0.31736,176028153.0,0.0,ok,False,,1091,ok,bhavcopy_daily
INE925S01012,Perfect Infraengineers Ltd.,SME,23.0,23.0,2015-11-20,26.0,25.1,0.130435,0.091304,0.091304,0.0,0.0,,0.021739,-0.063745,-0.07471,,0.0,-0.083665,-0.071624,,-0.243478,-0.306773,-0.224574,,-0.18913,-0.256972,-0.243372,,-0.391304,-0.442231,-0.469921,,0.15,0.053785,-0.255136,,-0.432609,-0.48008,-0.85007,,-0.51087,-0.551793,-1.198603,,-0.830435,-0.844622,-3.155674,,0.130435,-0.054348,0.035857,-0.133466,0.130435,-0.243478,0.035857,-0.306773,0.130435,-0.304348,0.035857,-0.36255,0.130435,-0.391304,0.035857,-0.442231,0.632609,-0.476087,0.496016,-0.51992,0.632609,-0.545652,0.496016,-0.583665,0,24,0,0,88,0,0,102,0,0,362,0,650,1032,0,650,1659,0,1.667391,-0.976903,776,61.35,1.3,2.7,-0.882609,loser,0.704708,384000.0,0.398157,low,False,,1085,ok,bhavcopy_daily
INE925Y01010,Godha Cabcon & Insulation Ltd.,SME,33.0,33.0,2018-05-11,31.9,33.05,-0.033333,0.001515,0.001515,0.0,0.0,0.0,-0.015152,-0.016641,0.002801,0.014263,-0.142424,-0.143722,-0.140127,-0.090576,-0.1,-0.101362,-0.159012,-0.027422,-0.333333,-0.334342,-0.313863,-0.142792,-0.469697,-0.470499,-0.514214,-0.265687,-0.098485,-0.099849,0.044046,0.367755,0.228788,0.226929,-0.15579,0.057118,-0.962121,-0.962179,-1.657001,-1.437908,,,,,0.013636,-0.143939,0.012103,-0.145234,0.013636,-0.242424,0.012103,-0.24357,0.013636,-0.333333,0.012103,-0.334342,0.013636,-0.469697,0.012103,-0.470499,0.656061,-0.668182,0.653555,-0.668684,5.180303,-0.968182,5.170953,-0.96823,0,25,0,0,61,0,0,165,0,0,364,0,1041,564,0,1403,1769,0,5.180303,-0.997517,603,203.95,0.45,1.11,-0.966364,wipeout,0.863352,1162184.4,0.285585,ok,False,,1103,ok,bhavcopy_daily
INE926O01019,Ace Tours Worldwide Ltd.,SME,16.0,16.0,2013-09-26,24.95,24.95,0.559375,0.559375,0.559375,0.0,0.008339,,0.559375,0.0,-0.004667,,0.559375,0.0,-0.044651,,0.559375,0.0,-0.067432,,0.559375,0.0,-0.129117,,0.559375,0.0,-0.354728,,0.559375,0.0,-0.337668,,0.559375,0.0,-0.50139,,0.559375,0.0,-0.881499,,0.559375,0.0,-2.344681,,0.559375,0.559375,0.0,0.0,0.559375,0.559375,0.0,0.0,0.559375,0.559375,0.0,0.0,0.559375,0.559375,0.0,0.0,0.559375,0.559375,0.0,0.0,0.559375,0.559375,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.559375,0.0,0,24.95,24.95,24.95,0.559375,winner,,199600.0,1.0,low,True,,1,recovered_bhavcopy,bhavcopy_daily
INE926X01010,H.G.Infra Engineering Ltd.,MB,270.0,270.0,2018-03-09,270.0,267.75,0.0,-0.008333,-0.008333,0.0,0.0,0.0,0.097593,0.106816,0.109916,0.093461,0.191852,0.201867,0.191625,0.179428,0.119444,0.128852,0.075971,0.174443,-0.109259,-0.101774,-0.234977,-0.044946,-0.055741,-0.047806,-0.126867,0.135776,-0.205926,-0.199253,-0.273821,0.075678,0.115741,0.125117,-0.337328,0.010455,1.850556,1.87451,1.138452,1.443509,,,,,0.237037,-0.066296,0.247432,-0.05845,0.314815,-0.066296,0.325864,-0.05845,0.314815,-0.174074,0.325864,-0.167134,0.314815,-0.37037,0.325864,-0.365079,0.314815,-0.532037,0.325864,-0.528105,2.074074,-0.532037,2.099907,-0.528105,28,0,0,45,0,0,45,179,0,45,234,0,45,746,0,1328,746,0,5.962593,-0.763361,644,1879.9,126.35,548.65,1.032037,multibagger,0.45492,53909375.0,0.0,ok,False,,2032,ok,bhavcopy_daily
INE928K01013,Aanjaneya Lifecare Ltd.,MB,234.0,234.0,2011-05-27,218.0,311.1,-0.068376,0.329487,0.329487,0.0,0.0,,0.518162,0.141916,0.134493,,0.609188,0.210383,0.211268,,0.748077,0.314851,0.447847,,0.96859,0.480714,0.620603,,1.319444,0.744616,0.846093,,-0.726496,-0.794278,-0.886945,,-0.860043,-0.894728,-1.238577,,-0.860043,-0.894728,-1.343734,,-0.860043,-0.894728,-2.670006,,0.647436,-0.068376,0.239151,-0.299261,1.084829,-0.068376,0.568145,-0.299261,1.238462,-0.068376,0.683703,-0.299261,1.869444,-0.068376,1.158309,-0.299261,2.649573,-0.86688,1.745098,-0.899871,2.649573,-0.86688,1.745098,-0.899871,25,0,0,81,0,0,117,0,0,328,0,0,605,796,0,605,796,0,2.649573,-0.961346,224,854.0,31.15,32.75,-0.860043,loser,0.625541,30642991.3,0.067616,ok,True,,562,ok,bhavcopy_daily
INE930H01031,K.P.R.Mill Ltd.,MB,225.0,22.5,2007-08-28,17.5,17.42,-0.222222,-0.225778,-0.190444,0.045637,0.036703,,-0.270889,-0.058266,-0.094962,,-0.333111,-0.138634,-0.295981,,-0.286889,-0.078932,-0.397735,,-0.386889,-0.208094,-0.427815,,-0.593111,-0.474455,-0.467835,,-0.732889,-0.654994,-0.74005,,-0.151333,0.096154,-0.155657,,-0.423111,-0.254879,-0.501599,,5.6,7.524684,6.243329,,-0.111111,-0.333333,0.148106,-0.138921,-0.111111,-0.539333,0.148106,-0.404994,-0.111111,-0.539333,0.148106,-0.404994,-0.111111,-0.631111,0.148106,-0.523536,-0.044667,-0.915333,0.233927,-0.890643,0.097111,-0.915333,0.417049,-0.890643,0,23,,0,50,,0,50,,0,310,,1087,556,,1155,556,1136,60.733333,-0.892047,455,1389.0,1.905,1086.55,47.291111,multibagger,0.442217,11443555.2,0.000216,ok,False,,4629,ok,bhavcopy_daily
INE930P01018,Anupam Rasayan India Ltd.,MB,555.0,555.0,2021-03-24,520.0,526.8,-0.063063,-0.050811,-0.108559,-0.060839,-0.045409,-0.041729,-0.118649,-0.071469,-0.081181,-0.081816,0.063063,0.11997,0.134269,0.10041,0.34045,0.412206,0.33402,0.198723,0.362973,0.435934,0.229929,0.094293,0.557568,0.640945,0.457202,0.282535,0.540541,0.623007,0.458351,0.357565,0.59964,0.68527,0.16653,-0.37267,1.237477,1.357251,0.809926,0.288929,,,,,0.093694,-0.145946,0.15224,-0.100228,0.455856,-0.145946,0.533789,-0.100228,0.528018,-0.145946,0.609814,-0.100228,0.995586,-0.145946,1.102411,-0.100228,1.223423,-0.145946,1.342445,-0.100228,1.535135,-0.145946,1.670843,-0.100228,23,7,12,82,7,12,110,7,12,315,7,12,792,7,12,1786,7,12,1.54955,-0.484957,643,1415.0,474.0,1328.2,1.393153,multibagger,0.306248,108977020.825,0.0,ok,False,,1282,ok,bhavcopy_daily
INE930X01012,Siddharth Education Services Ltd.,SME,35.0,35.0,2017-10-12,36.9,42.0,0.054286,0.2,0.44,0.2,0.192963,0.196071,0.134286,-0.054762,-0.059729,-0.067917,0.457143,0.214286,0.191966,0.161085,0.202857,0.002381,-0.052569,-0.182435,-0.208571,-0.340476,-0.376355,-0.37142,-0.028571,-0.190476,-0.227727,0.018938,-0.411429,-0.509524,-0.629235,-0.216363,-0.578571,-0.64881,-0.828854,-0.438866,-0.578571,-0.64881,-1.330949,-1.095024,-0.578571,-0.64881,-1.981101,-2.313794,0.727143,0.021429,0.439286,-0.14881,0.727143,0.021429,0.439286,-0.14881,0.727143,-0.37,0.439286,-0.475,0.727143,-0.37,0.439286,-0.475,0.727143,-0.578571,0.439286,-0.64881,0.727143,-0.578571,0.439286,-0.64881,4,11,0,4,11,0,4,180,0,4,180,0,4,764,0,4,764,0,0.727143,-0.743478,723,60.45,14.75,14.75,-0.578571,loser,1.031306,1005500.0,0.354167,ok,True,,144,ok,bhavcopy_daily
INE931X01010,Captain Technocast Ltd.,SME,40.0,40.0,2017-08-01,48.0,48.0,0.2,0.2,0.175,-0.020833,-0.017556,-0.018662,0.10375,-0.080208,-0.066753,-0.061073,0.125,-0.0625,-0.043048,-0.046476,0.175,-0.020833,-0.042648,-0.095691,0.4275,0.189583,0.097143,0.052495,0.2125,0.010417,-0.111342,0.055756,0.4,0.166667,0.081113,0.440725,-0.5625,-0.635417,-0.73021,-0.328756,-0.125,-0.270833,-0.967209,-0.681544,,,,,0.325,0.05125,0.104167,-0.123958,0.325,0.05125,0.104167,-0.123958,0.7625,0.05125,0.46875,-0.123958,0.7625,0.05125,0.46875,-0.123958,0.7625,-0.625,0.46875,-0.6875,0.7625,-0.625,0.46875,-0.6875,1,6,0,1,6,0,153,6,0,153,6,0,153,1017,0,153,1017,0,14.15,-0.787234,864,606.0,15.0,230.0,4.75,multibagger,1.194881,367500.0,0.460581,low,False,,723,ok,bhavcopy_daily
INE932K01015,VMS Industries Ltd.,MB,40.0,15.608646,2011-06-14,17.15,17.15,0.09875,0.09875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.305513,-0.36793,-2.240278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.801826,-0.753957,494,74.95,5.13,21.99,0.408835,winner,0.622469,174466.35,0.158113,low,False,,1929,inferred_split,bhavcopy_daily
INE932X01026,Share India Securities Ltd.,SME,41.0,8.2,2017-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.112487,,,,10.408812,,,,,,,,,,,,,,,,,,,,,1.921951,1.341463,0.093066,-0.124088,34.97561,1.24878,12.458029,-0.158759,,,,,,,,,,,,,1082,1084,1082,1664,1117,1082,,-0.706175,763,405.28,18.44,135.29,,,0.441848,65365670.25,0.0,ok,False,,1408,unreliable_coverage,bhavcopy_daily
INE933K01021,Bajaj Corp Ltd.,MB,660.0,132.0,2010-08-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.767431,798,581.0,116.55,552.05,,,0.361022,57597310.875,0.0,ok,False,,2326,unreliable_coverage,bhavcopy_daily
INE933S01016,IndiaMART InterMESH Ltd.,MB,973.0,486.5,2019-07-04,590.0,650.975,0.212744,0.338078,0.362333,0.018127,0.029477,0.030948,0.361819,0.017743,0.048199,0.054336,0.263618,-0.055647,0.023822,0.077365,0.91557,0.431583,0.484548,0.549171,1.104317,0.572641,0.544562,0.614131,1.158119,0.61285,0.724964,0.814248,6.467575,4.580821,4.264798,3.926461,2.92446,1.932908,1.614387,1.370176,4.494656,3.106379,2.087097,0.76337,,,,,0.40668,0.212744,0.051269,-0.093667,1.024666,0.133556,0.513115,-0.152848,1.367986,0.133556,0.769692,-0.152848,1.941932,0.133556,1.198625,-0.152848,9.226105,0.133556,6.642383,-0.152848,9.226105,0.133556,6.642383,-0.152848,4,0,0,83,35,0,97,35,0,231,35,0,582,35,0,582,35,0,9.226105,-0.620725,515,4975.0,551.475,2000.4,3.111819,multibagger,0.407155,391414517.65,0.000586,ok,False,,1707,ok,bhavcopy_daily
INE933X01016,Shanti Overseas (India) Ltd.,SME,50.0,33.333333,2017-08-03,40.0,28.6,0.2,-0.142,-0.158,-0.018648,-0.023916,-0.018573,-0.245,-0.120047,-0.100733,-0.059739,-0.26,-0.137529,-0.133609,-0.143939,-0.23,-0.102564,-0.143523,-0.201493,-0.15,-0.009324,-0.109512,-0.151396,-0.36,-0.254079,-0.388611,-0.234346,-0.491,-0.40676,-0.504996,-0.137955,-0.2755,-0.155594,-0.26143,0.141902,-0.2755,-0.155594,-0.887775,-0.617407,,,,,0.2,-0.397,0.398601,-0.297203,0.2,-0.397,0.398601,-0.297203,0.2,-0.397,0.398601,-0.297203,0.2,-0.397,0.398601,-0.297203,0.2,-0.625,0.398601,-0.562937,0.2,-0.625,0.398601,-0.562937,0,25,0,0,25,0,0,25,0,0,25,0,0,438,0,0,438,0,0.2,-0.86658,1397,40.0,4.7,6.5,-0.805,loser,0.617198,270000.0,0.153094,low,False,,1535,ok,bhavcopy_daily
INE934S01014,GNA Axles Ltd.,MB,207.0,51.75,2016-09-26,63.0,61.2625,0.217391,0.183816,0.12971,-0.045705,-0.043796,,0.157488,-0.02224,-0.023966,,0.204589,0.017547,0.029906,,-0.132126,-0.266884,-0.173477,,-0.04058,-0.189553,-0.226484,,0.464976,0.237503,0.105846,,0.757005,0.484187,0.216993,,0.274396,0.076515,-0.249994,,3.441787,2.752091,1.705422,,,,,,0.335749,0.057488,0.128341,-0.106713,0.335749,-0.169082,0.128341,-0.298102,0.335749,-0.169082,0.128341,-0.298102,0.569565,-0.169082,0.325852,-0.298102,1.797101,-0.169082,1.362783,-0.298102,3.588889,-0.39058,2.876352,-0.485207,14,4,0,14,57,0,14,57,0,359,57,0,571,57,0,1823,1274,0,10.270531,-0.760218,711,583.25,31.5375,382.55,6.392271,multibagger,0.546739,19663896.9,0.0,ok,False,,2392,ok,bhavcopy_daily
INE935N01020,Dixon Technologies (India) Ltd.,MB,1766.0,353.2,2017-09-18,545.0,578.31,0.543035,0.637344,0.637882,0.000329,0.000875,-0.004886,0.479473,-0.096419,-0.068792,-0.042119,0.507758,-0.079144,-0.084832,-0.090309,0.982588,0.210856,0.187646,0.136929,0.927322,0.177102,0.182899,0.177608,0.547763,-0.054711,-0.165594,0.023275,0.442978,-0.118708,-0.186426,0.164071,4.516818,2.369369,2.235125,2.560408,11.589751,6.689129,5.962479,6.205765,,,,,0.712344,0.419224,0.045806,-0.133216,1.051982,0.419224,0.253238,-0.133216,1.544734,0.419224,0.554184,-0.133216,1.544734,0.348924,0.554184,-0.176151,4.826444,-0.116648,2.558472,-0.460497,16.677237,-0.116648,9.796286,-0.460497,0,7,0,74,7,0,99,7,0,99,329,0,1092,694,0,1492,694,0,53.215459,-0.574011,590,19148.9,312.0,11432.0,31.366931,multibagger,0.399582,968445459.7,0.00093,ok,False,,2150,ok,bhavcopy_daily
INE935Q01015,Future Supply Chain Solutions Ltd.,MB,664.0,664.0,2017-12-18,664.0,686.35,0.0,0.03366,0.031401,-0.002185,-0.009352,-0.020286,0.028012,-0.005464,-0.015499,-0.049198,0.040889,0.006994,-0.03149,-0.076141,0.062651,0.028047,0.056395,0.097356,-0.012877,-0.045021,-0.084592,0.065458,0.003389,-0.029285,-0.079335,0.206857,-0.26506,-0.288992,-0.465424,0.019779,-0.842395,-0.847527,-1.170179,-0.719941,-0.961822,-0.963065,-1.721602,-1.382898,-0.995858,-0.995993,-2.262652,-2.474949,0.128012,-0.006024,0.09128,-0.038391,0.128012,-0.036145,0.09128,-0.067531,0.128012,-0.067696,0.09128,-0.098055,0.144578,-0.097515,0.107307,-0.126903,0.144578,-0.882304,0.107307,-0.886137,0.144578,-0.968298,0.107307,-0.969331,28,0,0,28,72,0,28,178,0,185,252,0,185,1046,0,185,1771,0,0.144578,-0.997833,2530,760.0,1.55,2.75,-0.995858,wipeout,0.52376,2067031.5,0.06225,ok,True,,1751,ok,bhavcopy_daily
INE939X01013,Manba Finance Ltd.,MB,120.0,120.0,2024-09-30,145.0,152.25,0.208333,0.26875,0.237333,-0.024762,-0.024221,-0.03134,0.097333,-0.135107,-0.095778,-0.086429,0.156583,-0.088407,-0.031454,-0.03804,0.278667,0.007816,0.091732,0.049778,0.1035,-0.130246,-0.041466,0.049358,0.11175,-0.123744,-0.077261,-0.030431,,,,,,,,,,,,,,,,,0.431667,0.066667,0.128407,-0.159278,0.665,0.066667,0.312315,-0.159278,0.665,-0.008333,0.312315,-0.218391,0.665,-0.008333,0.312315,-0.218391,,,,,,,,,17,8,0,67,8,0,67,154,0,67,154,0,,,,,,,0.665,-0.470944,480,199.8,98.0,118.48,-0.012667,flat,0.377643,9832404.735,0.0,ok,False,,414,ok,bhavcopy_daily
