isin,company_name,type,issue_price,issue_price_adj,listing_date,listing_open,listing_close,listing_gain_open,listing_gain_close,return_from_issue_1d,return_from_listing_1d,alpha_1d,alpha_sc_1d,return_from_issue_1w,return_from_listing_1w,alpha_1w,alpha_sc_1w,return_from_issue_1m,return_from_listing_1m,alpha_1m,alpha_sc_1m,return_from_issue_3m,return_from_listing_3m,alpha_3m,alpha_sc_3m,return_from_issue_6m,return_from_listing_6m,alpha_6m,alpha_sc_6m,return_from_issue_1y,return_from_listing_1y,alpha_1y,alpha_sc_1y,return_from_issue_2y,return_from_listing_2y,alpha_2y,alpha_sc_2y,return_from_issue_3y,return_from_listing_3y,alpha_3y,alpha_sc_3y,return_from_issue_5y,return_from_listing_5y,alpha_5y,alpha_sc_5y,return_from_issue_10y,return_from_listing_10y,alpha_10y,alpha_sc_10y,mfe_1m,mae_1m,mfe_lst_1m,mae_lst_1m,mfe_3m,mae_3m,mfe_lst_3m,mae_lst_3m,mfe_6m,mae_6m,mfe_lst_6m,mae_lst_6m,mfe_1y,mae_1y,mfe_lst_1y,mae_lst_1y,mfe_3y,mae_3y,mfe_lst_3y,mae_lst_3y,mfe_5y,mae_5y,mfe_lst_5y,mae_lst_5y,days_to_mfe_1m,days_to_mae_1m,days_to_breakeven_1m,days_to_mfe_3m,days_to_mae_3m,days_to_breakeven_3m,days_to_mfe_6m,days_to_mae_6m,days_to_breakeven_6m,days_to_mfe_1y,days_to_mae_1y,days_to_breakeven_1y,days_to_mfe_3y,days_to_mae_3y,days_to_breakeven_3y,days_to_mfe_5y,days_to_mae_5y,days_to_breakeven_5y,max_gain_pct,max_drawdown_pct,max_drawdown_duration_days,all_time_high,all_time_low,current_price,current_return_from_issue,outcome_class,volatility_annual,median_daily_turnover_inr,circuit_lock_frac,liquidity_flag,delisted,delist_reason,n_days_history,listing_metrics_status,price_source
INE0S7C01019,Deccan Transcon Leasing Ltd.,SME,108.0,108.0,2024-09-24,116.0,110.25,0.074074,0.020833,-0.030093,-0.049887,-0.052344,-0.046378,-0.209259,-0.225397,-0.219865,-0.222626,-0.425926,-0.437642,-0.378236,-0.371394,-0.451852,-0.463039,-0.377737,-0.414024,-0.5375,-0.546939,-0.459363,-0.364041,-0.685185,-0.69161,-0.657551,-0.615133,,,,,,,,,,,,,,,,,0.091667,-0.434259,0.069388,-0.445805,0.091667,-0.469444,0.069388,-0.480272,0.091667,-0.55,0.069388,-0.559184,0.091667,-0.733333,0.069388,-0.738776,,,,,,,,,0,29,0,0,69,0,0,182,0,0,309,0,,,,,,,0.091667,-0.849433,552,117.9,16.25,23.0,-0.787037,loser,0.578807,507600.0,0.074742,low,False,,388,ok,bhavcopy_daily
INE0S7E01015,GP Eco Solutions India Ltd.,SME,94.0,94.0,2024-06-24,375.0,393.75,2.989362,3.18883,3.397872,0.049905,0.042111,0.049227,2.97766,-0.050413,-0.076078,-0.069154,2.961702,-0.054222,-0.091424,-0.082645,1.756915,-0.341841,-0.443856,-0.434227,1.657979,-0.36546,-0.37462,-0.398892,3.093617,-0.02273,-0.086733,-0.030482,,,,,,,,,,,,,,,,,4.0,2.510638,0.193651,-0.161905,4.0,1.734043,0.193651,-0.347302,4.0,1.257447,0.193651,-0.461079,4.0,1.257447,0.193651,-0.461079,,,,,,,,,21,29,0,21,91,0,21,123,0,21,123,0,,,,,,,5.558511,-0.56026,209,616.5,212.2,461.6,3.910638,multibagger,0.626434,10649640.0,0.03527,ok,False,,482,ok,bhavcopy_daily
INE0S8401018,DCG Cables & Wires Ltd.,SME,100.0,100.0,2024-04-16,90.0,85.5,-0.1,-0.145,-0.145,0.0,0.0,0.0,-0.138,0.008187,-0.001751,-0.011722,-0.065,0.093567,0.082011,0.069723,0.428,0.670175,0.558874,0.499519,0.385,0.619883,0.488518,0.403602,-0.315,-0.19883,-0.257044,-0.21192,-0.35,-0.239766,-0.332274,-0.30665,,,,,,,,,,,,,0.049,-0.1875,0.226901,-0.049708,0.825,-0.23,1.134503,-0.099415,0.825,-0.23,1.134503,-0.099415,0.825,-0.4285,1.134503,-0.331579,,,,,,,,,16,2,16,79,50,16,79,50,16,79,336,16,,,,,,,0.825,-0.712284,633,182.5,47.0,58.95,-0.4105,loser,0.55848,1565700.0,0.073218,ok,False,,519,ok,bhavcopy_daily
INE0S9101013,Winny Immigration & Education Services Ltd.,SME,140.0,140.0,2024-06-27,240.0,252.0,0.714286,0.8,0.711071,-0.049405,-0.047995,-0.055964,0.756429,-0.024206,-0.034922,-0.059054,1.072857,0.151587,0.118717,0.113477,0.885714,0.047619,-0.042695,-0.036818,1.247857,0.24881,0.261049,0.20952,0.0,-0.444444,-0.510709,-0.482254,,,,,,,,,,,,,,,,,1.592857,0.544643,0.440476,-0.141865,1.592857,0.544643,0.440476,-0.141865,1.592857,0.314286,0.440476,-0.269841,1.592857,-0.035714,0.440476,-0.464286,,,,,,,,,15,5,0,15,5,0,15,145,0,15,363,0,,,,,,,1.592857,-0.890349,687,363.0,36.1,39.35,-0.718929,loser,0.80735,293000.0,0.39924,low,False,,263,ok,bhavcopy_daily
INE0S9501014,Khyati Global Ventures Ltd.,SME,99.0,99.0,2024-10-11,105.0,99.75,0.060606,0.007576,0.007576,0.0,0.0,0.0,-0.179091,-0.185263,-0.180849,-0.18657,-0.308081,-0.313283,-0.280594,-0.281506,-0.323232,-0.328321,-0.266923,-0.252573,-0.444444,-0.448622,-0.363071,-0.260476,-0.243434,-0.249123,-0.261985,-0.188713,,,,,,,,,,,,,,,,,0.060606,-0.323232,0.052632,-0.328321,0.060606,-0.323232,0.052632,-0.328321,0.060606,-0.488384,0.052632,-0.492231,0.060606,-0.488384,0.052632,-0.492231,,,,,,,,,0,14,0,0,14,0,0,168,0,0,168,0,,,,,,,0.060606,-0.607519,507,105.0,39.0,57.59,-0.418283,loser,0.547758,184380.0,0.382114,low,False,,246,ok,bhavcopy_daily
INE0S9X01011,Ace Alpha Tech Ltd.,SME,69.0,69.0,2025-07-03,81.0,85.05,0.173913,0.232609,0.294203,0.049971,0.047778,0.049737,0.572754,0.275955,0.277925,0.275246,0.70942,0.386831,0.419893,0.43722,0.73913,0.410935,0.433332,0.460977,0.304348,0.058201,0.029024,0.11959,,,,,,,,,,,,,,,,,,,,,1.0,0.117391,0.622575,-0.093474,1.0,0.117391,0.622575,-0.093474,1.0,0.117391,0.622575,-0.093474,,,,,,,,,,,,,26,0,0,26,0,0,26,0,0,,,,,,,,,,1.0,-0.361071,176,138.0,77.1,123.15,0.784783,winner,0.605347,1040000.0,0.170984,ok,False,,193,ok,bhavcopy_daily
INE0SA001017,RNFI Services Ltd.,SME,105.0,105.0,2024-07-29,199.5,189.55,0.9,0.805238,0.715238,-0.049855,-0.050709,-0.058082,0.397619,-0.225798,-0.194372,-0.175415,0.46619,-0.187813,-0.19652,-0.207085,0.104762,-0.388024,-0.368015,-0.349623,1.91,0.611976,0.692784,0.747666,1.469048,0.367713,0.368317,0.396726,,,,,,,,,,,,,,,,,0.904286,0.199048,0.054867,-0.335795,0.904286,0.045714,0.054867,-0.420733,2.057143,0.045714,0.693485,-0.420733,2.057143,0.045714,0.693485,-0.420733,,,,,,,,,0,10,0,0,86,0,178,86,0,178,86,0,,,,,,,2.847619,-0.433295,137,404.0,109.8,248.65,1.368095,multibagger,0.567401,7672440.0,0.075221,ok,False,,452,ok,bhavcopy_daily
INE0SAK01011,Blue Pebble Ltd.,SME,168.0,168.0,2024-04-03,199.0,208.95,0.184524,0.24375,0.305655,0.049773,0.046207,0.04354,0.504762,0.209859,0.195633,0.188674,0.717857,0.381192,0.379355,0.332872,0.700893,0.367552,0.285008,0.206298,0.654762,0.330462,0.180593,0.100368,0.198512,-0.036372,-0.07272,-0.050982,-0.254167,-0.400335,-0.412747,-0.377707,,,,,,,,,,,,,1.100298,0.125298,0.688682,-0.095238,1.270238,0.107143,0.825317,-0.109835,1.270238,0.107143,0.825317,-0.109835,1.321429,0.029762,0.866475,-0.172051,,,,,,,,,20,0,0,41,62,0,41,62,0,250,359,0,,,,,,,1.321429,-0.755729,561,390.0,83.35,93.9,-0.441071,loser,0.644809,1615860.0,0.030303,ok,False,,528,ok,bhavcopy_daily
INE0SBP01018,Esprit Stones Ltd.,SME,87.0,87.0,2024-08-02,93.15,97.8,0.07069,0.124138,0.124138,0.0,0.0,0.0,0.087931,-0.032209,-0.018041,-0.012876,0.267816,0.127812,0.106847,0.099946,0.114943,-0.00818,0.008543,-0.022956,0.534483,0.365031,0.413955,0.468359,0.124138,0.0,0.006164,0.046069,,,,,,,,,,,,,,,,,0.609195,0.051724,0.431493,-0.064417,0.609195,-0.008621,0.431493,-0.118098,0.832759,-0.008621,0.630368,-0.118098,0.832759,-0.008621,0.630368,-0.118098,,,,,,,,,18,10,0,18,81,0,159,81,0,159,81,0,,,,,,,0.832759,-0.658031,444,159.45,52.0,69.55,-0.200575,loser,0.5805,2061840.0,0.074492,ok,False,,443,ok,bhavcopy_daily
INE0SC101013,Supertech EV Ltd.,SME,92.0,92.0,2025-07-02,73.6,69.92,-0.2,-0.24,-0.277935,-0.049914,-0.048024,-0.053585,-0.41163,-0.22583,-0.226721,-0.23088,-0.452826,-0.280034,-0.245145,-0.233132,-0.518043,-0.365847,-0.341602,-0.319292,-0.21087,0.03833,0.011763,0.095321,,,,,,,,,,,,,,,,,,,,,-0.2,-0.471739,0.052632,-0.30492,-0.2,-0.540217,0.052632,-0.395023,-0.107391,-0.581522,0.174485,-0.449371,,,,,,,,,,,,,0,30,,0,91,,169,127,,,,,,,,,,,-0.107391,-0.48025,96,82.12,38.5,41.7,-0.546739,loser,0.667389,846384.0,0.04955,low,False,,222,ok,bhavcopy_daily
INE0SCB01016,Aztec Fluids & Machinery Ltd.,SME,67.0,67.0,2024-05-17,90.0,85.5,0.343284,0.276119,0.276119,0.0,0.0,0.0,0.076866,-0.15614,-0.177996,-0.160747,0.079701,-0.153918,-0.198407,-0.220571,0.298507,0.017544,-0.07482,-0.082406,0.351045,0.058713,0.011237,-0.005154,0.466866,0.149474,0.035805,0.110671,0.477612,0.157895,0.105487,0.099008,,,,,,,,,,,,,0.343284,-0.059701,0.052632,-0.263158,0.839552,-0.059701,0.44152,-0.263158,1.014925,-0.059701,0.578947,-0.263158,1.014925,-0.059701,0.578947,-0.263158,,,,,,,,,0,18,0,62,18,0,103,18,0,103,18,0,,,,,,,1.014925,-0.4272,175,135.0,63.0,84.0,0.253731,winner,0.599381,1414140.0,0.048626,ok,False,,473,ok,bhavcopy_daily
INE0SCO01019,Divine Power Energy Ltd.,SME,40.0,40.0,2024-07-02,155.0,152.3,2.875,2.8075,2.6175,-0.049902,-0.056644,-0.058861,1.94875,-0.225542,-0.238365,-0.246782,1.25125,-0.408733,-0.445503,-0.436744,0.79875,-0.527577,-0.59693,-0.596348,2.41125,-0.104071,-0.084213,-0.127884,2.5875,-0.057781,-0.112894,-0.078182,,,,,,,,,,,,,,,,,3.06875,1.24,0.068615,-0.411687,3.06875,0.73,0.068615,-0.545634,3.06875,0.65625,0.068615,-0.565003,3.2,0.65625,0.103086,-0.565003,,,,,,,,,0,30,0,0,87,0,0,97,0,275,97,0,,,,,,,12.695,-0.554169,97,547.8,66.25,493.2,11.33,multibagger,0.562761,5758200.0,0.106157,ok,False,,471,ok,bhavcopy_daily
INE0SDC01012,Emmforce Autotech Ltd.,SME,98.0,98.0,2024-04-30,186.2,195.51,0.9,0.995,0.995,0.0,0.0,0.0,1.42398,0.215027,0.228403,0.246237,0.770408,-0.112577,-0.107437,-0.094802,0.67449,-0.160657,-0.260301,-0.296439,0.010204,-0.493632,-0.576004,-0.584882,-0.17,-0.58396,-0.660463,-0.554026,0.186224,-0.405401,-0.467012,-0.462104,,,,,,,,,,,,,1.693878,0.685204,0.350315,-0.155286,1.693878,0.348469,0.350315,-0.324075,1.693878,-0.030102,0.350315,-0.513836,1.693878,-0.29602,0.350315,-0.647128,,,,,,,,,15,29,0,15,36,0,15,182,0,15,332,0,,,,,,,1.693878,-0.729685,323,264.0,68.99,113.0,0.153061,flat,0.600309,3196620.0,0.05814,ok,False,,516,ok,bhavcopy_daily
INE0SFA01011,Sihora Industries Ltd.,SME,66.0,66.0,2025-10-17,70.0,66.5,0.060606,0.007576,0.007576,0.0,0.0,0.0,-0.179091,-0.185263,-0.188581,-0.193605,-0.051515,-0.058647,-0.066434,-0.058934,-0.121212,-0.12782,-0.127217,-0.076916,-0.033333,-0.040602,0.012153,-0.003281,,,,,,,,,,,,,,,,,,,,,0.060606,-0.22,0.052632,-0.225865,0.060606,-0.22,0.052632,-0.225865,0.060606,-0.240909,0.052632,-0.246617,,,,,,,,,,,,,0,10,0,0,10,0,0,96,0,,,,,,,,,,0.060606,-0.233083,147,70.0,50.1,58.75,-0.109848,flat,0.768366,378000.0,0.308642,low,False,,81,ok,bhavcopy_daily
INE0SFW01015,Freshara Agro Exports Ltd.,SME,116.0,116.0,2024-10-24,135.0,134.7,0.163793,0.161207,0.103448,-0.04974,-0.040781,-0.02691,0.128017,-0.028582,-0.020629,-0.051576,0.021121,-0.120638,-0.100468,-0.095287,0.477155,0.272086,0.321024,0.329681,0.589655,0.368968,0.375226,0.451779,0.456034,0.253898,0.196693,0.261574,,,,,,,,,,,,,,,,,0.284483,-0.003879,0.106162,-0.142168,0.784483,-0.051724,0.536748,-0.18337,0.784483,-0.051724,0.536748,-0.18337,0.913362,-0.051724,0.647736,-0.18337,,,,,,,,,15,5,0,74,33,0,74,33,0,279,33,0,,,,,,,1.011207,-0.402724,81,233.3,110.0,216.05,0.8625,winner,0.580757,9687600.0,0.032746,ok,False,,397,ok,bhavcopy_daily
INE0SFZ01018,Broach Lifecare Hospital Ltd.,SME,25.0,25.0,2024-08-21,47.5,49.87,0.9,0.9948,1.0944,0.04993,0.048262,0.046767,0.7964,-0.099459,-0.110849,-0.113546,0.1016,-0.447764,-0.488973,-0.477712,-0.06,-0.528775,-0.478242,-0.468394,-0.0864,-0.542009,-0.467835,-0.355756,0.016,-0.490676,-0.503334,-0.44326,,,,,,,,,,,,,,,,,1.0944,0.0804,0.04993,-0.458392,1.0944,-0.14,0.04993,-0.568879,1.0944,-0.2376,0.04993,-0.617806,1.0944,-0.3596,0.04993,-0.678965,,,,,,,,,1,29,0,1,48,0,1,163,0,1,218,0,,,,,,,1.0944,-0.751719,526,52.36,12.4,16.99,-0.3204,loser,1.221091,254910.0,0.468354,low,False,,158,ok,bhavcopy_daily
INE0SG001011,Travels & Rentals Ltd.,SME,40.0,40.0,2024-09-05,55.0,57.75,0.375,0.44375,0.51575,0.04987,0.061521,0.060008,0.842,0.275844,0.266148,0.281989,2.81,1.638961,1.644151,1.664573,1.50125,0.732468,0.749835,0.746793,0.4705,0.018528,0.121944,0.234369,0.075,-0.255411,-0.239341,-0.169384,,,,,,,,,,,,,,,,,2.94875,0.30625,1.735065,-0.095238,2.94875,0.30625,1.735065,-0.095238,2.94875,0.30625,1.735065,-0.095238,2.94875,0.04375,1.735065,-0.277056,,,,,,,,,28,0,0,28,0,0,28,0,0,28,351,0,,,,,,,2.94875,-0.904115,542,157.95,14.48,15.12,-0.622,loser,0.759535,622500.0,0.393393,low,False,,333,ok,bhavcopy_daily
INE0SGC01015,M.V.K.Agro Food Product Ltd.,SME,120.0,120.0,2024-03-07,79.0,82.95,-0.341667,-0.30875,-0.30875,0.0,0.0,0.0,-0.436667,-0.185051,-0.169629,-0.123544,-0.559583,-0.362869,-0.363765,-0.39293,-0.650417,-0.494274,-0.508849,-0.557956,-0.558333,-0.361061,-0.478941,-0.610477,-0.56,-0.363472,-0.366093,-0.349944,3.708333,5.811332,5.724334,5.769517,,,,,,,,,,,,,-0.275,-0.603333,0.048825,-0.42616,-0.275,-0.7,0.048825,-0.566004,-0.275,-0.7,0.048825,-0.566004,-0.275,-0.732917,0.048825,-0.613623,,,,,,,,,4,15,,4,89,,4,89,,4,349,,,,,,,,5.825,-0.610006,348,819.0,32.05,468.6,2.905,multibagger,0.507192,2611320.0,0.192727,ok,False,,550,ok,bhavcopy_daily
INE0SGR01013,Shivam Chemicals Ltd.,SME,44.0,44.0,2024-04-30,48.0,47.4,0.090909,0.077273,0.077273,0.0,0.0,0.0,0.309091,0.21519,0.228565,0.246399,0.1175,0.037342,0.042482,0.055117,0.284091,0.191983,0.092339,0.056201,0.170455,0.086498,0.004126,-0.004752,0.318182,0.223629,0.147125,0.253562,1.514773,1.334388,1.272778,1.277685,,,,,,,,,,,,,0.360682,0.036364,0.26308,-0.037975,0.431818,0.025,0.329114,-0.048523,0.431818,0.025,0.329114,-0.048523,0.693182,0.022727,0.57173,-0.050633,,,,,,,,,8,0,0,84,35,0,84,35,0,332,288,0,,,,,,,1.963636,-0.296231,25,130.4,45.0,106.95,1.430682,multibagger,0.650831,899640.0,0.275766,low,False,,359,ok,bhavcopy_daily
INE0SGZ01016,Suntech Infra Solutions Ltd.,SME,86.0,86.0,2025-07-02,109.1,103.8,0.268605,0.206977,0.147093,-0.049615,-0.047725,-0.053286,0.137209,-0.057803,-0.058695,-0.062853,-0.110465,-0.263006,-0.228117,-0.216103,-0.354651,-0.465318,-0.441074,-0.418763,-0.505233,-0.590077,-0.616643,-0.533086,,,,,,,,,,,,,,,,,,,,,0.27907,-0.127907,0.05973,-0.277457,0.27907,-0.366279,0.05973,-0.474952,0.27907,-0.566279,0.05973,-0.640655,,,,,,,,,,,,,0,30,0,0,89,0,0,161,0,,,,,,,,,,0.27907,-0.706166,264,110.0,30.0,36.95,-0.570349,loser,0.656083,1047200.0,0.053812,ok,False,,223,ok,bhavcopy_daily
INE0SH001010,Mason Infratech Ltd.,SME,64.0,64.0,2024-07-01,88.0,92.4,0.375,0.44375,0.515625,0.049784,0.050533,0.051413,0.840625,0.274892,0.267494,0.257728,1.353125,0.62987,0.596352,0.596455,1.292969,0.588203,0.519075,0.528146,1.146094,0.486472,0.507061,0.470897,1.76875,0.917749,0.859765,0.895043,,,,,,,,,,,,,,,,,1.811719,0.30625,0.947511,-0.095238,2.417969,0.30625,1.367424,-0.095238,2.417969,0.30625,1.367424,-0.095238,2.417969,0.148438,1.367424,-0.204545,,,,,,,,,25,0,0,57,0,0,57,0,0,57,245,0,,,,,,,2.4375,-0.628484,189,220.0,73.5,114.5,0.789062,winner,0.619032,2757400.0,0.063158,ok,False,,475,ok,bhavcopy_daily
INE0SHE01019,Thinking Hats Entertainment Solutions Ltd.,SME,44.0,44.0,2024-10-03,60.0,57.0,0.363636,0.295455,0.230682,-0.05,-0.040673,-0.041334,0.076136,-0.169298,-0.159332,-0.166446,0.214773,-0.062281,-0.024825,-0.04906,0.05,-0.189474,-0.147436,-0.180054,-0.318182,-0.473684,-0.394477,-0.314505,-0.061364,-0.275439,-0.261346,-0.211415,,,,,,,,,,,,,,,,,0.386364,-0.243182,0.070175,-0.415789,0.386364,-0.243182,0.070175,-0.415789,0.386364,-0.415909,0.070175,-0.549123,0.386364,-0.415909,0.070175,-0.549123,,,,,,,,,0,25,0,0,25,0,0,160,0,0,160,0,,,,,,,0.386364,-0.790351,540,61.0,11.4,12.35,-0.719318,loser,0.690779,371250.0,0.35,low,False,,300,ok,bhavcopy_daily
INE0SI601032,Anya Polytech & Fertilizers Ltd.,SME,14.0,14.0,2025-01-02,17.1,17.95,0.221429,0.282143,0.342857,0.047354,0.054956,0.049292,0.232143,-0.038997,-0.011623,0.002851,0.585714,0.236769,0.265977,0.356544,0.553571,0.211699,0.2505,0.362882,0.9,0.481894,0.431596,0.495771,0.467857,0.144847,0.05638,0.212162,,,,,,,,,,,,,,,,,0.985714,0.157143,0.548747,-0.097493,0.985714,0.157143,0.548747,-0.097493,1.075,0.157143,0.618384,-0.097493,1.075,0.157143,0.618384,-0.097493,,,,,,,,,19,6,0,19,6,0,140,6,0,140,6,0,,,,,,,1.075,-0.411871,305,29.05,15.7,16.5,0.178571,flat,0.426858,1716750.0,0.119632,ok,False,,326,ok,bhavcopy_daily
INE0SII01026,Quality Power Electrical Equipments Ltd.,MB,425.0,425.0,2025-02-24,430.0,387.9,0.011765,-0.087294,-0.061529,0.028229,0.028486,0.032692,-0.145412,-0.063676,-0.044431,-0.011937,-0.246941,-0.174916,-0.216307,-0.206871,0.019412,0.116912,0.008378,-0.028724,0.935412,1.120521,1.013468,0.94443,1.081529,1.280614,1.153302,1.182271,,,,,,,,,,,,,,,,,0.013529,-0.287765,0.110467,-0.219644,0.069882,-0.369882,0.172209,-0.309616,1.191529,-0.369882,1.401134,-0.309616,1.545882,-0.369882,1.789379,-0.309616,,,,,,,,,0,21,0,91,42,0,144,42,0,218,42,0,,,,,,,2.390588,-0.443468,119,1441.0,267.8,1072.0,1.522353,multibagger,0.637146,477829713.9,0.0,ok,False,,313,ok,bhavcopy_daily
INE0SIK01014,Gujarat Peanut & Agri Products Ltd.,SME,80.0,80.0,2025-10-03,64.0,67.2,-0.2,-0.16,-0.16,0.0,0.0,0.0,0.038375,0.236161,0.22045,0.230434,0.01125,0.203869,0.170614,0.18632,0.1355,0.351786,0.29417,0.364689,-0.07475,0.101488,0.189105,0.236123,,,,,,,,,,,,,,,,,,,,,0.201875,-0.23625,0.430804,-0.090774,0.24425,-0.23625,0.48125,-0.090774,0.24425,-0.23625,0.48125,-0.090774,,,,,,,,,,,,,12,0,7,46,0,7,46,0,7,,,,,,,,,,0.24425,-0.242025,147,99.54,61.1,85.0,0.0625,flat,0.462036,2280848.0,0.078947,ok,False,,152,ok,bhavcopy_daily
INE0SJA01013,VMS TMT Ltd.,MB,99.0,99.0,2025-09-24,104.9,99.65,0.059596,0.006566,-0.043838,-0.050075,-0.043448,-0.043462,-0.164949,-0.170396,-0.161592,-0.153341,-0.29101,-0.295635,-0.325098,-0.29895,-0.454848,-0.458404,-0.501714,-0.42826,-0.600202,-0.60281,-0.532951,-0.47317,,,,,,,,,,,,,,,,,,,,,0.060606,-0.300404,0.053688,-0.304967,0.060606,-0.48899,0.053688,-0.492323,0.060606,-0.612121,0.053688,-0.614651,,,,,,,,,,,,,0,26,0,0,76,0,0,173,0,,,,,,,,,,0.060606,-0.653688,187,105.0,33.5,46.03,-0.535051,loser,0.462227,7224246.35,0.011765,ok,False,,170,ok,bhavcopy_daily
INE0SJX01015,Asston Pharmaceuticals Ltd.,SME,123.0,123.0,2025-07-16,119.0,124.95,-0.03252,0.015854,0.004065,-0.011605,-0.007614,-0.014318,-0.105691,-0.119648,-0.119959,-0.112386,-0.145935,-0.159264,-0.136229,-0.085488,-0.252846,-0.264506,-0.268928,-0.212708,-0.318699,-0.329332,-0.347321,-0.234806,,,,,,,,,,,,,,,,,,,,,0.02439,-0.170325,0.008403,-0.183273,0.02439,-0.25935,0.008403,-0.270908,0.02439,-0.388537,0.008403,-0.398079,,,,,,,,,,,,,2,29,0,2,85,0,2,118,0,,,,,,,,,,0.02439,-0.454342,250,126.0,65.2,68.66,-0.441789,loser,0.535717,699200.0,0.147959,low,False,,196,ok,bhavcopy_daily
INE0SK201011,Resourceful Automobile Ltd.,SME,117.0,117.0,2024-08-29,117.0,122.85,0.0,0.05,0.069231,0.018315,0.014977,0.013159,-0.128205,-0.169719,-0.169447,-0.192859,-0.450427,-0.476597,-0.517429,-0.494454,-0.558632,-0.57965,-0.530437,-0.552035,-0.515385,-0.538462,-0.434815,-0.323999,-0.455385,-0.481319,-0.45249,-0.394418,,,,,,,,,,,,,,,,,0.094017,-0.455128,0.041921,-0.481074,0.094017,-0.593504,0.041921,-0.612861,0.094017,-0.597436,0.041921,-0.616606,0.094017,-0.597436,0.041921,-0.616606,,,,,,,,,1,28,0,1,85,0,1,158,0,1,158,0,,,,,,,0.094017,-0.73781,577,128.0,31.03,48.51,-0.585385,loser,1.083486,204048.0,0.392713,low,False,,247,ok,bhavcopy_daily
INE0SK801018,DelaPlex Ltd.,SME,192.0,192.0,2024-02-02,309.0,324.45,0.609375,0.689844,0.689844,0.0,0.0,0.0,0.549479,-0.083064,-0.079801,-0.07993,0.433594,-0.151641,-0.173832,-0.144093,0.213542,-0.281862,-0.310326,-0.322545,0.267708,-0.249807,-0.380856,-0.414658,0.057292,-0.374326,-0.448837,-0.418814,-0.432292,-0.664047,-0.822685,-0.702763,,,,,,,,,,,,,0.75,0.395573,0.035599,-0.174141,0.75,0.036458,0.035599,-0.386654,0.75,-0.041406,0.035599,-0.432732,0.75,-0.041406,0.035599,-0.432732,,,,,,,,,3,12,0,3,40,0,3,123,0,3,123,0,,,,,,,0.75,-0.746956,787,336.0,81.15,99.9,-0.479687,loser,0.541694,1972200.0,0.022807,ok,False,,570,ok,bhavcopy_daily
INE0SLP01017,NSB BPO Solutions Ltd.,SME,121.0,121.0,2025-10-10,121.45,121.3,0.003719,0.002479,0.002479,0.0,0.0,0.0,-0.057438,-0.059769,-0.076558,-0.057654,-0.114876,-0.117065,-0.12525,-0.111648,-0.227686,-0.229596,-0.245334,-0.176811,-0.395455,-0.39695,-0.348117,-0.317494,,,,,,,,,,,,,,,,,,,,,0.053719,-0.157025,0.051113,-0.15911,0.053719,-0.247934,0.051113,-0.249794,0.053719,-0.495868,0.051113,-0.497115,,,,,,,,,,,,,0,25,0,0,81,0,0,154,0,,,,,,,,,,0.053719,-0.464138,159,127.5,61.0,67.6,-0.441322,loser,0.716641,278000.0,0.329412,low,False,,85,ok,bhavcopy_daily
INE0SMA01017,Slone Infosystems Ltd.,SME,79.0,79.0,2024-05-10,118.5,112.6,0.5,0.425316,0.425316,0.0,0.0,0.0,0.10443,-0.225133,-0.243764,-0.270681,0.158228,-0.187389,-0.243383,-0.253268,0.987342,0.394316,0.289475,0.246616,1.516456,0.765542,0.670643,0.598089,2.131013,1.196714,1.108173,1.198333,1.5,0.753996,0.657831,0.59957,,,,,,,,,,,,,0.512025,0.015823,0.060835,-0.2873,1.240506,0.015823,0.571936,-0.2873,1.516456,0.015823,0.765542,-0.2873,5.025316,0.015823,3.227353,-0.2873,,,,,,,,,0,17,0,49,17,0,182,17,0,250,17,0,,,,,,,5.025316,-0.693181,506,476.0,80.25,146.0,0.848101,winner,0.588925,1548060.0,0.198718,ok,False,,468,ok,bhavcopy_daily
INE0SMR01011,United Heat Transfer Ltd.,SME,59.0,59.0,2024-10-29,60.95,63.95,0.033051,0.083898,0.137288,0.049257,0.054407,0.037381,0.190678,0.098514,0.108877,0.074412,0.377119,0.270524,0.293114,0.253181,0.172881,0.082095,0.143795,0.20613,0.033898,-0.04613,-0.04078,0.048701,0.40678,0.297889,0.233024,0.289474,,,,,,,,,,,,,,,,,0.508475,-0.017797,0.391712,-0.093823,1.181356,-0.017797,1.01251,-0.093823,1.181356,-0.09322,1.01251,-0.163409,1.181356,-0.127119,1.01251,-0.194683,,,,,,,,,20,0,0,35,0,0,35,174,0,35,192,0,,,,,,,1.181356,-0.623932,483,128.7,44.0,82.15,0.392373,winner,0.718586,1732800.0,0.061538,ok,False,,390,ok,bhavcopy_daily
INE0SMU01015,TGIF Agribusiness Ltd.,SME,93.0,93.0,2024-05-15,150.0,142.5,0.612903,0.532258,0.455699,-0.049965,-0.059122,-0.057388,0.185914,-0.226035,-0.243929,-0.252984,0.016129,-0.336842,-0.393825,-0.428497,-0.000538,-0.347719,-0.435249,-0.454577,-0.00957,-0.353614,-0.414806,-0.433916,0.052151,-0.313333,-0.442229,-0.360514,-0.005376,-0.350877,-0.415873,-0.434584,,,,,,,,,,,,,0.686022,-0.165591,0.100351,-0.455439,0.686022,-0.165591,0.100351,-0.455439,0.686022,-0.165591,0.100351,-0.455439,0.686022,-0.214516,0.100351,-0.487368,,,,,,,,,0,20,0,0,20,0,0,20,0,0,300,0,,,,,,,0.686022,-0.505263,652,156.8,66.5,96.5,0.037634,flat,0.871594,283806.0,0.339196,low,False,,398,ok,bhavcopy_daily
