isin,company_name,type,cohort,instrument_type,nse_symbol,bse_script_code,ticker_ns,ticker_bo,open_date,close_date,listing_date,issue_price,issue_size_cr,issue_amount_cr,fresh_issue_cr,ofs_cr,ofs_pct,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,anchor_allocation_cr,lead_manager,market_maker,year,broad_sector,sector,industry,market_cap_cr,market_cap_class,pricing_method,listing_at,market_maker_src,fresh_issue_cr_src,ofs_cr_src,ofs_pct_src,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr_src,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE0XX801016,Sugs Lloyd Ltd.,SME,boom,equity,,544501,,544501.BO,2025-08-29,2025-09-02,2025-09-05,123.00,86,85.66,81,5.00,5.8,2,4.7,2.1,3.1,4.88,99.99,70,4.99,3Dimension Capital,Aftertrade Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,119.90,chittorgarh,125.85,chittorgarh,116.50,chittorgarh,125.85,chittorgarh,To Meet Working Capital Requirement | General Corporate Purposes,chittorgarh,chittorgarh,7.11,146.64,97.32,251.07,117,True,2000,246000,11.9,17,176,10.3,36,65,176,3,13,27,2,10,17,1.4,6.4,10.3,11,22,39,0,0,0,25,48,133,-10,-4,-44,9.66,43.59,0.00,176,17,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Sugs Lloyd Ltd.,Sugs Lloyd Ltd,match
INE1OIC01018,Snehaa Organics Ltd.,SME,boom,equity,SNEHAA,,SNEHAA.NS,,2025-08-29,2025-09-02,2025-09-05,122.00,33,32.68,31,2.00,6.1,0,0,0,0,12.3,99.99,73.68,,Novus Capital,Nirman Share Brokers Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,122.00,chittorgarh,122.00,chittorgarh,115.90,chittorgarh,115.90,chittorgarh,Working Capital Requirement | To Repayment of loans availed by the Company | General Corporate Purposes | Issue expenses,chittorgarh,chittorgarh,64.86,241.07,557.54,863.47,115,True,2000,244000,12.4,7,26,9.8,14,24,26,4,6,12,3,4,7,3.7,4.9,9.8,4,7,15,4,3,5,11,17,30,1,5,3,26.92,46.67,0.33,26,7,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Snehaa Organics Ltd.,Snehaa Organics Limited,match
INE15MX01014,Abril Paper Tech Ltd.,SME,boom,equity,,544500,,544500.BO,2025-08-29,2025-09-02,2025-09-05,61.00,13,13.42,13,0.00,0.0,0,0,0,0,6.56,85.2,61.71,,Interactive Financial,B.N.Rathi Securities Ltd.,2025,,,,,,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,48.80,chittorgarh,51.24,chittorgarh,46.37,chittorgarh,49.38,chittorgarh,Capital Expenditure for purchase of machineries | Working Capital | General Corporate Purpose,chittorgarh,chittorgarh,,,,,,False,4000,0,,1,61,2.5,,7,61,,1,2,,0,1,,0.8,2.4,,7,11,,0,0,,8,13,,-3,-3,1.64,9.09,0.00,61,1,Mar 2025,2,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Abril Paper Tech Ltd.,Abril Paper Tech Ltd,match
INE0RTI01017,Oval Projects Engineering Ltd.,SME,boom,equity,,544498,,544498.BO,2025-08-28,2025-09-01,2025-09-04,85.00,47,46.74,44,3.00,6.4,6.2,0.9,0.8,1.6,9.41,72.19,53.07,7.96,SMC Capitals,SMC Global Securities Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,85.25,chittorgarh,86.00,chittorgarh,85.00,chittorgarh,85.05,chittorgarh,Utilization towards long-term working capital requirements of the Company | General Corporate Purposes,chittorgarh,chittorgarh,32.95,12.68,15.40,61.02,80,True,3200,272000,12.7,9,102,6.7,59,78,102,9,11,20,3,4,9,5.6,3.2,6.1,18,34,56,7,3,5,82,104,156,12,-1,-16,8.82,16.07,0.09,102,9,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Oval Projects Engineering Ltd.,Oval Projects Engineering Ltd,match
INE1CRQ01014,Current Infraprojects Ltd.,SME,boom,equity,CURRENT,,CURRENT.NS,,2025-08-26,2025-08-29,2025-09-03,80.00,42,41.80,40,2.00,4.8,0,0,0,0,18.75,96.96,70.4982,11.62,Holani Consultants,Holani Consultants Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,152.00,chittorgarh,159.60,chittorgarh,144.40,chittorgarh,152.75,chittorgarh,"Investment in Equity of the wholly owned subsidiary, Current Infra Dhanbad Solar Private Limited for setting up 1800 KW solar plant under RESCO Model at Indian Institute of Technology (Indian School of Mines) IIT(ISM), Dhanbad, Jharkhand | Funding the working capital requirement of the company | General corporate purposes",chittorgarh,chittorgarh,1487.51,3740.48,5410.18,10638.71,76,True,3200,256000,11.4,9,91,7,,,91,,,15,,,9,,,7,,,24,,,10,,,79,,,-1,9.89,37.50,0.42,91,9,Mar 2025,1,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Current Infraprojects Ltd.,Current Infraprojects Limited,match
INE14DW01018,Sattva Engineering Construction Ltd.,SME,boom,equity,SATTVAENGG,,SATTVAENGG.NS,,2025-08-26,2025-08-29,2025-09-03,75.00,35,35.38,34,1.00,2.9,123.39,351.59,172.89,198.17,20.0,,,9.97,Vivro Financial,Rikhav Securities Ltd.,2025,Utilities,Utilities,Water Supply & Management,114.0,micro,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,95.10,chittorgarh,99.85,chittorgarh,95.10,chittorgarh,99.85,chittorgarh,To meet long-term working capital requirements | General Corporate Purposes | Total,chittorgarh,chittorgarh,,,,,,,,,,,,,84.0,77.0,94.0,8.0,13.0,19.0,1.0,5.0,9.0,10.41,45.65,7.17,19.0,24.0,44.0,33.0,32.0,36.0,83.0,87.0,115.0,8.0,6.0,-6.0,9.57,20.45,0.82,94.0,9.0,Mar 2025,3,ipowatch,screener,ipowatch,,isin_authoritative,ISIN→symbol from official NSE list,match,,Sattva Engineering Construction Ltd.,Sattva Engineering Construction Limited,match
INE12P601017,Globtier Infotech Ltd.,SME,boom,equity,,544494,,544494.BO,2025-08-25,2025-08-28,2025-09-02,72.00,31,31.05,26,4,12.9,0,0,0,0,23.61,99.87,71.38,,Shannon Advisors,Nikunj Stock Brokers Ltd.,2025,,,,,,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,57.60,chittorgarh,57.60,chittorgarh,54.72,chittorgarh,54.72,chittorgarh,"Funding the working capital requirements of the Company | Repayment/prepayment, in full or part, of certain loans availed by the Company | General Corporate Purpose",chittorgarh,chittorgarh,,,,,,False,3200,0,,5,94,4.9,86,88,94,7,8,12,3,4,5,3,3.3,4.9,11,15,20,2,2,1,33,43,53,6,0,7,5.32,25.00,0.05,94,5,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Globtier Infotech Ltd.,Globtier Infotech Ltd,match
INE0M3X01010,NIS Management Ltd.,SME,boom,equity,,544495,,544495.BO,2025-08-25,2025-08-28,2025-09-02,111.00,60,60.01,48,8,13.3,2.1,6.7,1.1,3,6.31,95.99,69.63,16.72,Share India Capital,Share India Securities Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,108.00,chittorgarh,108.00,chittorgarh,102.60,chittorgarh,102.60,chittorgarh,To Meet Working Capital Requirements | General Corporate Purpose,chittorgarh,chittorgarh,23.68,82.24,21.90,127.82,105,True,2400,266400,9,19,402,12.4,341,378,402,30,34,30,16,18,19,11.1,12.6,12.3,115,134,152,23,15,8,225,247,255,11,12,15,4.73,12.50,0.05,402,19,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,NIS Management Ltd.,NIS Management Ltd,match
INE0VTV01012,Anondita Medicare Ltd.,SME,boom,equity,ANONDITA,,ANONDITA.NS,,2025-08-22,2025-08-26,2025-09-01,145.00,69,69.50,66,3.00,4.3,0,0,0,0,19.31,83.95,61.71,19.58,Narnolia Financial,Mansi Share & Stock Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,275.50,chittorgarh,289.25,chittorgarh,261.75,chittorgarh,289.25,chittorgarh,Funding capital expenditure requirements for the purchase of equipment/machineries | Funding the Working Capital requirement | Unidentified Acquisition and General Corporate Purposes,chittorgarh,chittorgarh,2010.40,5255.71,6586.51,13852.62,137,True,2000,290000,10.4,16,77,14,,,77,,,26,,,16,,,11.9,,,38,,,12,,,78,,,-10,20.78,42.11,0.32,77,16,Mar 2025,1,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Anondita Medicare Ltd.,Anondita Medicare Limited,match
INE1DLF01018,Shivashrit Foods Ltd.,SME,boom,equity,SHIVASHRIT,,SHIVASHRIT.NS,,2025-08-22,2025-08-26,2025-09-01,142.00,70,70.03,58,9,12.9,0,0,0,0,5.63,100,73,19.92,Mark Corporate,Asnani Stock Broker Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,148.50,chittorgarh,148.50,chittorgarh,141.10,chittorgarh,141.45,chittorgarh,Capital Expenditure (“Expansion Project”) | Working Capital Requirement for Expansion Project | General Corporate Purpose,chittorgarh,chittorgarh,21.10,55.21,61.80,138.11,135,True,2000,284000,16.5,12,105,8.6,45,76,105,5,20,24,2,12,12,1.1,8.3,8.6,11,23,35,13,12,9,48,83,109,-0,5,-8,11.43,34.29,0.26,105,12,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Shivashrit Foods Ltd.,Shivashrit Foods Limited,match
INE0UQ601012,Classic Electrodes (India) Ltd.,SME,boom,equity,CLASSICEIL,,CLASSICEIL.NS,,2025-08-22,2025-08-26,2025-09-01,87.00,42,41.51,39,3.00,7.1,0,0,0,0,20.69,97.73,71.77,11.69,GYR Capital,Wiinance Financial Services Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,100.00,chittorgarh,101.00,chittorgarh,95.00,chittorgarh,95.00,chittorgarh,Funding capital expenditure of our company to purchase Plant and Machinery | Repayment of a portion of certain outstanding borrowing availed by the company | Funding the working capital requirements of the company | General Corporate Purposes,chittorgarh,chittorgarh,664.00,2098.20,2169.10,4931.30,82,True,3200,278400,9.9,12,206,8.8,151,194,206,9,21,22,2,10,12,1.6,7.2,8.8,22,34,45,4,3,2,77,93,119,2,3,8,5.83,26.67,0.04,206,12,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Classic Electrodes (India) Ltd.,Classic Electrodes (India) Limited,match
INE0YDV01010,ARC Insulation & Insulators Ltd.,SME,boom,equity,ARCIIL,,ARCIIL.NS,,2025-08-21,2025-08-25,2025-08-29,125.00,41,41.19,36,3,7.3,0,0,0,0,64.0,94.48,64.11,11.71,Gretex Corporate,Gretex Share Broking Pvt.Ltd. Nikunj Stock Brokers Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,145.00,chittorgarh,145.00,chittorgarh,137.75,chittorgarh,137.75,chittorgarh,Capital Expenditure towards set up of Factory shed for New Manufacturing unit | Purchase of New Office Space | Repayment/Pre-payment of Certain Debt Facilities including Bridge Finance | Working Capital Requirements | General Corporate Purposes | Total,chittorgarh,chittorgarh,118.34,160.10,237.43,515.86,119,True,2000,250000,10.2,9,33,12.2,24,28,33,5,9,13,3,6,9,3.9,8.9,11.8,6,12,25,3,2,3,18,22,39,1,9,0,27.27,36.00,0.12,33,9,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,ARC Insulation & Insulators Ltd.,ARC Insulation & Insulators Limited,match
INE191201016,LGT Business Connextions Ltd.,SME,boom,equity,,544489,,544489.BO,2025-08-19,2025-08-21,2025-08-26,107.00,28,28.09,24,3,10.7,,,,,,,,,Mark Corporate,Asnani Stock Broker Pvt.Ltd.,2025,Consumer Discretionary,Consumer Services,"Tour, Travel Related Services",49.1,micro,Fixed Price,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,85.60,chittorgarh,85.60,chittorgarh,81.35,chittorgarh,81.35,chittorgarh,Capital Expenditure | Working Capital Requirement | General Corporate Purpose,chittorgarh,chittorgarh,,,,,,,,,,,,,61.0,89.0,100.0,4.0,6.0,8.0,3.0,4.0,5.0,2970.0,3630.0,7.45,4.01,7.01,12.0,2.0,3.0,10.0,9.0,15.0,27.0,1.0,3.0,1.0,5.0,41.67,0.83,100.0,5.0,Mar 2025,3,,screener,,,isin_authoritative,ISIN→symbol from official BSE list,match,,LGT Business Connextions Ltd.,LGT Business Connextions Ltd,match
INE17VO01028,Studio LSD Ltd.,SME,boom,equity,STUDIOLSD,,STUDIOLSD.NS,,2025-08-18,2025-08-20,2025-08-25,54.00,74,74.25,56,15,20.3,0,0,0,0,48.15,100,72.46,,Corpwis,Rikhav Securities Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,43.20,chittorgarh,43.20,chittorgarh,41.05,chittorgarh,41.05,chittorgarh,Capital Expenditure | Working Capital Requirement | General Corporate Purposes,chittorgarh,chittorgarh,0.71,38.86,192.07,231.64,51,True,4000,216000,18.6,12,104,2.9,47,102,104,4,15,16,3,11,12,0.8,3.2,2.9,5,16,28,0,0,0,18,36,47,1,8,6,11.54,42.86,0.00,104,12,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Studio LSD Ltd.,Studio LSD Limited,match
INE632Q01018,Mahendra Realtors & Infrastructure Ltd.,SME,boom,equity,MRIL,,MRIL.NS,,2025-08-12,2025-08-14,2025-08-20,85.00,49,49.45,38,9,18.4,0,0,0,0,11.76,100,73.68,,Novus Capital,Rikhav Securities Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,68.00,chittorgarh,68.00,chittorgarh,64.60,chittorgarh,64.60,chittorgarh,Working Capital Requirement | General Corporate Purposes | Issue Expenses,chittorgarh,chittorgarh,20.74,624.29,601.20,1246.24,75,True,3200,272000,9.9,15,125,8.6,63,101,125,9,17,22,4,12,15,2.3,6.7,8.6,44,56,71,0,0,0,98,93,137,10,22,-6,12.00,21.13,0.00,125,15,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Mahendra Realtors & Infrastructure Ltd.,Mahendra Realtors & Infrastructure Limited,match
INE111601014,Icodex Publishing Solutions Ltd.,SME,boom,equity,,544483,,544483.BO,2025-08-11,2025-08-13,2025-08-19,102.00,42,42.03,33,7,16.7,33.1,1.5,4.7,3.8,10.78,88.24,64.44,,Indcap,Giriraj Stock Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,81.60,chittorgarh,81.60,chittorgarh,77.55,chittorgarh,77.55,chittorgarh,Purchase of new office premises | Purchase of hardware for new office | Working capital requirement | General Corporate Purpose,chittorgarh,chittorgarh,36.44,32.84,90.62,159.90,98,True,2400,244800,14,9,22,7.3,10,10,22,2,5,14,2,4,9,1.5,3.7,7.3,4,9,19,0,0,0,6,11,25,1,4,6,40.91,47.37,0.00,22,9,Mar 2025,3,sharescart,sharescart,ipocentral,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Icodex Publishing Solutions Ltd.,Icodex Publishing Solutions Ltd,match
INE0VG001016,ANB Metal Cast Ltd.,SME,boom,equity,AMCL,,AMCL.NS,,2025-08-08,2025-08-12,2025-08-18,156.00,50,49.92,47,3.00,6.0,0,0,0,0,,91.49,66.75,14.02,Sun Capital,Pure Broking Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,164.00,chittorgarh,172.20,chittorgarh,164.00,chittorgarh,172.20,chittorgarh,Funding capital expenditure requirements for the proposed expansion in existing manufacturing facilities of our Company by constructing additional floor and installation of additional plant and machineries | Part funding long-term working capital requirements | General Corporate Purposes.,chittorgarh,chittorgarh,9.75,19.94,39.26,68.95,148,True,1600,249600,12.3,10,163,12.7,84,112,163,3,11,18,2,5,10,2.5,7.1,11.9,5,11,34,7,14,7,44,64,98,-6,-7,4,6.13,29.41,0.21,163,10,Mar 2025,3,sharescart,sharescart,,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,ANB Metal Cast Ltd.,ANB Metal Cast Limited,match
INE0UOY01019,Medistep Healthcare Ltd.,SME,boom,equity,MEDISTEP,,MEDISTEP.NS,,2025-08-08,2025-08-12,2025-08-18,43.00,16,16.10,15,1.00,6.2,0,0,0,0,27.91,93.62,68.96,,Novus Capital,Nirman Share Brokers Pvt.Ltd.,2025,,,,,,Fixed Price,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,53.00,chittorgarh,53.00,chittorgarh,50.35,chittorgarh,50.35,chittorgarh,Funding of capital expenditure towards purchase of plant and machineries for expansion at the existing manufacturing facility | Working Capital requirements | General Corporate Purpose,chittorgarh,chittorgarh,,,,,,False,6000,0,,4,50,4,,32,50,,4,6,,3,4,,3,4,,12,17,,0,0,,15,23,,-7,0,8.00,23.53,0.00,50,4,Mar 2025,2,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Medistep Healthcare Ltd.,Medistep Healthcare Limited,match
INE0YG001013,Star Imaging & Path Lab Ltd.,SME,boom,equity,,544482,,544482.BO,2025-08-08,2025-08-12,2025-08-18,142.00,69,69.47,49,14,20.3,12.8,3,2.3,5,3.52,100,71.92,18.52,Share India Capital,Share India Securities Ltd.,2025,,,,,,Bookbuilding,BSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,142.00,chittorgarh,143.00,chittorgarh,134.90,chittorgarh,135.95,chittorgarh,To Meet Working Capital Requirement | Repayment/prepayment of certain borrowings availed of by the Company | Funding the Capital Expenditure towards purchase of Refurbished Medical Equipment in running facilities | General corporate purposes,chittorgarh,chittorgarh,158.87,47.68,50.15,256.93,135,True,2000,284000,12,16,84,11.8,59,79,84,6,24,29,1,12,16,0.4,9.2,11.8,19,31,47,14,16,15,61,82,98,5,18,-6,19.05,34.04,0.32,84,16,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official BSE list,match,,Star Imaging & Path Lab Ltd.,Star Imaging And Path Lab Ltd,match
INE0EAS01014,Connplex Cinemas Ltd.,SME,boom,equity,CONNPLEX,,CONNPLEX.NS,,2025-08-07,2025-08-11,2025-08-14,177.00,90,90.27,86,4.00,4.4,0,0,0,0,16.95,100,69.9,25.70,Beeline Capital,Spread X Securities Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,195.00,chittorgarh,198.00,chittorgarh,185.25,chittorgarh,186.90,chittorgarh,Funding capital expenditure requirement for purchase of corporate office | Funding capital expenditure requirement of purchase of LED Screens and Projectors | Funding Working Capital Requirement | Funding General Corporate Purposes,chittorgarh,chittorgarh,758.13,644.89,743.74,2146.76,168,True,1600,283200,13,19,96,13.6,25,60,96,3,7,27,2,4,19,1.2,2.9,13.6,1,5,24,0,0,1,28,36,61,9,4,3,19.79,79.17,0.04,96,19,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Connplex Cinemas Ltd.,Connplex Cinemas Limited,match
INE10VS01016,Sawaliya Foods Products Ltd.,SME,boom,equity,SAWALIYA,,SAWALIYA.NS,,2025-08-07,2025-08-11,2025-08-14,120.00,35,34.83,29,4,11.4,0,0,0,0,25.0,96,67.78,9.84,Unistone Capital,Alacrity Securities Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,228.00,chittorgarh,239.40,chittorgarh,216.60,chittorgarh,239.40,chittorgarh,"Funding capital expenditure requirements towards (i) purchase of new machinery and upgradation of existing machinery installed; and (ii) setting up of on-grid rooftop solar PV system of a capacity of 149.04KWp at the existing manufacturing unit | Funding of working capital requirements | Repayment and/or pre-payment, in part or full, of certain borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,104.63,103.39,103.31,311.33,114,True,2400,288000,12.6,7,34,9.5,15,23,34,2,6,12,1,3,7,0.8,4.2,9.5,3,6,13,8,6,12,20,25,46,0,1,-4,20.59,53.85,0.92,34,7,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Sawaliya Foods Products Ltd.,Sawaliya Food Products Limited,match
INE0ZRC01017,Bhadora Industries Ltd.,SME,boom,equity,BHADORA,,BHADORA.NS,,2025-08-04,2025-08-06,2025-08-11,103.00,56,55.62,53,3.00,5.4,0,0,0,0,0.97,95.24,65.59,15.77,Unistone Capital,NNM Securities Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,101.00,chittorgarh,106.05,chittorgarh,101.00,chittorgarh,105.95,chittorgarh,"Part finance the cost of establishing new manufacturing facility to expand our production capabilities of cables at Plot Nos. 188/1, Village Panwa Tehsil Kasrawad, District Khargone, Madhya Pradesh, India (“Proposed new facility”) | Funding working capital requirements of the Company | General Corporate Purposes",chittorgarh,chittorgarh,7.17,13.09,18.10,38.35,97,True,2400,247200,12.6,11,110,8.2,18,81,110,1,9,18,0,5,11,0.1,3.8,8.2,5,10,21,4,1,5,20,26,49,1,3,2,10.00,52.38,0.24,110,11,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Bhadora Industries Ltd.,Bhadora Industries Limited,match
INE1H7V01011,Parth Electricals & Engineering Ltd.,SME,boom,equity,PARTH,,PARTH.NS,,2025-08-04,2025-08-06,2025-08-11,170.00,50,49.67,47,3.00,6.0,,,,,3.53,,,13.80,Horizon Management,Shreni Shares Ltd.,2025,Industrials,Capital Goods,Other Electrical Equipment,597.0,small,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,174.00,chittorgarh,182.70,chittorgarh,169.00,chittorgarh,182.70,chittorgarh,Establishing GIS manufacturing facility in Gujarat | Establishing manufacturing facility in Odisha | Repayment of Short Term Borrowings | General corporate purposes,chittorgarh,chittorgarh,,,,,,,,,,,,,66.0,87.0,175.0,4.0,9.0,18.0,2.0,5.0,10.0,,,,9.95,14.0,41.0,8.0,16.0,33.0,51.0,67.0,107.0,3.0,8.0,0.0,5.71,24.39,0.8,175.0,10.0,Mar 2025,3,,screener,investorgain,,isin_authoritative,ISIN→symbol from official NSE list,match,,Parth Electricals & Engineering Ltd.,Parth Electricals & Engineering Limited,match
INE1M3T01017,Jyoti Global Plast Ltd.,SME,boom,equity,JYOTIGLOBL,,JYOTIGLOBL.NS,,2025-08-04,2025-08-06,2025-08-11,66.00,35,35.44,27,7,20.0,0,0,0,0,15.15,100,72.91,10.06,Unistone Capital,LFC Securities Pvt.Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,chittorgarh,65.90,chittorgarh,67.00,chittorgarh,62.60,chittorgarh,65.80,chittorgarh,"Part finance the cost of establishing new manufacturing facility to expand the production capabilities at Plot No. D-61/2, MIDC, Mahad, District Raigad-402309, Maharashtra, India (“Proposed new facility”) | Funding capital expenditure requirements of the Company towards set up of Solar Power Plant | Repayment and/or pre-payment, in part or full, of certain borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,12.54,76.11,112.68,201.33,62,True,4000,264000,16.9,6,93,3.9,89,87,93,6,9,12,2,4,6,1.5,2.3,3.9,12,15,21,3,4,2,44,52,57,-2,6,8,6.45,28.57,0.10,93,6,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Jyoti Global Plast Ltd.,Jyoti Global Plast Limited,match
INE124401014,Aaradhya Disposal Industries Ltd.,SME,boom,equity,AARADHYA,,AARADHYA.NS,,2025-08-04,2025-08-06,2025-08-11,116.00,45,45.10,43,2.00,4.4,0,0,0,0,,97.36,70.58,,Khambatta Securities,Prabhat Financial Services Ltd.,2025,,,,,,Bookbuilding,NSE SME,chittorgarh,chittorgarh,chittorgarh,chittorgarh,,111.00,chittorgarh,116.55,chittorgarh,110.45,chittorgarh,116.55,chittorgarh,Working Capital Requirement | To fund the expansion plan of the Company i.e. Capital expenditure towards purchase of Plant and Machinery and Civil Work | Prepayment of term loans to banks | General Corporate Purpose,chittorgarh,chittorgarh,5.37,27.71,29.84,62.93,110,True,2400,278400,11.5,10,114,10.1,84,74,114,6,9,20,2,4,10,2.1,4,10,13,17,29,16,14,12,62,71,83,2,3,5,8.77,34.48,0.41,114,10,Mar 2025,3,sharescart,sharescart,,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Aaradhya Disposal Industries Ltd.,Aaradhya Disposal Industries Limited,match
