isin,company_name,type,cohort,instrument_type,nse_symbol,bse_script_code,ticker_ns,ticker_bo,open_date,close_date,listing_date,issue_price,issue_size_cr,issue_amount_cr,fresh_issue_cr,ofs_cr,ofs_pct,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,anchor_allocation_cr,lead_manager,market_maker,year,broad_sector,sector,industry,market_cap_cr,market_cap_class,pricing_method,listing_at,market_maker_src,fresh_issue_cr_src,ofs_cr_src,ofs_pct_src,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr_src,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src,confidence,confidence_reason,isin_xchg_check,ticker_needs_review,name_at_ipo,official_isin_name,name_isin_check
INE04VU01023,Seshaasai Technologies Ltd.,MB,boom,equity,STYL,544533,STYL.NS,544533.BO,2025-09-23,2025-09-25,2025-09-30,423.00,813,813.28,480,333,41.0,189.6,49.9,9.2,68.1,24.59,95,81.8,243.32,IIFL Capital,,2025,Financial Services,Financial Services,Financial Technology (Fintech),4242.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,436.00,chittorgarh,436.95,chittorgarh,405.80,chittorgarh,411.50,chittorgarh,"Funding capital expenditure for the expansion of existing manufacturing units | Repayment and / or prepayyment, in part or in full, of certain outstanding borrowings of the Compan | General corporate purposes",chittorgarh,chittorgarh,30717.76,6256.11,2682.09,39677.00,402,True,35,14805,28,222,1463,15.1,,1558.0,1463.0,,292.0,361.0,,169.0,222.0,,114.68,15.06,,434.0,639.0,,350.0,379.0,,958.0,1160.0,,200.0,168.0,15.17,34.74,0.59,1463.0,222.0,Mar 2025,2,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Seshaasai Technologies Ltd.,Seshaasai Technologies Limited,match
INE00YJ01010,Jaro Institute of Technology Management & Research Ltd.,MB,boom,equity,JARO,544534,JARO.NS,544534.BO,2025-09-23,2025-09-25,2025-09-30,890.00,450,450.00,170,280,62.2,35.4,35.5,8.7,22.1,4.83,78.28,57.33,135.00,Nuvama Wealth Management,,2025,Consumer Discretionary,Consumer Services,E-Learning,1266.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,890.00,chittorgarh,890.00,chittorgarh,718.00,chittorgarh,745.05,chittorgarh,"Marketing, brand building and advertising activities | Prepayment or scheduled re-payment of a portion of certain outstanding borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,3347.32,2519.26,1443.11,7309.69,846,True,16,14240,34.9,52,252,25.5,122,199,252,26,66,85,12,41,52,5.8,20.3,25.5,75,117,172,3,1,0,166,220,284,3,-17,-23,20.63,30.23,0.00,252,52,Mar 2025,3,sharescart,sharescart,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Jaro Institute of Technology Management & Research Ltd.,Jaro Institute of Technology Management and Research Limited,match
INE0TY101024,Solarworld Energy Solutions Ltd.,MB,boom,equity,SOLARWORLD,544532,SOLARWORLD.NS,544532.BO,2025-09-23,2025-09-25,2025-09-30,351.00,490,490.00,440,50,10.2,70.4,64.7,49.2,65,11.4,78.7,65.67,220.50,Nuvama Wealth Management,,2025,Industrials,Construction,Civil Construction,1818.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,389.00,chittorgarh,389.00,chittorgarh,320.50,chittorgarh,323.20,chittorgarh,"Investment in the Subsidiary, KSPL for partfinancing the establishment of the Pandhurana Project | General corporate purposes | Total",chittorgarh,chittorgarh,10912.77,5014.55,2538.65,18465.97,333,True,42,14742,32.8,77,545,10.7,232.0,501.0,545.0,21.0,69.0,107.0,15.0,52.0,77.0,463.75,1615.31,10.39,22.32,73.32,309.0,65.0,61.0,115.0,120.0,155.0,598.0,-7.0,7.0,54.0,14.13,24.92,0.37,545.0,77.0,Mar 2025,3,sharescart,screener,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Solarworld Energy Solutions Ltd.,Solarworld Energy Solutions Limited,match
INE0Z4F01028,Atlanta Electricals Ltd.,MB,boom,equity,ATLANTAELE,544527,ATLANTAELE.NS,544527.BO,2025-09-22,2025-09-24,2025-09-29,754.00,688,687.85,401,287,41.7,194.9,54.2,10.4,70.6,16.71,94.36,87.27,204.70,Motilal Oswal Investment,,2025,Industrials,Capital Goods,Heavy Electrical Equipment,15163.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,858.10,chittorgarh,863.70,chittorgarh,806.00,chittorgarh,823.35,chittorgarh,"Repayment/ prepayment, in full or in part, of certain outstanding borrowings availed by the Company | Funding working capital requirements of the Company | General corporate purposes",chittorgarh,chittorgarh,26530.14,5708.98,2560.56,34818.80,718,True,19,14326,45.4,119,1244,16.6,874.0,868.0,1244.0,140.0,119.0,194.0,87.0,64.0,119.0,61.1,44.37,16.57,165.0,228.0,350.0,74.0,49.0,146.0,561.0,559.0,866.0,52.0,88.0,84.0,9.57,34.0,0.42,1244.0,119.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Atlanta Electricals Ltd.,Atlanta Electricals Limited,match
INE652V01016,Ganesh Consumer Products Ltd.,MB,boom,equity,GANESHCP,544528,GANESHCP.NS,544528.BO,2025-09-22,2025-09-24,2025-09-29,322.00,409,408.80,130,279,68.2,4.2,4.3,1.1,2.7,2.8,75.28,64.08,122.34,Dam Capital,,2025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Packaged Foods,794.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,295.00,chittorgarh,308.90,chittorgarh,291.50,chittorgarh,293.95,chittorgarh,"Prepayment and/or repayment of all or a portion of certain outstanding borrowings availed by the Company | Funding capital expenditure for the setting up of a roasted gram flour and gram flour manufacturing unit in Darjeeling, West Bengal; and | General corporate purposes",chittorgarh,chittorgarh,328.08,269.70,166.31,766.46,306,True,46,14812,33.2,35,850,9.7,611.0,759.0,850.0,56.0,64.0,73.0,27.0,27.0,35.0,7.45,7.42,9.74,204.0,221.0,226.0,105.0,52.0,72.0,343.0,309.0,342.0,-13.0,88.0,46.0,4.12,15.49,0.32,850.0,35.0,Mar 2025,3,sharescart,screener,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Ganesh Consumer Products Ltd.,Ganesh Consumer Products Limited,match
INE1AG301022,GK Energy Ltd.,MB,boom,equity,GKENERGY,544525,GKENERGY.NS,544525.BO,2025-09-19,2025-09-23,2025-09-26,153.00,464,464.26,400,64,13.8,186.3,122.7,20.8,89.6,30.07,99.34,79.2,139.28,IIFL Capital,,2025,Industrials,Construction,Civil Construction,2522.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,165.00,chittorgarh,175.95,chittorgarh,165.00,chittorgarh,167.75,chittorgarh,Funding our long term working capital requirements | General corporate purposes,chittorgarh,chittorgarh,17921.25,8952.71,3539.06,30413.02,145,True,98,14994,19.4,133,1095,7.9,,411.0,1095.0,,54.0,200.0,,36.0,133.0,,277.62,7.83,,56.0,209.0,,62.0,218.0,,214.0,584.0,,-5.0,-99.0,12.15,63.64,1.04,1095.0,133.0,Mar 2025,2,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,GK Energy Ltd.,GK Energy Limited,match
INE13B501022,Saatvik Green Energy Ltd.,MB,boom,equity,SAATVIKGL,544526,SAATVIKGL.NS,544526.BO,2025-09-19,2025-09-23,2025-09-26,465.00,900,900.20,700,200,22.2,10.8,10,2.7,6.6,5.59,90.05,75.99,269.40,Dam Capital,,2025,Industrials,Capital Goods,Other Electrical Equipment,5606.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,460.00,chittorgarh,464.35,chittorgarh,427.10,chittorgarh,439.70,chittorgarh,"Prepayment or scheduled re-payment, in full or in part, of all or a portion of certain outstanding borrowings availed by the Company | Investment in the wholly owned Subsidiary, Saatvik Solar Industries Private Limited, in the form of debt or equity for repayment/prepayment of borrowings, in full or in part, of all or a portion of certain outstanding borrowings availed by such Subsidiary | Investment in the wholly owned Subsidiary, Saatvik Solar Industries Private Limited, for setting up of a 4 GW solar PV module manufacturing facility at National Highway – 16, Chamakhandi, Gopalpur Industrial Park, Gopalpur, Ganjam – 761 020, Odisha. (“Project Site”) | General corporate purposes",chittorgarh,chittorgarh,2047.30,1423.03,879.42,4362.10,442,True,32,14880,24.3,214,2158,19.1,609.0,1088.0,2158.0,15.0,148.0,322.0,5.0,100.0,214.0,14.05,297.1,19.11,20.0,120.0,337.0,153.0,280.0,503.0,263.0,688.0,1636.0,5.0,44.0,43.0,9.92,63.5,1.49,2158.0,214.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Saatvik Green Energy Ltd.,Saatvik Green Energy Limited,match
INE056801025,Ivalue Infosolutions Ltd.,MB,boom,equity,IVALUE,544523,IVALUE.NS,544523.BO,2025-09-18,2025-09-22,2025-09-25,299.00,560,560.29,,560,100.0,3.2,1.3,1.3,1.8,7.02,39.04,32.73,168.09,IIFL Capital,,2025,Information Technology,Information Technology,IT Enabled Services,1331.0,small,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,285.00,chittorgarh,298.00,chittorgarh,274.05,chittorgarh,281.75,chittorgarh,,,chittorgarh,355.88,106.22,250.29,712.38,284,True,50,14950,18.7,85,923,16,797.0,780.0,923.0,84.0,101.0,115.0,60.0,71.0,85.0,142.47,168.69,20.32,299.0,370.0,462.0,81.0,78.0,71.0,1080.0,1004.0,1163.0,-23.0,66.0,46.0,9.21,18.4,0.15,923.0,85.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Ivalue Infosolutions Ltd.,Ivalue Infosolutions Limited,match
INE0SJA01013,VMS TMT Ltd.,MB,boom,equity,VMSTMT,544521,VMSTMT.NS,544521.BO,2025-09-17,2025-09-19,2025-09-24,99.00,149,148.50,149,0.00,0.0,120.8,227.1,47.9,102.3,10.1,96.28,67.18,26.73,Arihant Capital,,2025,Industrials,Capital Goods,Iron & Steel Products,242.0,micro,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,105.00,chittorgarh,105.00,chittorgarh,99.75,chittorgarh,99.75,chittorgarh,"Repayment/ prepayment, in full or part, of all or a portion of certain borrowings availed by the Company | General corporate purposes",chittorgarh,chittorgarh,2152.70,6744.68,3555.22,12452.61,94,True,150,14850,23,15,770,4.3,882.0,873.0,770.0,22.0,41.0,47.0,4.0,13.0,15.0,3.33,10.1,4.26,,,,,,,,,,-11.0,37.0,-18.0,1.95,20.55,1.71,770.0,15.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,VMS TMT Ltd.,VMS TMT Limited,match
INE198501012,Euro Pratik Sales Ltd.,MB,boom,equity,EUROPRATIK,544519,EUROPRATIK.NS,544519.BO,2025-09-16,2025-09-18,2025-09-23,247.00,451,451.31,,451,100.0,1,1.9,1.2,1.3,2.43,87.97,70.09,134.97,Axis Capital,,2025,Consumer Discretionary,Consumer Durables,"Furniture, Home Furnishing",2616.0,mid,Bookbuilding,"BSE, NSE",,,chittorgarh,chittorgarh,chittorgarh,273.45,chittorgarh,279.55,chittorgarh,247.00,chittorgarh,248.25,chittorgarh,,,chittorgarh,98.86,136.21,202.94,444.06,235,True,60,14820,32.9,76,284,7.5,,221.0,284.0,,81.0,101.0,,63.0,76.0,,317.25,7.51,,156.0,234.0,,13.0,19.0,,174.0,274.0,,75.0,-31.0,26.76,32.48,0.08,284.0,76.0,Mar 2025,2,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Euro Pratik Sales Ltd.,Euro Pratik Sales Limited,match
INE1B3L01017,Shringar House of Mangalsutra Ltd.,MB,boom,equity,SHRINGARMS,544512,SHRINGARMS.NS,544512.BO,2025-09-10,2025-09-12,2025-09-17,165.00,401,400.95,401,0.00,0.0,101.4,82.6,27.2,60.3,15.76,99.99,74.8,120.19,Choice Capital,,2025,Consumer Discretionary,Consumer Durables,"Gems, Jewellery And Watches",2026.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,187.70,chittorgarh,191.00,chittorgarh,182.45,chittorgarh,184.85,chittorgarh,Funding Working Capital requirements of the Company | General Corporate purposes,chittorgarh,chittorgarh,8125.35,4962.76,3816.42,16927.61,155,True,90,14850,19.2,61,1430,8.6,950.0,1102.0,1430.0,38.0,50.0,92.0,23.0,31.0,61.0,26.35,35.09,8.47,106.0,137.0,201.0,93.0,110.0,123.0,212.0,265.0,376.0,13.0,-14.0,-7.0,4.27,30.35,0.61,1430.0,61.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Shringar House of Mangalsutra Ltd.,Shringar House of Mangalsutra Limited,match
INE0VOV01021,Dev Accelerator Ltd.,MB,boom,equity,DEVX,544513,DEVX.NS,544513.BO,2025-09-10,2025-09-12,2025-09-17,61.00,143,143.35,143,0.00,0.0,20.3,88,164.7,64,14.75,49.8,36.81,63.15,Pantomath Capital,,2025,Services,Services,Diversified Commercial Services,342.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,61.30,chittorgarh,64.36,chittorgarh,59.00,chittorgarh,64.36,chittorgarh,"Capital expenditure for fit-outs in the new Centres and for security deposits of the new Centres. | Repayment and/or pre-payment, in full or part, of certain borrowings availed by our Company including redemption of NCDs | General corporate purposes",chittorgarh,chittorgarh,854.82,1851.83,2311.61,5130.22,56,True,235,14335,203.3,2,159,0.3,70.0,108.0,159.0,30.0,65.0,80.0,-13.0,0.0,2.0,-10516.39,316.18,0.26,-1.99,25.01,51.0,239.0,328.0,389.0,282.0,411.0,540.0,26.0,8.0,94.0,1.26,3.92,7.63,159.0,2.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Dev Accelerator Ltd.,Dev Accelerator Limited,match
INE0CAZ01013,Urban Co.Ltd.,MB,boom,equity,URBANCO,544515,URBANCO.NS,544515.BO,2025-09-10,2025-09-12,2025-09-17,103.00,1900,1900.24,472,1428,75.2,140.2,74,39.2,103.6,19.42,19.95,20.43,853.87,Kotak Mahindra Capital,,2025,Consumer Discretionary,Consumer Services,E-Retail/ E-Commerce,18511.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,161.00,chittorgarh,179.00,chittorgarh,161.00,chittorgarh,167.05,chittorgarh,Expenditure for new technology development and cloud infrastructure | Expenditure for lease payments for the offices | Expenditure towards marketing activities | General corporate purposes,chittorgarh,chittorgarh,83881.66,22148.44,7827.54,113964.08,98,True,145,14935,60.6,240,1144,1.7,637.0,828.0,1144.0,-364.0,-146.0,-40.0,-312.0,-93.0,240.0,-16890.81,-5009.18,4.9,1339.02,1292.02,1795.0,102.0,104.0,120.0,1636.0,1645.0,2210.0,-238.0,-86.0,55.0,20.98,13.37,0.07,1144.0,240.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Urban Co.Ltd.,Urban Company Limited,match
INE084K01015,Amanta Healthcare Ltd.,MB,boom,equity,AMANTA,544502,AMANTA.NS,544502.BO,2025-09-01,2025-09-03,2025-09-09,126.00,126,126.00,126,0.00,0.0,35.9,209.4,55,82.6,16.67,61.53,,37.80,Beeline Capital,,2025,Healthcare,Healthcare,Pharmaceuticals,487.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,134.00,chittorgarh,140.65,chittorgarh,132.00,chittorgarh,140.65,chittorgarh,"Funding capital expenditure requirements for civil construction work and towards purchase of equipment, plant and machinery for setting up new manufacturing line of SteriPort at Hariyala, Kheda, Gujarat | Funding capital expenditure requirements towards civil construction work, purchase of equipment, plant and machinery for setting up new manufacturing line for SVP at Hariyala, Kheda, Gujarat | General corporate purposes",chittorgarh,chittorgarh,903.70,3958.11,2424.53,7286.34,120,True,119,14994,34.1,11,275,3.7,259.0,280.0,275.0,53.0,58.0,60.0,-2.0,4.0,10.0,-0.79,1.35,3.64,63.0,66.0,97.0,216.0,211.0,204.0,374.0,352.0,382.0,43.0,58.0,47.0,3.64,10.31,2.1,275.0,10.0,Mar 2025,3,sharescart,screener,ipowatch,,isin_authoritative,ISIN→symbol from official NSE list,match,,Amanta Healthcare Ltd.,Amanta Healthcare Limited,match
INE0Y8W01025,Anlon Healthcare Ltd.,MB,boom,equity,AHCL,544497,AHCL.NS,544497.BO,2025-08-26,2025-08-29,2025-09-03,91.00,121,121.03,121,0.00,0.0,1.1,10.6,47.3,7.1,6.59,70.26,52.68,,Interactive Financial,,2025,Healthcare,Healthcare,Pharmaceuticals,736.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,,91.00,chittorgarh,92.00,chittorgarh,89.00,chittorgarh,91.66,chittorgarh,Funding  capital  expenditure  requirements  for Proposed Expansion | Full  or  part  repayment and/or  prepayment  of certain outstanding secured borrowingssecured borrowing (term loan)availed by the Company | Funding the working capital requirements of the Company | General corporate purposes | Total,chittorgarh,chittorgarh,97.27,192.57,572.50,862.34,86,True,164,14924,14.2,21,120,6.4,,,120.0,,,32.0,,,21.0,,,0.51,,,81.0,,,67.0,,,181.0,,,,17.5,25.93,0.83,120.0,21.0,Mar 2025,1,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Anlon Healthcare Ltd.,Anlon Healthcare Limited,match
INE01R501028,Vikran Engineering Ltd.,MB,boom,equity,VIKRAN,544496,VIKRAN.NS,544496.BO,2025-08-26,2025-08-29,2025-09-03,97.00,772,772.00,721,51,6.6,0,0,0,0,14.43,86.18,62.91,231.60,Pantomath Capital,,2025,Industrials,Construction,Civil Construction,1830.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,99.70,chittorgarh,101.73,chittorgarh,93.26,chittorgarh,95.64,chittorgarh,Funding working capital requirements of the Company. | General corporate purposes.,chittorgarh,chittorgarh,821.77,1824.47,2033.21,4679.45,70,True,3200,240000,9.9,9,94,7.6,,,916.0,,,160.0,,,78.0,,,4.24,,,468.0,,,274.0,,,1355.0,,,-129.0,8.52,16.67,0.59,916.0,78.0,Mar 2025,1,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Vikran Engineering Ltd.,Vikran Engineering Limited,match
INE0PKD01011,Mangal Electrical Industries Ltd.,MB,boom,equity,MEIL,544492,MEIL.NS,544492.BO,2025-08-20,2025-08-22,2025-08-28,561.00,400,400.00,400,0.00,0.0,10.5,18.8,4.8,9.5,0.53,100,74.19,120.00,Systematix Corporate,,2025,Industrials,Capital Goods,Other Electrical Equipment,886.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,558.00,chittorgarh,565.00,chittorgarh,527.30,chittorgarh,533.95,chittorgarh,"Repayment/ prepayment, in full or in part, of certain outstanding borrowings availed by the Company | Capital expenditure including civil works of the Company for expanding the facility at Unit IV situated at Reengus Sikar District, Rajasthan | Funding working capital requirements of the Company | General corporate purposes",chittorgarh,chittorgarh,887.60,1186.66,712.49,2786.75,533,True,26,14586,24.3,47,549,23.1,354.0,449.0,549.0,44.0,43.0,82.0,25.0,21.0,47.0,17.06,14.45,23.08,93.0,114.0,162.0,97.0,92.0,149.0,221.0,247.0,366.0,27.0,37.0,-30.0,8.56,29.01,0.92,549.0,47.0,Mar 2025,3,sharescart,screener,investorgain,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Mangal Electrical Industries Ltd.,Mangal Electrical Industries Limited,match
INE1B6101010,Shreeji Shipping Global Ltd.,MB,boom,equity,SHREEJISPG,544490,SHREEJISPG.NS,544490.BO,2025-08-19,2025-08-21,2025-08-26,252.00,411,410.71,411,0.00,0.0,110.4,72.7,21.9,58.1,3.97,93,89.99,123.21,Beeline Capital,,2025,Services,Services,Shipping,7538.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,271.85,chittorgarh,275.00,chittorgarh,252.25,chittorgarh,254.60,chittorgarh,"Acquisition of Dry Bulk Carriers in Supramax category in the secondary marketAcquisition of Dry Bulk Carriers in Supramax category in the secondary market | Pre-payment/ re-payment, in part or full, of certain outstanding borrowings availed by the Company | General Corporate Purposes",chittorgarh,chittorgarh,9069.68,4479.03,3153.88,16702.59,240,True,58,14616,25.7,141,608,9.8,827.0,731.0,608.0,189.0,193.0,199.0,119.0,125.0,141.0,,,9.63,256.1,315.1,344.0,175.0,159.0,256.0,629.0,611.0,759.0,158.0,159.0,139.0,23.19,40.99,0.74,608.0,141.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Shreeji Shipping Global Ltd.,Shreeji Shipping Global Limited,match
INE06XZ01023,Gem Aromatics Ltd.,MB,boom,equity,GEMAROMA,544491,GEMAROMA.NS,544491.BO,2025-08-19,2025-08-21,2025-08-26,325.00,451,451.25,175,276,61.2,55.3,45.1,10.3,30.3,7.69,75,55.06,135.37,Motilal Oswal Investment,,2025,Commodities,Chemicals,Specialty Chemicals,775.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,325.00,chittorgarh,349.00,chittorgarh,315.00,chittorgarh,319.10,chittorgarh,"Prepayment and/or repayment, in full or in part, of all or a portion of certain outstanding borrowings availed by our Company and our Subsidiary, Krystal Ingredients Private Limited; and | General Corporate Purposes",chittorgarh,chittorgarh,4851.94,3111.23,1660.57,9623.74,309,True,46,14950,28.5,53,504,11.4,425.0,452.0,504.0,66.0,78.0,88.0,45.0,50.0,53.0,250.27,10.69,11.39,180.0,230.0,284.0,90.0,112.0,225.0,296.0,369.0,535.0,15.0,40.0,-25.0,10.52,18.66,0.79,504.0,53.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Gem Aromatics Ltd.,Gem Aromatics Limited,match
INE078V01014,Vikram Solar Ltd.,MB,boom,equity,VIKRAMSOLR,544488,VIKRAMSOLR.NS,544488.BO,2025-08-19,2025-08-21,2025-08-26,332.00,2079,2079.37,1500,579,27.8,142.8,50.9,7.7,54.6,21.69,77.64,63.11,620.81,JM Financial,,2025,Industrials,Capital Goods,Other Electrical Equipment,7218.0,mid,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,340.00,chittorgarh,381.70,chittorgarh,334.05,chittorgarh,356.45,chittorgarh,Partial funding of capital expenditure for the Phase-I Project. | Funding of capital expenditure for the Phase-II Project | General Corporate Purposes,chittorgarh,chittorgarh,60052.72,16413.46,5757.64,82274.84,315,True,45,14940,72.2,140,3423,4.6,2073.0,2511.0,3423.0,187.0,399.0,492.0,14.0,80.0,140.0,0.56,3.08,4.42,365.0,446.0,1242.0,738.0,854.0,272.0,2476.0,2585.0,2832.0,195.0,152.0,299.0,4.09,11.27,0.22,3423.0,140.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Vikram Solar Ltd.,Vikram Solar Limited,match
INE0R8B01010,Patel Retail Ltd.,MB,boom,equity,PATELRMART,544487,PATELRMART.NS,544487.BO,2025-08-19,2025-08-21,2025-08-26,255.00,243,242.66,217,26,10.7,272.4,108.2,42.5,95.7,10.98,97.99,70,43.46,Fedex Securities,,2025,Consumer Discretionary,Consumer Services,Diversified Retail,607.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,305.00,chittorgarh,305.00,chittorgarh,289.75,chittorgarh,289.75,chittorgarh,"Repayment/prepayment, in full or part, of certain borrowings availed of by the Company. | Funding of working capital requirements of the Company. | General corporate purposes. | Total",chittorgarh,chittorgarh,7893.84,6529.97,4616.93,19073.73,237,True,58,14790,24.8,25,821,10.3,1019.0,814.0,821.0,43.0,54.0,58.0,16.0,23.0,25.0,42.99,9.24,10.16,72.0,94.0,135.0,184.0,188.0,183.0,303.0,333.0,383.0,-6.0,25.0,28.0,3.05,18.52,1.36,821.0,25.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Patel Retail Ltd.,Patel Retail Limited,match
INE0MHO01029,Regaal Resources Ltd.,MB,boom,equity,REGAAL,544485,REGAAL.NS,544485.BO,2025-08-12,2025-08-14,2025-08-20,102.00,306,306.00,210,96,31.4,191,356.7,57.7,159.9,18.63,99.56,70.45,91.80,Pantomath Capital,,2025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Other Agricultural Products,886.0,small,Bookbuilding,"BSE, NSE",,chittorgarh,chittorgarh,chittorgarh,chittorgarh,141.80,chittorgarh,145.70,chittorgarh,130.25,chittorgarh,131.65,chittorgarh,"Repayment and/ or pre-payment, in full or in part, of the certain outstanding borrowings availed by the Company | General Corporate Purposes",chittorgarh,chittorgarh,11687.06,16373.49,6184.68,34245.22,96,True,144,14688,16.7,48,915,6.1,488.0,600.0,915.0,41.0,56.0,113.0,17.0,22.0,48.0,17.49,23.1,5.8,113.0,135.0,243.0,198.0,362.0,512.0,372.0,586.0,860.0,35.0,-23.0,-11.0,5.25,19.75,2.11,915.0,48.0,Mar 2025,3,sharescart,screener,ipowatch,sharescart,isin_authoritative,ISIN→symbol from official NSE list,match,,Regaal Resources Ltd.,Regaal Resources Limited,match
