isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0X3M01010,Blue Water Logistics Ltd.,SME,BLUEWATER,,2025-05-27,2025-05-29,2025-06-03,135.00,40.50,Bookbuilding,NSE SME,Smart Horizon Capital,2025,Shreni Shares Ltd.,chittorgarh,38,chittorgarh,3.00,chittorgarh,7.3,chittorgarh,11.27,chittorgarh,141.00,chittorgarh,148.05,chittorgarh,135.20,chittorgarh,148.05,chittorgarh,Funding of capital expenditure requirements by purchase of Vehicles and its body building | Funding working capital requirements of the Company | General Corporate Purposes | Total,chittorgarh,41,chittorgarh,14,9.9,6.6,9.4,284.31,59.96,92.85,379.08,5.93,89.45,65.59,132,True,1000,135000,10.2,11,196,13.3,98,139,196,4,11,19,2,6,11,1.9,7.4,13.3,4,9,20,6,6,14,29,42,76,3,4,-11,5.61,55.00,0.70,196,11,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0TG901011,Astonea Labs Ltd.,SME,,544409,2025-05-27,2025-05-29,2025-06-03,135.00,37.67,Bookbuilding,BSE SME,Oneview Corporate,2025,Basan Equity Broking Ltd.,chittorgarh,36,chittorgarh,2.00,chittorgarh,5.3,chittorgarh,10.67,chittorgarh,137.45,chittorgarh,140.00,chittorgarh,135.00,chittorgarh,135.65,chittorgarh,"Funding of expenses proposed to be incurred towards registration in Bolivia, South America | Purchase and installation of plant and machineries for ointment production for the purpose of export in accordance with the international standards and protocols, on the 2nd floor of the Existing Premises | Advertising, marketing and brand building | Investment in procuring hardware and software | Funding of working capital requirements | General corporate purposes",chittorgarh,38,chittorgarh,0.7,5.6,1.7,1.8,13.18,31.64,22.28,67.42,,64.03,51.38,128,True,1000,135000,19.6,5,98,6.9,67,80,98,7,12,15,1,4,5,0.9,5.4,6.9,8,12,18,19,20,22,64,81,104,-1,8,9,5.10,27.78,1.22,98,5,Mar 2025,3,sharescart,sharescart,,sharescart
INE0FLF01015,Nikita Papers Ltd.,SME,NIKITA,,2025-05-27,2025-05-29,2025-06-03,104.00,67.54,Bookbuilding,NSE SME,Novus Capital,2025,Rikhav Securities Ltd.,chittorgarh,64,chittorgarh,4.00,chittorgarh,5.9,chittorgarh,9.04,chittorgarh,90.00,chittorgarh,92.50,chittorgarh,85.50,chittorgarh,90.45,chittorgarh,Capital Expenditure towards setting up of Power Plant | Working Capital Requirement | General Corporate Purposes,chittorgarh,68,chittorgarh,0.7,2.1,1.8,1.4,24.99,21.38,43.50,96.58,4.81,80.38,59.22,95,True,1200,124800,8.2,23,364,12.7,398,339,364,28,48,60,5,21,23,3.3,11.4,12.7,55,81,104,69,48,77,257,304,383,10,-12,-20,6.32,22.12,0.74,364,23,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE1ABX01018,Unified Data-Tech Solutions Ltd.,SME,,544406,2025-05-22,2025-05-26,2025-05-29,273.00,144.47,Bookbuilding,BSE SME,Hem Securities,2025,Hem Finlease Pvt.Ltd.,chittorgarh,,,137,chittorgarh,95.1,chittorgarh,41.14,chittorgarh,285.00,chittorgarh,299.25,chittorgarh,272.50,chittorgarh,299.25,chittorgarh,,,144,chittorgarh,83.2,212.4,43.6,91.1,6011.46,4603.52,2205.65,13164.25,19.05,100,29.6,260,True,400,109200,16.1,34,220,17,110,260,220,15,34,45,10,25,34,5.2,12.5,17,39,64,98,0,0,0,64,78,146,23,10,49,15.45,34.69,0.00,220,34,Mar 2025,3,sharescart,sharescart,investorgain,sharescart
INE04Q901010,Dar Credit & Capital Ltd.,SME,DCCL,,2025-05-21,2025-05-23,2025-05-28,60.00,25.66,Bookbuilding,NSE SME,GYR Capital,2025,SMC Global Securities Ltd.,chittorgarh,24,chittorgarh,2.00,chittorgarh,7.7,chittorgarh,7.30,chittorgarh,65.15,chittorgarh,66.00,chittorgarh,61.90,chittorgarh,63.95,chittorgarh,Augment the capital base of the Company | General Corporate Purposes,chittorgarh,26,chittorgarh,31.3,208.5,104.9,106.1,401.39,802.20,941.78,2721.85,16.67,100,,57,True,2000,120000,8.6,7,40,7,25,32,40,16,23,30,3,4,7,2.7,3.7,7,62,67,74,72,63,46,187,237,222,-4,-21,27,17.50,9.46,0.62,40,7,Mar 2025,3,sharescart,sharescart,investorgain,
INE0T8T01010,Accretion Pharmaceuticals Ltd.,SME,ACCPL,,2025-05-14,2025-05-16,2025-05-21,101.00,29.75,Bookbuilding,NSE SME,Jawa Capital,2025,Gretex Share Broking Pvt.Ltd.,chittorgarh,28,chittorgarh,2.00,chittorgarh,6.7,chittorgarh,2.13,chittorgarh,79.00,chittorgarh,82.95,chittorgarh,75.05,chittorgarh,82.95,chittorgarh,"Capital expenditure towards purchase of new equipment/ machineries, etc. | Capital expenditure towards upgradation of existing manufacturing facility | Repayment/prepayme nt of certain borrowings availed by the Company | Funding working capital requirements | General Corporate Purpose",chittorgarh,30,chittorgarh,12.1,4.3,10.5,7.7,180.61,19.10,109.76,228.22,7.92,100,73.48,96,True,1200,121200,11.9,7,57,8.5,,13,57,,3,12,,1,7,,2,8.3,,5,15,,7,1,,27,40,,-12,6,12.28,46.67,0.07,57,7,Mar 2025,2,sharescart,sharescart,ipowatch,sharescart
INE0YSH01017,Integrity Infrabuild Developers Ltd.,SME,INTEGRITY,,2025-05-13,2025-05-15,2025-05-20,100.00,12.00,Fixed Price,NSE SME,Aryaman Financial,2025,Aryaman Capital Markets Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,100.80,chittorgarh,104.85,chittorgarh,100.20,chittorgarh,103.50,chittorgarh,Purchase of machinery and equipment | Funding Working capital requirements | General Corporate Purpose,chittorgarh,12,chittorgarh,0,2.1,2.3,2.2,0.00,12.54,13.56,26.04,,98.9,74.17,100,False,1200,120000,11.1,3,109,9,,,109,,,9,,,3,,,8.9,,,6,,,7,,,43,,,18,2.75,50.00,1.17,109,3,Mar 2025,1,sharescart,sharescart,,sharescart
INE0VRH01015,Virtual Galaxy Infotech Ltd.,SME,VGINFOTECH,,2025-05-09,2025-05-14,2025-05-19,142.00,93.29,Bookbuilding,NSE SME,Smart Horizon Capital,2025,Alacrity Securities Ltd.,chittorgarh,89,chittorgarh,4.00,chittorgarh,4.3,chittorgarh,26.13,chittorgarh,180.00,chittorgarh,189.00,chittorgarh,180.00,chittorgarh,189.00,chittorgarh,"Capital expenditure towards setting up additional development facility in Nagpur, Maharashtra | Repayment/prepayment of certain borrowings availed by the Company | Investment in procuring GPU, server & storage system at Data Centre | Funding of expenditure related to enhancement, maintenance and upgrading existing products through manpower hiring | Funding for business development and marketing activities | General corporate purposes",chittorgarh,93,chittorgarh,129.7,590.3,134,231.5,6051.05,8260.30,4376.47,21592.90,6.34,100,72,135,True,100,14200,8.1,32,120,17.6,58,61,120,13,31,56,2,16,32,1.1,9.9,17.6,25,41,93,31,31,32,87,116,158,8,33,43,26.67,34.41,0.34,120,32,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0MV001018,Manoj Jewellers Ltd.,SME,,544400,2025-05-05,2025-05-07,2025-05-12,54.00,16.20,Fixed Price,BSE SME,Jawa Capital,2025,Shreni Shares Ltd.,chittorgarh,15,chittorgarh,1.00,chittorgarh,6.2,chittorgarh,,,53.95,chittorgarh,53.95,chittorgarh,51.26,chittorgarh,53.77,chittorgarh,Repayment/ prepayment of certain borrowings availed by the Company | General Corporate Purpose,chittorgarh,16,chittorgarh,0,1.3,1,1.1,0.00,10.29,8.18,18.47,,99.99,,54,False,2000,108000,6.8,5,60,8,14,43,60,2,6,8,1,3,5,1,5.4,8,7,10,15,5,13,12,13,26,35,5,-6,-4,8.33,33.33,0.80,60,5,Mar 2025,3,sharescart,sharescart,,
INE0RJ901010,Srigee DLM Ltd.,SME,,544399,2025-05-05,2025-05-07,2025-05-12,99.00,16.98,Bookbuilding,BSE SME,GYR Capital,2025,Globalworth Securities Ltd.,chittorgarh,16,chittorgarh,1.00,chittorgarh,5.9,chittorgarh,4.80,chittorgarh,188.10,chittorgarh,197.50,chittorgarh,188.10,chittorgarh,197.50,chittorgarh,"To meet out the Capital Expenditure: i.To set up a manufacturing facility at Plot No. 15, Ecotech – X, Industrial Area, Greater Noida, Gautam Budh Nagar, Uttar Pradesh | ii. Acquisition of machineries to be installed at proposed manufacturing facility as mentioned in point i. above | General Corporate Purposes",chittorgarh,17,chittorgarh,136.5,1534.7,243.7,490.9,1158.82,3907.98,1448.07,8334.28,8.08,63.44,,94,True,1200,118800,8.4,5,71,11.8,47,54,71,5,5,7,3,3,5,6.9,6.9,11.8,11,14,19,1,0,2,20,25,33,2,1,1,7.04,26.32,0.11,71,5,Mar 2025,3,sharescart,sharescart,ipowatch,
INE0AOG01018,Kenrik Industries Ltd.,SME,,544398,2025-04-29,2025-05-06,2025-05-09,25.00,8.75,Fixed Price,BSE SME,Turnaround Corporate,2025,MNM Stock Broking Pvt.Ltd.,chittorgarh,8,chittorgarh,1.00,chittorgarh,11.1,chittorgarh,,,25.01,chittorgarh,26.26,chittorgarh,25.01,chittorgarh,26.26,chittorgarh,To meet Working Capital Requirements | General Corporate Expenses,chittorgarh,9,chittorgarh,0,0.2,3.8,2,0.00,0.87,16.57,17.49,,94.26,70.69,25,False,6000,150000,22.7,1,75,1.1,52,71,75,1,1,2,0,1,1,0.5,1.2,1.1,12,13,14,0,0,0,16,16,18,0,2,-3,1.33,7.14,0.00,75,1,Mar 2025,3,sharescart,sharescart,,sharescart
INE0TTG01017,Arunaya Organics Ltd.,SME,ARUNAYA,,2025-04-29,2025-05-02,2025-05-07,58.00,33.99,Bookbuilding,NSE SME,Unistone Capital,2025,R.K.Stock Holding Pvt.Ltd.,chittorgarh,29,chittorgarh,3,chittorgarh,8.8,chittorgarh,,,30.10,chittorgarh,31.60,chittorgarh,29.05,chittorgarh,31.60,chittorgarh,"Setting up of a new manufacturing facility located at D-3/26/3, Dahej III, Industrial Estate, Dahej-392 130, Vagra, Bharuch, Gujarat (“Proposed Greenfield Project”); | Funding working capital requirements of the company | General corporate purposes",chittorgarh,34,chittorgarh,1,1.5,4.3,2.5,6.87,20.26,58.87,85.99,13.79,91.72,,55,True,2000,116000,16.6,4,83,3.5,76,62,83,4,8,7,2,4,4,1.5,4,3.4,7,11,17,3,4,6,38,45,61,-4,2,1,4.82,23.53,0.35,83,4,Mar 2025,3,sharescart,sharescart,ipowatch,
INE1AII01014,Iware Supplychain Services Ltd.,SME,IWARE,,2025-04-28,2025-04-30,2025-05-06,95.00,27.13,Fixed Price,NSE SME,GetFive Advisors,2025,SMC Global Securities Ltd.,chittorgarh,26,chittorgarh,1.00,chittorgarh,3.7,chittorgarh,,,85.05,chittorgarh,89.25,chittorgarh,80.80,chittorgarh,80.90,chittorgarh,Capital expenditure requirement for the construction of new industrial shed | Funding Working capital requirements | General Corporate Purpose,chittorgarh,27,chittorgarh,0,2.7,3.3,3,0.00,35.95,44.50,80.31,2.11,100,73.35,95,False,1200,114000,9.3,8,86,10.2,44,59,86,6,11,17,0,4,8,0.5,5.3,10.2,4,8,16,20,14,19,39,47,56,2,10,6,9.30,50.00,1.19,86,8,Mar 2025,3,sharescart,sharescart,investorgain,sharescart
INE0Z7N01017,Tankup Engineers Ltd.,SME,TANKUP,,2025-04-23,2025-04-25,2025-04-30,140.00,19.53,Bookbuilding,NSE SME,Hem Securities,2025,Hem Finlease Pvt.Ltd.,chittorgarh,19,chittorgarh,1.00,chittorgarh,5.0,chittorgarh,5.39,chittorgarh,175.00,chittorgarh,183.75,chittorgarh,175.00,chittorgarh,183.75,chittorgarh,"Repayment in full or in part, of certain of the outstanding borrowings; | Funding to meet working capital requirements | General Corporate Purpose",chittorgarh,20,chittorgarh,43.7,437.6,46.5,124.7,426.24,1282.01,317.92,2434.81,2.86,100,73.65,133,True,1000,140000,31.8,2,20,4.4,12,19,20,1,4,3,1,2,2,2.9,9,3.9,1,4,7,1,1,0,9,10,22,-1,-1,-6,10.00,28.57,0.00,20,2,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE10XX01012,Spinaroo Commercial Ltd.,SME,,544392,2025-03-28,2025-04-03,2025-04-08,51.00,10.17,Fixed Price,BSE SME,Finshore Management,2025,Black Fox Financial Pvt.Ltd.,chittorgarh,10,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,52.85,chittorgarh,55.00,chittorgarh,52.60,chittorgarh,54.44,chittorgarh,Working Capital Requirements | General Corporate Expenses,chittorgarh,10,chittorgarh,0,1.8,1.2,1.5,0.00,9.36,6.10,15.46,,66.67,47.66,51,False,2000,102000,63.8,1,39,0.8,41,39,39,3,3,1,1,1,1,2.8,2.9,0.8,6,7,17,1,1,0,19,21,28,1,1,-6,2.56,14.29,0.14,39,1,Mar 2025,2,sharescart,sharescart,,sharescart
INE12IB01015,Infonative Solutions Ltd.,SME,,544393,2025-03-28,2025-04-03,2025-04-08,79.00,24.71,Bookbuilding,BSE SME,Share India Capital,2025,Share India Securities Ltd.,chittorgarh,23,chittorgarh,2.00,chittorgarh,8.0,chittorgarh,,,63.20,chittorgarh,63.20,chittorgarh,60.04,chittorgarh,60.04,chittorgarh,"To meet the expenses for development of new products, courses and new features in LMS and purchase of laptop | To meet the working capital requirements | General corporate purposes and Unidentified Acquisitions",chittorgarh,25,chittorgarh,18.6,2.2,4.3,4.5,229.44,7.97,36.76,111.94,18.99,63.31,47.37,75,True,1600,126400,11.6,6,22,6.8,21,18,22,2,3,9,1,1,6,1.2,1.7,6.8,9,10,16,0,1,1,13,14,24,0,0,5,27.27,37.50,0.06,22,6,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0KWJ01014,Retaggio Industries Ltd.,SME,,544391,2025-03-27,2025-04-02,2025-04-07,25.00,15.50,Fixed Price,BSE SME,Gretex Corporate,2025,Gretex Share Broking Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,25.10,chittorgarh,25.50,chittorgarh,23.85,chittorgarh,25.20,chittorgarh,Repayment/Prepayment of Certain Debt Facilities | Working Capital Requirements | Total,chittorgarh,15,chittorgarh,0,1.2,2.6,1.9,0.00,8.99,19.91,28.82,,99.99,60.18,25,False,6000,150000,9.6,2,23,2.6,23,23,23,4,5,4,3,3,2,3.3,3.6,2.6,15,19,21,3,1,3,27,33,39,-22,7,1,8.70,9.52,0.14,23,2,Mar 2025,3,sharescart,sharescart,,sharescart
INE0PA401012,Identixweb Ltd.,SME,,544388,2025-03-26,2025-03-28,2025-04-03,54.00,16.63,Bookbuilding,BSE SME,Beeline Capital,2025,Spread X Securities Pvt.Ltd.,chittorgarh,16,chittorgarh,1.00,chittorgarh,5.9,chittorgarh,4.73,chittorgarh,55.00,chittorgarh,57.75,chittorgarh,55.00,chittorgarh,57.75,chittorgarh,Investment in marketing to support organization’s growth plans in India or Outside India | Investment into market research and product development through Talent Hiring for the issuer company | Investment in the Subsidiary for Product Development through Talent Hiring | General Corporate Purposes,chittorgarh,17,chittorgarh,11.2,73.5,14.4,26.2,93.06,183.27,83.71,434.93,14.81,89.34,,51,True,2000,108000,12,3,9,4.5,6,6,9,2,4,6,1,3,3,2,3.6,5.1,5,10,19,0,0,0,6,12,22,2,3,3,33.33,15.79,0.00,9,3,Mar 2025,3,sharescart,sharescart,ipowatch,
INE0DM401012,Shri Ahimsa Naturals Ltd.,SME,SHRIAHIMSA,,2025-03-25,2025-03-27,2025-04-02,119.00,73.81,Bookbuilding,NSE SME,Srujan Alpha Capital,2025,Choice Equity Broking Pvt.Ltd.,chittorgarh,46,chittorgarh,24,chittorgarh,32.4,chittorgarh,20.88,chittorgarh,140.00,chittorgarh,147.00,chittorgarh,140.00,chittorgarh,147.00,chittorgarh,"Investment in our Wholly-Owned Subsidiary, Shri Ahimsa Healthcare Private Limited (SAHPL) for setting up a manufacturing unit at Sawarda, Jaipur, Rajasthan | General Corporate Purposes",chittorgarh,74,chittorgarh,21.2,182.8,35,62.7,783.53,2024.18,904.21,4628.83,8.4,77.6,60,113,True,1200,142800,10.3,22,96,11.6,104,78,96,52,27,32,38,19,22,20.9,10.2,9.4,65,84,155,1,0,0,74,103,193,20,6,44,22.92,14.19,0.00,96,22,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0V0Q01019,ATC Energies System Ltd.,SME,ATCENERGY,,2025-03-25,2025-03-27,2025-04-02,118.00,63.76,Bookbuilding,NSE SME,Indorient Financial,2025,Alacrity Securities Ltd.,chittorgarh,48,chittorgarh,13,chittorgarh,20.3,chittorgarh,10.89,chittorgarh,107.00,chittorgarh,107.00,chittorgarh,101.65,chittorgarh,101.65,chittorgarh,"Repayment and/or pre-payment, in full, the borrowing availed by the Company with respect to purchase of the Noida factory | Funding the capital expenditure requirements towards refurbishment, civil and upgradation works at the Noida factory | Funding the capital expenditure requirement towards IT upgradation at the Noida factory and Vasai factory and the registered office | Funding working capital requirements of the Company | General Corporate Purposes",chittorgarh,64,chittorgarh,1.4,1.4,2.5,1.6,44.00,13.20,55.57,102.66,3.39,100,48.33,112,True,1200,141600,16.6,11,51,7.1,33,51,51,12,15,17,8,10,11,4.8,6.5,5.6,22,33,89,6,6,19,41,50,148,3,3,13,21.57,12.36,0.21,51,11,Mar 2025,3,sharescart,sharescart,investorgain,sharescart
INE0TGG01014,Desco Infratech Ltd.,SME,,544387,2025-03-24,2025-03-26,2025-04-01,150.00,30.75,Bookbuilding,BSE SME,Smart Horizon Capital,2025,Rikhav Securities Ltd.,chittorgarh,29,chittorgarh,2.00,chittorgarh,6.5,chittorgarh,8.66,chittorgarh,160.00,chittorgarh,168.00,chittorgarh,160.00,chittorgarh,168.00,chittorgarh,"Funding of capital expenditure requirements towards setting up of corporate office in Surat, Gujarat. | Funding of capital expenditure requirements towards purchase of machineries. | Funding Working Capital Requirements of the Company. | General Corporate Purposes.",chittorgarh,31,chittorgarh,28.8,233.3,50.6,83.8,442.19,1075.91,544.80,2575.31,5.33,79.29,58.12,147,True,1000,150000,9.3,9,59,16.1,29,29,59,2,6,14,1,3,9,2.7,6.9,11.8,5,12,59,3,2,4,21,24,82,-2,-0,-12,15.25,15.25,0.07,59,9,Mar 2025,3,sharescart,sharescart,ipowatch,sharescart
INE0QX901013,Rapid Fleet Management Services Ltd.,SME,RAPIDFLEET,,2025-03-21,2025-03-25,2025-03-28,192.00,43.87,Bookbuilding,NSE SME,Gretex Corporate,2025,MLB Stock Broking Pvt.Ltd.,chittorgarh,36,chittorgarh,8.00,chittorgarh,18.2,chittorgarh,10.73,chittorgarh,195.00,chittorgarh,203.75,chittorgarh,195.00,chittorgarh,200.90,chittorgarh,Purchase of Vehicles (Goods carriages) | Working Capital Requirements | General Corporate Purposes | Total,chittorgarh,44,chittorgarh,1.1,4.4,0.8,1.7,23.47,28.82,12.44,72.38,,97.5,67.54,183,True,600,115200,9.6,10,172,20,106,116,172,13,18,24,5,8,10,9.4,16.1,13.8,12,20,69,9,8,12,72,71,119,7,6,1,6.90,40.00,0.40,116,8,Mar 2024,2,sharescart,sharescart,,sharescart
INE0KLO01025,Active Infrastructures Ltd.,SME,ACTIVEINFR,,2025-03-21,2025-03-25,2025-03-28,181.00,77.83,Bookbuilding,NSE SME,Kreo Capital,2025,Badjate Stock & Shares Pvt.Ltd.,chittorgarh,74,chittorgarh,4.00,chittorgarh,5.1,chittorgarh,4.43,chittorgarh,181.00,chittorgarh,181.40,chittorgarh,171.95,chittorgarh,175.60,chittorgarh,Funding Working Capital Requirements of the Company. | Repayment/ Prepayment of Certain Borrowings availed by the Company and Margin Money for obtaining Bank Guarantee. | Capital expenditure towards purchase of construction equipments | General Corporate Purpose,chittorgarh,78,chittorgarh,1,1.7,0.6,1.1,38.92,19.38,15.53,81.73,0.55,99.99,71.36,178,True,600,108600,20.6,13,90,8.8,89,97,90,13,18,24,10,9,13,9.2,7,6.3,18,27,112,5,8,4,101,110,197,18,32,5,9.28,33.33,0.30,97,9,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE12E301017,Grand Continent Hotels Ltd.,SME,GCHOTELS,,2025-03-20,2025-03-24,2025-03-27,113.00,74.46,Bookbuilding,NSE SME,Indorient Financial,2025,Alacrity Securities Ltd.,chittorgarh,67,chittorgarh,4,chittorgarh,5.4,chittorgarh,21.17,chittorgarh,112.90,chittorgarh,112.90,chittorgarh,107.25,chittorgarh,107.25,chittorgarh,"Repayment and/or prepayment, in full or in part, of certain outstanding borrowings availed by the Company | Expansion of the Hotel properties in India | General Corporate Purpose",chittorgarh,74,chittorgarh,2.9,1.4,1.3,1.8,109.08,15.52,34.40,133.28,0.88,75.02,,107,True,1200,135600,19.8,11,73,5.7,17,31,73,7,10,20,1,4,11,2.3,2.3,4.3,1,30,107,33,29,9,42,74,139,8,-1,6,12.90,13.33,0.97,31,4,Mar 2024,2,sharescart,sharescart,investorgain,
INE0SMW01011,Paradeep Parivahan Ltd.,SME,,544383,2025-03-17,2025-03-19,2025-03-24,98.00,44.86,Bookbuilding,BSE SME,Share India Capital,2025,Share India Securities Ltd.,chittorgarh,39,chittorgarh,6.00,chittorgarh,13.3,chittorgarh,11.69,chittorgarh,78.40,chittorgarh,82.32,chittorgarh,74.48,chittorgarh,82.32,chittorgarh,To Meet Working Capital Requirements. | General corporate purposes.,chittorgarh,45,chittorgarh,1.3,2.7,1.7,1.8,29.83,17.83,26.07,79.86,,100,51.87,93,True,1200,117600,4.6,24,336,21.2,202,211,336,26,36,44,7,15,24,62.4,12.9,15.2,35,58,127,19,26,36,111,132,238,18,7,4,7.11,25.86,0.45,211,15,Mar 2024,2,sharescart,sharescart,,sharescart
INE0NA501011,Divine Hira Jewellers Ltd.,SME,DIVINEHIRA,,2025-03-17,2025-03-19,2025-03-24,90.00,31.84,Fixed Price,NSE SME,Horizon Management,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,30,chittorgarh,2.00,chittorgarh,6.2,chittorgarh,,,90.00,chittorgarh,90.00,chittorgarh,85.50,chittorgarh,85.50,chittorgarh,Prepayment or repayment of all or a portion of certain loans availed by the company | Funding of working capital requirements of the Company | General corporate purposes,chittorgarh,32,chittorgarh,0,1.2,6.6,3.9,0.00,19.10,105.39,125.12,33.33,99.74,72.7,90,False,1600,144000,15.5,6,359,5.8,125,183,359,2,3,9,1,1,6,0.8,1.6,4.3,8,10,43,0,0,0,23,29,65,-1,-1,1,0.55,10.00,0.00,183,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE16IQ01014,Super Iron Foundry Ltd.,SME,,544381,2025-03-11,2025-03-13,2025-03-19,108.00,68.05,Fixed Price,BSE SME,Horizon Management,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,65,chittorgarh,3.00,chittorgarh,4.4,chittorgarh,,,107.95,chittorgarh,107.95,chittorgarh,102.60,chittorgarh,102.60,chittorgarh,"Funding of working capital requirements of the company | Repayment/pre-payment, in full or in part, of certain borrowings availed by the Company | General corporate purposes",chittorgarh,68,chittorgarh,0,1.3,1.8,1.6,0.00,45.60,60.91,106.16,13.89,96.53,70.53,108,False,1200,129600,23.5,11,159,4.6,125,155,159,12,18,28,1,4,11,0.8,2.4,4.6,53,57,173,30,30,14,209,233,310,12,12,6,2.58,7.02,0.53,155,4,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0ABU01016,PDP Shipping & Projects Ltd.,SME,,544378,2025-03-10,2025-03-12,2025-03-18,135.00,12.65,Fixed Price,BSE SME,Sun Capital,2025,Rikhav Securities Ltd.,chittorgarh,12,chittorgarh,1.00,chittorgarh,7.7,chittorgarh,,,108.25,chittorgarh,108.25,chittorgarh,102.85,chittorgarh,102.85,chittorgarh,Part funding long-term working capital requirements | General corporate purposes,chittorgarh,13,chittorgarh,0,0.1,1.9,1,0.00,0.89,11.89,12.78,,67.21,50.37,135,False,1000,135000,13.2,2,22,10.2,22,21,22,2,3,3,2,2,2,8.2,11.4,7.1,4,6,19,0,0,3,7,8,25,1,2,0,9.52,33.33,0.00,21,2,Mar 2024,2,sharescart,sharescart,,sharescart
INE0VNH01014,NAPS Global India Ltd.,SME,,544373,2025-03-04,2025-03-06,2025-03-11,90.00,11.88,Fixed Price,BSE SME,Aryaman Financial,2025,Aryaman Capital Markets Ltd.,chittorgarh,11,chittorgarh,1.00,chittorgarh,8.3,chittorgarh,,,108.00,chittorgarh,108.00,chittorgarh,102.60,chittorgarh,102.60,chittorgarh,Funding Working Capital Requirement | General Corporate Purpose,chittorgarh,12,chittorgarh,0,0.8,1.6,1.2,0.00,4.63,9.50,14.14,,100,70.2,90,False,1600,144000,14.8,2,71,6.1,26,47,71,1,2,3,0,1,2,1.5,4.7,4.4,1,4,17,0,0,0,6,12,26,0,-0,-9,2.13,25.00,0.00,47,1,Mar 2024,2,sharescart,sharescart,,sharescart
INE0PQ601019,Balaji Phosphates Ltd.,SME,BALAJIPHOS,,2025-02-28,2025-03-04,2025-03-07,70.00,50.11,Bookbuilding,NSE SME,Arihant Capital,2025,NNM Securities Pvt.Ltd.,chittorgarh,39,chittorgarh,9,chittorgarh,18.0,chittorgarh,4.00,chittorgarh,75.00,chittorgarh,78.00,chittorgarh,73.50,chittorgarh,74.35,chittorgarh,To meet Capital expenditure towards establishing a warehouse at our subsidiaries factory premise & upgradation of existing facilities | To meet the working Capital requirements | General Corporate Purposes,chittorgarh,50,chittorgarh,1.3,1.3,1.1,1.2,18.94,26.86,16.38,60.63,,100,69.9,66,True,2000,140000,16.3,8,127,4.3,145,152,127,12,12,15,6,6,8,3.4,3.4,3.3,29,35,80,8,7,5,97,89,127,-4,3,-36,3.95,17.14,0.20,152,6,Mar 2024,2,sharescart,sharescart,,sharescart
