isin,company_name,type,nse_symbol,bse_script_code,open_date,close_date,listing_date,issue_price,issue_amount_cr,pricing_method,listing_at,lead_manager,year,market_maker,market_maker_src,fresh_issue_cr,fresh_issue_cr_src,ofs_cr,ofs_cr_src,ofs_pct,ofs_pct_src,anchor_allocation_cr,anchor_allocation_cr_src,listing_open,listing_open_src,listing_high,listing_high_src,listing_low,listing_low_src,listing_close,listing_close_src,objects_of_issue,objects_of_issue_src,issue_size_cr,issue_size_cr_src,sub_qib_x,sub_nii_x,sub_retail_x,sub_total_x,sub_qib_cr,sub_nii_cr,sub_retail_cr,sub_total_cr,gmp_pct,promoter_pre_issue_pct,promoter_post_issue_pct,price_band_low,book_built,lot_size_shares,min_investment_rs,pe_ratio,pat_ttm_cr,sales_ttm_cr,eps_ttm,net_sales_yr1,net_sales_yr2,net_sales_yr3,operating_profit_yr1,operating_profit_yr2,operating_profit_yr3,pat_yr1,pat_yr2,pat_yr3,eps_yr1,eps_yr2,eps_yr3,shareholder_funds_yr1,shareholder_funds_yr2,shareholder_funds_yr3,borrowings_yr1,borrowings_yr2,borrowings_yr3,total_assets_yr1,total_assets_yr2,total_assets_yr3,operating_cf_yr1,operating_cf_yr2,operating_cf_yr3,pre_ipo_pat_margin_pct,pre_ipo_roe_pct,pre_ipo_debt_equity,pre_ipo_net_sales,pre_ipo_pat,pre_ipo_fin_year,pre_ipo_years_available,sub_total_x_src,pat_yr3_src,gmp_pct_src,promoter_post_issue_pct_src
INE0RXS01018,Shreenath Paper Products Ltd.,SME,,544372,2025-02-25,2025-02-28,2025-03-05,44.00,23.36,Fixed Price,BSE SME,Galactico Corporate,2025,Pure Broking Pvt.Ltd.,chittorgarh,22,chittorgarh,1.00,chittorgarh,4.3,chittorgarh,,,35.20,chittorgarh,35.20,chittorgarh,33.44,chittorgarh,33.44,chittorgarh,Meeting incremental working capital requirements | General Corporate Purpose,chittorgarh,23,chittorgarh,0,0.5,3.2,1.9,0.00,6.07,37.15,43.22,,99.5,60.77,44,False,3000,132000,22,3,103,2,204,186,103,9,10,7,4,4,3,3.3,3.1,1.5,11,19,45,6,3,3,51,60,83,-3,-2,-7,2.15,21.05,0.16,186,4,Mar 2024,2,sharescart,sharescart,,sharescart
INE0VYX01018,Nukleus Office Solutions Ltd.,SME,,544370,2025-02-24,2025-02-27,2025-03-04,234.00,31.70,Fixed Price,BSE SME,Sundae Capital,2025,Nikunj Stock Brokers Ltd.,chittorgarh,24,chittorgarh,8.00,chittorgarh,25.0,chittorgarh,,,187.20,chittorgarh,196.55,chittorgarh,177.90,chittorgarh,196.55,chittorgarh,"Capital expenditure and security deposit towards establishment of new centres | Building up technology platform, integration of all centres, online client interaction and mobile application | Advertisement expenses towards enhancing the visibility of the brand | General Corporate Purposes | Total",chittorgarh,32,chittorgarh,0,0.3,1,0.7,0.00,4.60,15.06,21.24,,100,64.44,234,False,600,140400,31.2,2,29,7.5,11,17,29,1,3,7,1,1,2,12.9,4.8,5.1,1,4,39,0,0,10,7,19,59,1,10,-7,5.88,25.00,0.00,17,1,Mar 2024,2,sharescart,sharescart,,sharescart
INE13VU01016,Beezaasan Explotech Ltd.,SME,,544369,2025-02-21,2025-02-25,2025-03-03,175.00,59.93,Bookbuilding,BSE SME,Smart Horizon Capital,2025,Rikhav Securities Ltd.,chittorgarh,57,chittorgarh,3.00,chittorgarh,5.0,chittorgarh,16.94,chittorgarh,146.00,chittorgarh,153.30,chittorgarh,146.00,chittorgarh,153.30,chittorgarh,"Funding the Capital expenditure towards civil construction required for Expansion of existing manufacturing unit for Emulsion Explosive-3 Plant, Emulsion Bulk Explosive Plant and Detonating Fuse Plant at the existing Manufacturing facility situated at Bhanthala, Mahisagar, Gujarat | Funding of Capital expenditure towards purchase of Plant and Machineries for Expansion of existing manufacturing unit for Emulsion Explosive-3 Plant, Emulsion Bulk Explosive Plant and Detonating Fuse Plant at the existing Manufacturing facility situated at Bhanthala, Mahisagar, Gujarat | Funding of Capital expenditure towards civil construction required for Expansion of additional magazine (Storage) facility required for Emulsion Cartridge Explosives and Detonating Fuse at the existing location situated at Felsani, Gujarat | Purchase of Commercial Vehicle | Repayment/prepayment of all or certain of our borrowings availed of by our Company | General Corporate Purpose",chittorgarh,60,chittorgarh,11.5,4.7,2.3,5.4,345.22,41.80,47.41,325.44,2.86,100,66.96,165,True,800,140000,13.1,14,215,13.4,228,188,215,9,12,25,3,5,14,4,5.4,10.2,14,24,97,13,13,13,62,71,131,2,7,5,2.66,20.83,0.54,188,5,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0VA601019,HP Telecom India Ltd.,SME,HPTL,,2025-02-20,2025-02-24,2025-02-28,108.00,34.23,Fixed Price,NSE SME,Interactive Financial,2025,Aftertrade Broking Pvt.Ltd.,chittorgarh,33,chittorgarh,1.00,chittorgarh,2.9,chittorgarh,,,115.05,chittorgarh,118.00,chittorgarh,111.05,chittorgarh,115.05,chittorgarh,Funding the Working Capital requirement | General corporate purposes,chittorgarh,34,chittorgarh,0,2,1.9,1.9,0.00,33.71,31.66,65.37,,99.99,73.4,108,False,1200,129600,7.8,13,1596,13.9,638,1079,1596,13,20,28,6,9,13,7.3,9.8,10.6,21,29,75,0,0,0,94,274,271,7,-26,-48,0.83,31.03,0.00,1079,9,Mar 2024,2,sharescart,sharescart,,sharescart
INE0TIR01017,Swasth Foodtech India Ltd.,SME,,544368,2025-02-20,2025-02-24,2025-02-28,94.00,14.92,Fixed Price,BSE SME,Horizon Management,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,,,94.00,chittorgarh,94.00,chittorgarh,89.30,chittorgarh,89.30,chittorgarh,Setting up of a packing line at our existing manufacturing unit | Funding of working capital requirements of the Company | General corporate purposes,chittorgarh,15,chittorgarh,0,2.5,13.1,7.8,0.00,18.88,97.90,116.85,26.6,100,72.9,94,False,1200,112800,17.1,2,169,5.5,100,133,169,2,5,6,0,2,2,0.1,4.5,4.1,3,6,22,5,4,3,31,32,53,-12,0,-4,1.50,33.33,0.67,133,2,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0EO401019,Royal Arc Electrodes Ltd.,SME,ROYALARC,,2025-02-14,2025-02-18,2025-02-24,120.00,36.00,Bookbuilding,NSE SME,Fedex Securities,2025,Shreni Shares Ltd.,chittorgarh,20,chittorgarh,14,chittorgarh,38.9,chittorgarh,10.08,chittorgarh,120.00,chittorgarh,122.50,chittorgarh,120.00,chittorgarh,121.30,chittorgarh,"Funding towards the expansion of the existing manufacturing facility situated at Village Zaroli, Umbergaon Valsad, Gujarat, Bharat | Funding of working capital requirements of the Company | General Corporate Purposes",chittorgarh,36,chittorgarh,1,0.9,2.2,1.6,18.72,4.97,27.72,57.60,,,,114,True,1200,144000,12.6,9,102,9.5,97,100,102,16,18,16,10,12,9,10.3,13,8.1,30,42,72,0,0,0,44,52,81,13,6,4,12.00,28.57,0.00,100,12,Mar 2024,2,sharescart,sharescart,,
INE17WC01013,Tejas Cargo India Ltd.,SME,TEJASCARGO,,2025-02-14,2025-02-18,2025-02-24,168.00,105.84,Bookbuilding,NSE SME,New Berry Capitals,2025,New Berry Capitals Pvt.Ltd.,chittorgarh,101,chittorgarh,5.00,chittorgarh,4.7,chittorgarh,29.82,chittorgarh,175.00,chittorgarh,175.00,chittorgarh,168.00,chittorgarh,168.00,chittorgarh,"Purchase of additional trailers for the Company | To meet working capital requirements | Repayment and/or pre-payment, in full or part, of certain borrowings availed by the Company | General Corporate Purposes",chittorgarh,106,chittorgarh,1.3,1.1,1.1,1.2,70.38,16.99,40.38,121.72,,100,,160,True,800,134400,16,19,501,10.5,,419,501,,69,104,,13,19,,7.5,8,,55,173,,80,87,,236,358,,48,63,3.10,23.64,1.45,419,13,Mar 2024,1,sharescart,sharescart,,
INE0FFF01017,L.K.Mehta Polymers Ltd.,SME,,544366,2025-02-13,2025-02-17,2025-02-21,71.00,7.38,Fixed Price,BSE SME,Swastika Investmart,2025,Swastika Investmart Ltd.,chittorgarh,7,chittorgarh,0.00,chittorgarh,0.0,chittorgarh,,,71.10,chittorgarh,71.10,chittorgarh,67.54,chittorgarh,68.29,chittorgarh,To Meet Incremental Working Capital Requirement | General Corporate Purpose | To Public Issue Expenses,chittorgarh,7,chittorgarh,0,42.9,46.3,44.6,0.00,158.31,170.75,329.10,14.08,69.42,57.9,71,False,1600,113600,33.8,1,19,2.1,17,19,19,1,2,2,-0,1,1,-0,2.3,1.6,2,3,11,2,2,2,7,11,18,1,-2,-2,5.26,33.33,0.67,19,1,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0TD301017,Shanmuga Hospital Ltd.,SME,,544365,2025-02-13,2025-02-17,2025-02-21,54.00,20.62,Fixed Price,BSE SME,Finshore Management,2025,Black Fox Financial Pvt.Ltd.,chittorgarh,20,chittorgarh,1.00,chittorgarh,4.8,chittorgarh,,,54.00,chittorgarh,54.00,chittorgarh,51.30,chittorgarh,51.30,chittorgarh,Funding Capital Expenditure towards Purchase of additional Medical Equipment | General Corporate Expenses,chittorgarh,21,chittorgarh,0,0.6,4.4,2.5,0.00,6.19,45.46,51.75,14.81,65.6,45.16,54,False,2000,108000,13.5,4,45,4,37,41,45,7,9,8,5,5,4,4.9,5.4,3.1,12,17,40,4,4,4,23,34,53,3,10,-13,12.20,29.41,0.24,41,5,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0XUS01012,P S Raj Steels Ltd.,SME,PSRAJ,,2025-02-12,2025-02-14,2025-02-19,140.00,28.28,Bookbuilding,NSE SME,Khambatta Securities,2025,Nikunj Stock Brokers Ltd.,chittorgarh,27,chittorgarh,1.00,chittorgarh,3.6,chittorgarh,7.97,chittorgarh,145.00,chittorgarh,152.25,chittorgarh,145.00,chittorgarh,150.60,chittorgarh,Working Capital Requirements,chittorgarh,28,chittorgarh,1.2,21.4,10,9.8,17.11,90.74,99.38,277.71,2.14,100,,132,True,1000,140000,14.3,7,266,9.8,225,298,266,7,11,12,4,6,7,6.7,11.5,9.8,25,31,65,2,0,0,74,52,74,1,3,-9,2.01,19.35,0.00,298,6,Mar 2024,2,sharescart,sharescart,investorgain,
INE241X01014,Voler Car Ltd.,SME,VOLERCAR,,2025-02-12,2025-02-14,2025-02-19,90.00,27.00,Bookbuilding,NSE SME,GYR Capital,2025,Wiinance Financial Services Pvt.Ltd.,chittorgarh,25,chittorgarh,2.00,chittorgarh,7.4,chittorgarh,7.50,chittorgarh,90.00,chittorgarh,93.90,chittorgarh,85.50,chittorgarh,91.45,chittorgarh,Funding working capital requirements of the Company | General corporate purposes,chittorgarh,27,chittorgarh,9.3,18.6,13.9,13.6,126.09,75.17,131.73,367.74,11.11,71.43,52.18,85,True,1600,144000,17,4,42,5.3,24,31,42,4,7,5,2,8,4,2.7,11.1,4,-1,3,37,3,0,0,9,10,44,2,3,1,25.81,266.67,0.00,31,8,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE10A501018,Maxvolt Energy Industries Ltd.,SME,MAXVOLT,,2025-02-12,2025-02-14,2025-02-19,180.00,54.00,Bookbuilding,NSE SME,Smart Horizon Capital,2025,Rikhav Securities Ltd.,chittorgarh,40,chittorgarh,11,chittorgarh,20.4,chittorgarh,15.32,chittorgarh,180.00,chittorgarh,182.05,chittorgarh,171.00,chittorgarh,180.90,chittorgarh,"Repayment or prepayment, in full or in part, of borrowings availed by our Company from banks, financial institutions and non-banking financial companies | Funding of capital expenditure requirements of our Company towards purchase of Plant and Machineries | General corporate purposes",chittorgarh,54,chittorgarh,6.8,1.5,2,3.2,182.52,11.74,37.23,174.42,,79.23,71.28,171,True,800,144000,15.4,10,107,11.7,14,48,107,1,7,16,0,5,10,1.5,6.7,9.3,1,12,69,1,1,6,10,32,96,-0,-8,-45,10.42,41.67,0.08,48,5,Mar 2024,2,sharescart,sharescart,,sharescart
INE0B2N01016,Chandan Healthcare Ltd.,SME,CHANDAN,,2025-02-10,2025-02-12,2025-02-17,159.00,107.27,Bookbuilding,NSE SME,Unistone Capital,2025,R.K.Stock Holding Pvt.Ltd.,chittorgarh,65,chittorgarh,37,chittorgarh,34.6,chittorgarh,29.40,chittorgarh,165.10,chittorgarh,173.35,chittorgarh,165.10,chittorgarh,173.35,chittorgarh,"Setting up of a new Flagship diagnostic centre in Jankipuram, Lucknow, Uttar Pradesh. | Setting up of a new Central Reference laboratory at Ayodhya, Uttar Pradesh. | Setting up of a new Central Reference laboratory at Ashiyana, Lucknow, Uttar Pradesh. | General corporate purposes",chittorgarh,107,chittorgarh,7.6,18.9,2.4,7,406.88,303.55,91.68,755.79,9.43,74.55,60.1,151,True,800,127200,14.7,24,230,10.8,137,177,230,10,28,43,4,16,24,1.7,8.1,9.1,27,41,123,8,12,22,98,118,211,4,1,-29,9.04,39.02,0.29,177,16,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0R9101015,Eleganz Interiors Ltd.,SME,ELGNZ,,2025-02-07,2025-02-11,2025-02-14,130.00,78.07,Bookbuilding,NSE SME,Vivro Financial,2025,Rikhav Securities Ltd.,chittorgarh,74,chittorgarh,4.00,chittorgarh,5.1,chittorgarh,22.23,chittorgarh,122.00,chittorgarh,122.00,chittorgarh,115.90,chittorgarh,116.05,chittorgarh,Repayment of a portion of certain outstanding borrowings availed by our Company | Utilization towards working capital requirements of our Company | General Corporate Purposes,chittorgarh,78,chittorgarh,24.5,60.4,21.4,30.7,954.34,707.50,585.80,2392.69,30.77,93.94,,123,True,1000,130000,14.1,21,393,9.2,190,221,393,14,22,35,10,12,21,6.7,7.9,9.2,39,51,152,7,6,2,116,172,229,1,-4,4,5.43,23.53,0.12,221,12,Mar 2024,2,sharescart,sharescart,ipowatch,
INE10QL01011,Readymix Construction Machinery Ltd.,SME,READYMIX,,2025-02-06,2025-02-10,2025-02-13,123.00,37.66,Bookbuilding,NSE SME,Hem Securities,2025,Hem Finlease Pvt.Ltd.,chittorgarh,36,chittorgarh,2.00,chittorgarh,5.3,chittorgarh,10.71,chittorgarh,123.00,chittorgarh,123.00,chittorgarh,116.85,chittorgarh,116.85,chittorgarh,"Repayment and/or pre-payment, in full or part, of borrowing availed by the Company | To Meet Working Capital Requirement | General Corporate Purpose",chittorgarh,38,chittorgarh,5.1,4.8,4.3,4.6,96.04,26.89,56.15,173.62,8.13,100,72.06,121,True,1000,123000,11,9,73,11.2,55,70,73,5,14,15,3,9,9,3.5,11.8,8.5,9,19,61,1,0,1,32,38,85,1,3,-13,12.86,47.37,0.00,70,9,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0W0H01017,Solarium Green Energy Ltd.,SME,,544354,2025-02-06,2025-02-10,2025-02-13,191.00,105.04,Bookbuilding,BSE SME,Beeline Capital,2025,Spread X Securities Pvt.Ltd.,chittorgarh,100,chittorgarh,5.00,chittorgarh,4.8,chittorgarh,29.85,chittorgarh,202.00,chittorgarh,212.10,chittorgarh,202.00,chittorgarh,211.90,chittorgarh,To Meet Working Capital Requirements | General Corporate Purposes,chittorgarh,105,chittorgarh,8.5,18,5.1,8.8,446.96,284.24,186.40,927.52,13.09,78.5,,181,True,600,114600,16.3,19,230,11.7,,177,230,,25,27,,16,19,,10.5,8.9,,21,141,,9,0,,78,234,,-0,-62,9.04,76.19,0.43,177,16,Mar 2024,1,sharescart,sharescart,ipowatch,
INE15DO01012,Ken Enterprises Ltd.,SME,KEN,,2025-02-05,2025-02-07,2025-02-12,94.00,83.65,Fixed Price,NSE SME,Corporate Makers,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,54,chittorgarh,25,chittorgarh,29.8,chittorgarh,,,85.00,chittorgarh,85.00,chittorgarh,80.75,chittorgarh,80.75,chittorgarh,Unidentified Acquisitions in India and abroad | Purchase of New Machinery | Capital Expenditure for renovation of both manufacturing facilities | To meet working capital requirements | General Corporate Expenses | Issue Expenses,chittorgarh,84,chittorgarh,0,1.8,6.9,4.4,0.00,73.20,286.93,364.72,10.64,81.21,49.72,94,False,1200,112800,14.7,12,483,6.4,364,402,483,16,27,35,4,9,12,2.1,4.9,5,36,45,112,9,4,1,195,242,295,-2,17,-11,2.24,20.00,0.09,402,9,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0U2L01017,Amwill Health Care Ltd.,SME,,544353,2025-02-05,2025-02-07,2025-02-12,111.00,59.98,Bookbuilding,BSE SME,Unistone Capital,2025,Globalworth Securities Ltd.,chittorgarh,46,chittorgarh,11,chittorgarh,18.3,chittorgarh,,,88.85,chittorgarh,93.25,chittorgarh,84.45,chittorgarh,93.25,chittorgarh,Funding of working capital requirements of the Company | Marketing and brand building activities | General corporate purposes,chittorgarh,60,chittorgarh,7.8,5.7,4.8,5.7,93.57,135.79,114.44,343.69,9.01,97,,105,True,1200,133200,16.8,11,41,6.6,30,44,41,4,17,12,3,12,11,3.3,8,5.4,5,17,69,0,0,0,12,19,71,5,-3,6,27.27,70.59,0.00,44,12,Mar 2024,2,sharescart,sharescart,ipowatch,
INE11HG01018,Chamunda Electrical Ltd.,SME,CHAMUNDA,,2025-02-04,2025-02-06,2025-02-11,50.00,14.60,Bookbuilding,NSE SME,GYR Capital,2025,Wiinance Financial Services Pvt.Ltd.,chittorgarh,14,chittorgarh,1.00,chittorgarh,6.7,chittorgarh,4.11,chittorgarh,70.00,chittorgarh,71.00,chittorgarh,66.50,chittorgarh,66.50,chittorgarh,Capital Expenditure (Purchase of New Testing Kit and Equipment’s) | Working Capital | Repayment of Term Loans and Cash Credit | General Corporate Purposes,chittorgarh,15,chittorgarh,155.9,1943.1,554.1,738,1137.32,4253.91,2830.63,10770.67,40.0,100,80.12,47,True,3000,150000,12.2,3,25,4.1,14,20,25,2,5,6,0,2,3,0.5,3.5,3,3,6,25,2,2,0,8,11,28,2,2,1,10.00,33.33,0.33,20,2,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0YON01014,Malpani Pipes & Fittings Ltd.,SME,,544351,2025-01-29,2025-01-31,2025-02-04,90.00,25.92,Bookbuilding,BSE SME,Interactive Financial,2025,MNM Stock Broking Pvt.Ltd.,chittorgarh,25,chittorgarh,1.00,chittorgarh,3.8,chittorgarh,7.20,chittorgarh,85.90,chittorgarh,90.00,chittorgarh,81.61,chittorgarh,84.04,chittorgarh,Capital Expenditure for plant and machineries | Repayment of Debt | General corporate purposes,chittorgarh,26,chittorgarh,58.5,343.1,113.4,146.9,758.03,1334.09,1028.31,3808.43,2.22,100,30.9,85,True,1600,144000,9.3,8,141,9.7,82,141,141,5,14,15,2,7,8,3.3,9.3,7.5,6,15,47,9,11,11,39,61,112,-6,-8,-14,4.96,46.67,0.73,141,7,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0RWU01016,GB Logistics Commerce Ltd.,SME,,544348,2025-01-24,2025-01-28,2025-01-31,102.00,25.07,Bookbuilding,BSE SME,SKI Capital,2025,Svcm Securities Pvt.Ltd.,chittorgarh,24,chittorgarh,1.00,chittorgarh,4.0,chittorgarh,7.14,chittorgarh,81.60,chittorgarh,85.65,chittorgarh,77.55,chittorgarh,81.75,chittorgarh,Prepayment or repayment of a portion of certain outstanding borrowings availed by our Company | Working Capital Requirements | Fund expenditure towards purchase of truck chassis and truck bodies | General Corporate Purposes,chittorgarh,25,chittorgarh,25.1,543.6,121.9,184.6,314.60,2043.82,1069.33,4628.47,15.69,51.29,31.37,95,True,1200,122400,7.1,9,206,14.3,,116,206,,9,14,,5,9,,8.5,10.7,,18,50,,1,0,,58,156,,-21,-11,4.31,27.78,0.06,116,5,Mar 2024,1,sharescart,sharescart,investorgain,sharescart
INE0DZD01015,H.M.Electro Mech Ltd.,SME,,544349,2025-01-24,2025-01-28,2025-01-31,75.00,27.74,Bookbuilding,BSE SME,Beeline Capital,2025,Spread X Securities Pvt.Ltd.,chittorgarh,26,chittorgarh,2.00,chittorgarh,7.1,chittorgarh,7.90,chittorgarh,81.00,chittorgarh,81.00,chittorgarh,76.95,chittorgarh,77.04,chittorgarh,To Meet Working Capital Requirements | General Corporate Purposes | Public Issue Expenses | Total,chittorgarh,28,chittorgarh,16,183.7,95.6,91.8,222.09,764.28,927.83,2545.51,33.33,100,57.68,71,True,1600,120000,9.5,8,122,7.9,101,117,122,9,13,13,6,8,8,6,8,6.1,24,32,65,4,3,0,64,75,97,-4,3,-6,6.84,25.00,0.09,117,8,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0WDX01010,CLN Energy Ltd.,SME,,544347,2025-01-23,2025-01-27,2025-01-30,250.00,72.30,Bookbuilding,BSE SME,Aryaman Financial,2025,Aryaman Capital Markets Ltd.,chittorgarh,68,chittorgarh,4.00,chittorgarh,5.6,chittorgarh,20.52,chittorgarh,256.00,chittorgarh,268.80,chittorgarh,252.00,chittorgarh,254.15,chittorgarh,Purchase of machinery and equipment | Funding Working capital requirements | General Corporate Purpose,chittorgarh,72,chittorgarh,1.1,8.6,6.6,5.4,38.68,93.27,165.75,391.87,,100,57.43,235,True,600,150000,15.7,13,219,15.9,129,133,219,13,19,26,1,10,13,1,12.8,12.2,4,13,94,0,0,0,108,111,196,15,7,-67,7.52,76.92,0.00,133,10,Mar 2024,2,sharescart,sharescart,,sharescart
INE113601012,Rexpro Enterprises Ltd.,SME,REXPRO,,2025-01-22,2025-01-24,2025-01-29,145.00,53.65,Fixed Price,NSE SME,Horizon Management,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,44,chittorgarh,7,chittorgarh,13.0,chittorgarh,,,117.00,chittorgarh,120.00,chittorgarh,111.15,chittorgarh,111.15,chittorgarh,Purchase of Equipment and Renovation of Factory | Funding of working capital requirements of the Company | Pursuing Inorganic Growth | General Corporate Expenses,chittorgarh,54,chittorgarh,0,8.2,27.1,17.7,0.00,220.50,727.49,948.00,13.79,86.28,56.77,145,False,1000,145000,15.4,8,107,9.4,63,83,107,2,8,13,1,5,8,0.8,5.7,7.1,5,9,62,0,1,0,28,40,102,2,1,-2,6.02,55.56,0.11,83,5,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0WXM01011,CapitalNumbers Infotech Ltd.,SME,,544343,2025-01-20,2025-01-22,2025-01-27,263.00,169.37,Bookbuilding,BSE SME,GYR Capital,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,76,chittorgarh,85,chittorgarh,50.3,chittorgarh,48.19,chittorgarh,274.00,chittorgarh,274.00,chittorgarh,260.30,chittorgarh,261.35,chittorgarh,Technical Advancement of Leading-edge Technology; | Increase in Spending on Business Developments; | Investment in Subsidiary | Funding inorganic growth through unidentified acquisitions and other strategic initiatives and general corporate purposes,chittorgarh,169,chittorgarh,122.2,297.3,72,134.6,10347.78,7553.65,4267.58,22800.86,17.11,100,80,250,True,400,105200,22.3,26,100,11.8,93,98,100,25,37,36,17,26,26,6.4,12.3,10.6,60,67,157,1,0,0,68,72,163,16,22,19,26.53,38.81,0.00,98,26,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0ZOL01023,EMA Partners India Ltd.,SME,EMAPARTNER,,2025-01-17,2025-01-21,2025-01-24,124.00,76.01,Bookbuilding,NSE SME,Indorient Financial,2025,Alacrity Securities Ltd.,chittorgarh,62,chittorgarh,10,chittorgarh,13.2,chittorgarh,21.65,chittorgarh,156.50,chittorgarh,158.80,chittorgarh,148.70,chittorgarh,148.70,chittorgarh,"Augmenting Leadership Team for (a) the Company and (b) its subsidiaries | Capital expenditure towards upgrading the existing IT infrastructure for (a) the Company and (b) its subsidiaries | Repayment and/or pre-payment, in full, of the borrowing availed by our Company with respect to purchase of office premises | General Corporate Purposes and unidentified inorganic acquisitions",chittorgarh,76,chittorgarh,147.7,444.1,167.4,221.1,5613.11,5063.31,4452.21,16803.21,51.61,100,82.64,117,True,1000,124000,18.2,12,74,6.8,50,67,74,5,18,18,3,15,12,1.8,8.4,5.4,40,54,138,0,7,1,53,77,154,3,12,13,22.39,27.78,0.13,67,15,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE12QA01010,Landmark Immigration Consultants Ltd.,SME,,544341,2025-01-16,2025-01-20,2025-01-23,72.00,40.32,Bookbuilding,BSE SME,Shreni Shares,2025,Shreni Shares Ltd.,chittorgarh,38,chittorgarh,2.00,chittorgarh,5.0,chittorgarh,6.11,chittorgarh,75.00,chittorgarh,78.75,chittorgarh,75.00,chittorgarh,75.07,chittorgarh,Capital expenditure to be incurred by our Company for setting up new branches. | Advertisement expenses towards enhancing the awareness and visibility of our brand | Pursuing Inorganic growth initiatives through Acquisitions | General corporate purposes,chittorgarh,40,chittorgarh,35.6,116.7,81.9,72.8,717.29,705.86,1155.35,2936.91,15.28,97.92,71.31,70,True,1600,115200,8.8,13,38,8.2,20,35,38,7,17,19,4,12,13,3,7.7,6.4,26,37,84,2,0,0,36,44,91,3,9,-1,34.29,32.43,0.00,35,12,Mar 2024,2,sharescart,sharescart,investorgain,sharescart
INE0XOW01017,Kabra Jewels Ltd.,SME,KKJEWELS,,2025-01-15,2025-01-17,2025-01-22,128.00,40.00,Bookbuilding,NSE SME,Marwadi Chandarana Intermediaries,2025,Giriraj Stock Broking Pvt.Ltd.,chittorgarh,36,chittorgarh,4.00,chittorgarh,10.0,chittorgarh,10.87,chittorgarh,243.20,chittorgarh,255.35,chittorgarh,243.20,chittorgarh,255.35,chittorgarh,"Repayment of certain borrowings availed by the Company, in part or full | To meet Working Capital requirements | General Corporate Purpose",chittorgarh,40,chittorgarh,154.5,556.9,384.9,356,3090.60,3341.40,5388.60,14240.80,39.06,89.12,62.55,121,True,1000,128000,8.9,11,211,14.4,122,164,211,12,22,27,4,9,11,6,12.2,10.9,22,31,80,54,50,31,113,141,189,-12,-8,-19,5.49,29.03,1.61,164,9,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
INE0CFH01028,Rikhav Securities Ltd.,SME,,544340,2025-01-15,2025-01-17,2025-01-22,86.00,88.82,Bookbuilding,BSE SME,Smart Horizon Capital,2025,Shreni Shares Ltd.,chittorgarh,67,chittorgarh,17,chittorgarh,19.1,chittorgarh,25.11,chittorgarh,163.40,chittorgarh,171.57,chittorgarh,163.40,chittorgarh,171.55,chittorgarh,"Funding our incremental working capital requirements; | Funding of capital expenditure requirements of our Company towards purchase of IT Software, Computers and Laptops | General corporate purposes;",chittorgarh,89,chittorgarh,170.9,616.4,251.4,307,7590.63,8212.64,7814.10,27267.99,75.58,98.23,66.07,82,True,1600,137600,11.5,24,318,7.5,49,103,318,28,55,35,20,42,24,6.4,14.1,6.2,95,139,227,0,0,0,188,294,291,-9,109,-188,40.78,30.22,0.00,103,42,Mar 2024,2,sharescart,sharescart,ipowatch,sharescart
