scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
TVTODAY,TV Today Network Ltd,INE038F01029,B
PALREDTEC,Palred Technologies Ltd,INE218G01033,T
PETRONET,Petronet LNG Ltd,INE347G01014,A
BIOCON,Biocon Ltd,INE376G01013,A
PTC,PTC India Ltd,INE877F01012,A
MAHABANK,Bank of Maharashtra,INE457A01014,A
RKFORGE,Ramkrishna Forgings Ltd,INE399G01023,A
DATAMATICS,Datamatics Global Services Ltd,INE365B01017,B
NDTV,New Delhi Television Ltd,INE155G01029,B
STAR,Strides Pharma Science Ltd,INE939A01011,A
ULTRACEMCO,UltraTech Cement Ltd,INE481G01011,A
UNOMINDA,UNO Minda Ltd-$,INE405E01023,A
TCS,Tata Consultancy Services Ltd,INE467B01029,A
COFORGE,Coforge Ltd,INE591G01025,A
GULFPETRO,GP Petroleums Ltd,INE586G01017,B
CENTURYPLY,Century Plyboards (India) Ltd-$,INE348B01021,A
WELENT,Welspun Enterprises Ltd,INE625G01013,A
NTPC,NTPC Ltd,INE733E01010,A
SALSTEEL,S.A.L. Steel Ltd,INE658G01014,T
JBMA,JBM Auto Ltd,INE927D01051,A
DWARKESH,Dwarikesh Sugar Industries Ltd,INE366A01041,B
INDOCO,Indoco Remedies Ltd,INE873D01024,B
VIPCLOTHNG,VIP Clothing Ltd,INE450G01024,T
IMPEXFERRO,Impex Ferro Tech Ltd,INE691G01015,Z
XCHANGING,Xchanging Solutions Ltd,INE692G01013,B
MORARJEE,Morarjee Textiles Ltd,INE161G01027,Z
JINDALPHOT,Jindal Photo Ltd,INE796G01012,B
POCL,Pondy Oxides & Chemicals Ltd,INE063E01053,B
JPPOWER,Jaiprakash Power Ventures Ltd,INE351F01018,A
3IINFOLTD,3i Infotech Ltd,INE748C01038,B
GOKEX,Gokaldas Exports Ltd,INE887G01027,A
ALLDIGI,Alldigi Tech Ltd,INE835G01018,B
IIFL,IIFL Finance Ltd,INE530B01024,A
MANGALAM,Mangalam Drugs & Organics Ltd,INE584F01014,T
SHOPERSTOP,Shoppers Stop Ltd,INE498B01024,B
CYBERMEDIA,Cyber Media India Ltd,INE278G01037,T
NDL,Nandan Denim Ltd,INE875G01048,B
JSWHL,JSW Holdings Ltd,INE824G01012,A
JKCEMENT,JK Cement Ltd,INE823G01014,A
BEEYU,Beeyu Overseas Ltd,INE052B01011,X
YESBANK,Yes Bank Ltd,INE528G01035,A
NECLIFE,Nectar Lifesciences Ltd,INE023H01027,T
MSPL,MSP Steel & Power Ltd,INE752G01015,B
SPLIL,SPL Industries Ltd,INE978G01016,B
KTKBANK,Karnataka Bank Ltd,INE614B01018,A
MCLEODRUSS,Mcleod Russel India Ltd,INE942G01012,T
FACORALL,Facor Alloys Ltd,INE828G01013,X
VIVIMEDLAB,Vivimed Labs Ltd,INE526G01021,T
RML,Rane (Madras) Ltd,INE050H01012,B
HTMEDIA,HT Media Ltd,INE501G01024,B
SASKEN,Sasken Technologies Ltd,INE231F01020,B
FCSSOFT,FCS Software Solutions Ltd,INE512B01022,T
SUZLON,Suzlon Energy Ltd,INE040H01021,A
AURIONPRO,Aurionpro Solutions Ltd,INE132H01018,A
RENUKA,Shree Renuka Sugars Ltd,INE087H01022,A
KMSUGAR,K M Sugar Mills Ltd,INE157H01023,B
BASML,Bannari Amman Spinning Mills Ltd,INE186H01022,B
PBAINFRA,PBA Infrastructure Ltd,INE160H01019,X
AIAENG,AIA Engineering Ltd,INE212H01026,A
EKC,Everest Kanto Cylinder Ltd,INE184H01027,B
KERNEX,Kernex Microsystems India Ltd,INE202H01019,B
REPRO,Repro India Ltd,INE461B01014,B
PVRINOX,PVR Inox Ltd,INE191H01014,A
ASMS,Bartronics India Ltd,INE855F01042,B
CELEBRITY,Celebrity Fashions Ltd,INE185H01016,B
NITINSPIN,Nitin Spinners Ltd,INE229H01012,B
ROHLTD,Royal Orchid Hotels Ltd,INE283H01019,B
ENIL,Entertainment Network (India) Ltd,INE265F01028,B
CELLA,Cella Space Ltd,INE266H01014,Z
JAGRAN,Jagran Prakashan Ltd,INE199G01027,B
DYNPRO,Dynemic Products Ltd,INE256H01015,B
GVKPIL,GVK Power & Infrastructure Ltd,INE251H01024,T
SADBHAV,Sadbhav Engineering Ltd,INE226H01026,T
RCOM,Reliance Communications Ltd,INE330H01018,T
SAKUMA,Sakuma Exports Ltd,INE190H01024,T
KEC,KEC International Ltd,INE389H01022,A
GILLANDERS,Gillanders Arbuthnot & Company Ltd,INE047B01011,B
INDOTECH,Indo Tech Transformers Ltd,INE332H01014,T
BLKASHYAP,B. L. Kashyap and Sons Ltd,INE350H01032,B
M&MFIN,Mahindra & Mahindra Financial Services Ltd,INE774D01024,A
VISACHROME,VISA Chrome Ltd,INE286H01012,T
NITCO,Nitco Ltd,INE858F01012,B
MPDL,MPDL Ltd,INE493H01014,X
SOLARINDS,Solar Industries India Ltd,INE343H01029,A
GALLANTT,Gallantt Ispat Ltd,INE297H01019,B
MALUPAPER,Malu Paper Mills Ltd,INE383H01017,B
UTTAMSUGAR,Uttam Sugar Mills Ltd,INE786F01031,B
SGL,STL Global Ltd,INE353H01010,B
KKCL,Kewal Kiran Clothing Ltd,INE401H01017,B
SUNTV,Sun TV Network Ltd,INE424H01027,A
GPIL,Godawari Power and Ispat Ltd,INE177H01039,A
RSYSTEMS,R Systems International Ltd,INE411H01032,B
EMKAY,Emkay Global Financial Services Ltd,INE296H01011,B
TICL,Twamev Construction And Infrastructure Ltd,INE388G01026,B
LOKESHMACH,Lokesh Machines Ltd,INE397H01017,T
KAMDHENU,Kamdhenu Ltd,INE390H01020,B
PAUSHAKLTD,Paushak Ltd,INE111F01024,B
GTNTEX,GTN Textiles Ltd,INE302H01017,X
PFOCUS,Prime Focus Ltd,INE367G01038,T
ALLCARGO,Allcargo Logistics Ltd,INE418H01029,B
GMRAIRPORT,GMR Airports Ltd,INE776C01039,A
TECHM,Tech Mahindra Ltd,INE669C01036,A
CIEINDIA,CIE Automotive India Ltd,INE536H01010,A
VOLTAMP,Voltamp Transformers Ltd,INE540H01012,A
ATLANTAA,Atlantaa Ltd,INE285H01022,B
HGM,HandsOn Global Management (HGM)Ltd,INE596H01014,B
ACE,Action Construction Equipment Ltd,INE731H01025,A
GEECEE,GeeCee Ventures Ltd,INE916G01016,B
GAYAPROJ,Gayatri Projects Ltd,INE336H01023,T
FIEMIND,Fiem Industries Ltd,INE737H01014,B
JHS,JHS Svendgaard Laboratories Ltd,INE544H01014,B
DCBBANK,DCB Bank Ltd,INE503A01015,A
GLOBALVECT,Global Vectra Helicorp Ltd,INE792H01019,B
INSPIRISYS,Inspirisys Solutions Ltd,INE020G01017,T
GTLINFRA,GTL Infrastructure Ltd,INE221H01019,B
SHIVAMAUTO,Shivam Autotech Ltd,INE637H01024,T
NAUKRI,Info Edge (India) Ltd,INE663F01032,A
TORNTPOWER,Torrent Power Ltd,INE813H01021,A
PARSVNATH,Parsvnath Developers Ltd,INE561H01026,T
SUTLEJTEX,Sutlej Textiles and Industries Ltd,INE645H01027,B
LTFOODS,LT Foods Ltd,INE818H01020,A
SOBHA,Sobha Ltd,INE671H01015,A
RUCHIRA,Ruchira Papers Ltd,INE803H01014,B
TANLA,Tanla Platforms Ltd,INE483C01032,A
ZEEMEDIA,Zee Media Corporation Ltd,INE966H01019,B
SITINET,Siti Networks Ltd,INE965H01011,Z
LUMAXTECH,Lumax Auto Technologies Ltd,INE872H01027,A
AUTOIND,Autoline Industries Ltd,INE718H01014,T
NETWORK18,Network 18 Media & Investments Ltd,INE870H01013,A
HUBTOWN,Hubtown Ltd,INE703H01016,B
CTE,Cambridge Technology Enterprises Ltd,INE627H01017,B
TIIL,Technocraft Industries (India) Ltd,INE545H01011,B
REDINGTON,Redington Ltd,INE891D01026,A
AICHAMP,AI Champdany Industries Ltd,INE768E01024,X
CINELINE,Cineline India Ltd,INE704H01022,B
PGIL,Pearl Global Industries Ltd,INE940H01022,A
FSL,Firstsource Solutions Ltd,INE684F01012,A
PFC,Power Finance Corporation Ltd,INE134E01011,A
AHLUCONT,Ahluwalia Contracts (India) Ltd,INE758C01029,B
TFL,Transwarranty Finance Ltd,INE804H01012,B
INDIANB,Indian Bank,INE562A01011,A
SMSPHARMA,SMS Pharmaceuticals Ltd,INE812G01025,B
ORIENTALTL,Oriental Trimex Ltd,INE998H01012,B
ELAND,E-Land Apparel Ltd,INE311H01018,X
IDEA,Vodafone Idea Ltd,INE669E01016,A
JAGJANANI,Jagjanani Textiles Ltd,INE702H01018,X
RAJTV,Raj Television Network Ltd,INE952H01027,B
PAGEIND,Page Industries Ltd,INE761H01022,A
AMDIND,AMD Industries Ltd,INE005I01014,B
LEHAR,Lehar Footwears Ltd,INE976H01018,X
ASTRAL,Astral Ltd,INE006I01046,A
EMBDL,Embassy Developments Ltd,INE069I01010,A
CAMLINFINE,Camlin Fine Sciences Ltd,INE052I01032,A
ICRA,ICRA Ltd,INE725G01011,B
DISHTV,Dish TV India Ltd,INE836F01026,T
SAHYADRI,Sahyadri Industries Ltd,INE280H01015,B
SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Ltd,INE917H01012,B
FORTIS,Fortis Healthcare Ltd,INE061F01013,A
TGBHOTELS,TGB Banquets and Hotels Ltd,INE797H01018,B
HILTON,Hilton Metal Forging Ltd,INE788H01017,T
DELTACORP,Delta Corp Ltd,INE124G01033,A
MICEL,MIC Electronics Ltd,INE287C01037,B
INSECTICID,Insecticides (India) Ltd,INE070I01018,B
ASAHISONG,Asahi Songwon Colors Ltd,INE228I01012,B
HARYNACAP,Haryana Capfin Ltd,INE928H01019,X
TIMETECHNO,Time Technoplast Ltd,INE508G01029,A
HGS,Hinduja Global Solutions Ltd,INE170I01016,B
NELCAST,Nelcast Ltd,INE189I01024,B
V2RETAIL,V2 Retail Ltd,INE945H01021,B
DLF,DLF Ltd,INE271C01023,A
TARMAT,Tarmat Ltd,INE924H01018,B
ANKITMETAL,Ankit Metal & Power Ltd,INE106I01010,Z
SPARC,Sun Pharma Advanced Research Company Ltd,INE232I01014,B
HDIL,Housing Development and Infrastructure Ltd,INE191I01012,Z
ADSL,Allied Digital Services Ltd,INE102I01027,B
ALPA,Alpa Laboratories Ltd,INE385I01010,B
SSLEL,Sir Shadi Lal Enterprises Ltd,INE117H01019,X
OMAXE,Omaxe Ltd,INE800H01010,B
REFEX,Refex Industries Ltd,INE056I01025,A
CENTRALBK,Central Bank of India,INE483A01010,A
SELMC,SEL Manufacturing Company Ltd,INE105I01020,B
ASIANTILES,Asian Granito India Ltd,INE022I01019,B
KPRMILL,K.P.R. Mill Limited,INE930H01031,A
TAKE,Take Solutions Ltd,INE142I01023,T
PURVA,Puravankara Ltd,INE323I01011,B
MOTILALOFS,Motilal Oswal Financial Services Ltd,INE338I01027,A
VTMLTD,VTM Ltd,INE222F01029,X
INDOWIND,Indowind Energy Ltd,INE227G01018,T
NAGREEKCAP,Nagreeka Capital & Infrastructure Ltd,INE245I01016,T
MAGNUM,Magnum Ventures Ltd,INE387I01016,B
POWERGRID,Power Grid Corporation of India Ltd,INE752E01010,A
KSCL,Kaveri Seed Company Ltd,INE455I01029,A
PAISALO,Paisalo Digital Ltd,INE420C01059,A
CCCL,Consolidated Construction Consortium Ltd,INE429I01024,B
SUPREMEINF,Supreme Infrastructure India Ltd,INE550H01011,B
MAANALU,Maan Aluminium Ltd,INE215I01027,B
IL&FSENGG,IL&FS Engineering and Construction Company Ltd,INE369I01014,Z
PARLEIND,Parle Industries Ltd,INE272G01014,X
RELIGARE,Religare Enterprises Ltd,INE621H01010,A
BVCL,Barak Valley Cements Ltd,INE139I01011,B
RATHIBAR,Rathi Bars Ltd,INE575I01016,X
ADANIPORTS,Adani Ports and Special Economic Zone Ltd,INE742F01042,A
EDELWEISS,Edelweiss Financial Services Ltd,INE532F01054,A
RGL,Renaissance Global Ltd,INE722H01024,B
KOLTEPATIL,Kolte-Patil Developers Ltd,INE094I01018,B
KAUSHALYA,Kaushalya Infrastructure Development Corporation Ltd,INE234I01028,B
JYOTHYLAB,Jyothy Labs Ltd,INE668F01031,A
ECLERX,eClerx Services Ltd,INE738I01010,A
TARIL,Transformers and Rectifiers (India) Ltd,INE763I01026,A
BRIGADE,Brigade Enterprises Ltd,INE791I01019,A
BGRENERGY,BGR Energy Systems Ltd,INE661I01014,T
MANAKSIA,Manaksia Ltd,INE015D01022,B
PORWAL,Porwal Auto Components Ltd,INE386I01018,X
PPAP,PPAP Automotive Ltd,INE095I01015,B
ARIES,Aries Agro Ltd,INE298I01015,B
KUANTUM,Kuantum Papers Ltd,INE529I01021,B
RPOWER,Reliance Power Ltd,INE614G01033,A
JKIL,J. Kumar Infraprojects Ltd,INE576I01022,A
CORDSCABLE,Cords Cable Industries Ltd,INE792I01017,B
KNRCON,KNR Constructions Ltd,INE634I01029,A
ONMOBILE,OnMobile Global Ltd,INE809I01019,B
SEPC,SEPC Ltd,INE964H01014,B
BANG,Bang Overseas Ltd,INE863I01016,B
IRB,IRB Infrastructure Developers Ltd,INE821I01022,A
GSS,GSS Infotech Ltd,INE871H01011,T
NAHARCAP,Nahar Capital and Financial Services Ltd,INE049I01012,B
VGUARD,V-Guard Industries Ltd,INE951I01027,A
RECLTD,REC Ltd,INE020B01018,A
GOKAKTEX,Gokak Textiles Ltd,INE642I01014,X
TITAGARH,Titagarh Rail Systems Ltd,INE615H01020,A
KIRIINDUS,Kiri Industries Ltd,INE415I01015,A
BIRLAMONEY,Aditya Birla Money Ltd-$,INE865C01022,B
TELOGICA,Telogica Ltd,INE778I01024,XT
JAIBALAJI,Jai Balaji Industries Ltd,INE091G01026,T
BAJAJ-AUTO,Bajaj Auto Ltd,INE917I01010,A
BAJAJFINSV,Bajaj Finserv Ltd,INE918I01026,A
GOKUL,Gokul Refoils & Solvent Ltd,INE020J01029,B
RPGLIFE,RPG Life Sciences Ltd,INE105J01010,B
SENSEX1,Kotak S&P BSE Sensex ETF,INF174KA1JD7,A
NIRAJ,Niraj Cement Structurals Ltd,INE368I01016,T
BAFNAPH,Bafna Pharmaceuticals Ltd,INE878I01022,B
CHLLTD,CHL Ltd,INE790D01020,X
SEJALLTD,Sejal Glass Ltd,INE955I01044,T
ARCHIDPLY,Archidply Industries Ltd,INE877I01016,B
LOTUSEYE,Lotus Eye Hospital And Institute Ltd,INE947I01017,B
SOMICONVEY,Somi Conveyor Beltings Ltd,INE323J01019,B
LGBFORGE,LGB Forge Ltd,INE201J01017,XT
LPDC,Landmark Property Development Company Ltd,INE197J01017,B
SICAGEN,Sicagen India Ltd,INE176J01011,B
SIMPLXPAP,Simplex Papers Ltd,INE456H01029,X
20MICRONS,20 Microns Ltd,INE144J01027,B
ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,A
ALKALI,Alkali Metals Ltd,INE773I01017,B
ISGEC,ISGEC Heavy Engineering Ltd,INE858B01029,A
IMFA,Indian Metals & Ferro Alloys Ltd,INE919H01018,B
TPHQ,Teamo Productions HQ Ltd,INE065J01024,B
VEDAVAAG,VEDAVAAG Systems Ltd,INE359B01010,X
MOLDTKPAC,Mold-Tek Packaging Ltd,INE893J01029,B
MHRIL,Mahindra Holidays & Resorts India Ltd,INE998I01010,B
LANDSMILL,Landsmill Green Ltd,INE688J01023,B
ROML,Raj Oil Mills Ltd,INE294G01026,B
BENGALASM,Bengal & Assam Company Ltd,INE083K01017,B
ADANIPOWER,Adani Power Ltd,INE814H01029,A
NHPC,NHPC Ltd,INE848E01016,A
PEIL,Premier Energy and Infrastructure Ltd,INE429K01012,X
SURYAAMBA,Suryaamba Spinning Mills Ltd,INE360J01011,X
GLOBUSSPR,Globus Spirits Ltd,INE615I01010,B
OIL,Oil India Ltd,INE274J01014,A
SWANDEF,Swan Defence And Heavy Industries Ltd,INE542F01020,T
BTTL,Bhilwara Technical Textiles Ltd,INE274K01012,B
SPSL,Shree Precoated Steels Ltd,INE318K01025,X
EXPLEOSOL,Expleo Solutions Ltd,INE201K01015,B
RTNPOWER,RattanIndia Power Ltd,INE399K01017,A
DEN,Den Networks Ltd,INE947J01015,B
ASTEC,Astec Lifesciences Ltd,INE563J01010,B
DLINKINDIA,D-Link (India) Ltd,INE250K01012,B
JSWENERGY,JSW Energy Ltd,INE121E01018,A
YUNIKM,Yunik Managing Advisors Ltd,INE143K01019,X
GODREJPROP,Godrej Properties Ltd,INE484J01027,A
DBCORP,D. B. Corp Ltd,INE950I01011,B
MBLINFRA,MBL Infrastructure Ltd,INE912H01013,B
JUBLFOOD,Jubilant FoodWorks Ltd,INE797F01020,A
VASCONEQ,Vascon Engineers Ltd,INE893I01013,T
THANGAMAYL,Thangamayil Jewellery Ltd,INE085J01014,A
DBREALTY,Valor Estate Ltd,INE879I01012,T
EMMBI,Emmbi Industries Ltd,INE753K01015,B
HATHWAY,Hathway Cable & Datacom Ltd,INE982F01036,B
TEXMOPIPES,Texmo Pipes and Products Ltd,INE141K01013,B
SUNDARAM,Sundaram Multi Pap Ltd,INE108E01023,B
COROENGG,Coromandel Engineering Company Ltd,INE312J01012,X
ROSSELLIND,Rossell India Ltd,INE847C01020,B
MANINFRA,Man Infraconstruction Ltd,INE949H01023,A
TAMBOLIIN,Tamboli Industries Ltd,INE864J01012,B
IL&FSTRANS,IL&FS Transportation Networks Ltd,INE975G01012,Z
PERSISTENT,Persistent Systems Ltd,INE262H01021,A
ISFT,Intrasoft Technologies Ltd,INE566K01011,B
KCPSUGIND,KCP Sugar & Industries Corporation Ltd,INE790B01024,B
KECL,Kirloskar Electric Company Ltd,INE134B01017,T
SATCH,Satchmo Holdings Ltd,INE639K01016,XT
TARAPUR,Tarapur Transformers Ltd,INE747K01017,B
SJVN,SJVN Ltd,INE002L01015,A
EMAMIPAP,Emami Paper Mills Ltd,INE830C01026,B
KRITINUT,Kriti Nutrients Ltd,INE798K01010,T
GKB,GKB Ophthalmics Ltd,INE265D01015,X
HMVL,Hindustan Media Ventures Ltd,INE871K01015,B
EMAMIREAL,Emami Realty Ltd,INE778K01012,T
AHLWEST,Asian Hotels (West) Ltd,INE915K01010,T
AHLEAST,Asian Hotels (East) Ltd,INE926K01017,B
BAJAJCON,Bajaj Consumer Care Ltd,INE933K01021,B
PRAKASHSTL,Prakash Steelage Ltd,INE696K01024,B
GPPL,Gujarat Pipavav Port Ltd,INE517F01014,A
WELINV,Welspun Investments and Commercials Ltd,INE389K01018,T
WAAREEINDO,Indosolar Ltd,INE866K01023,T
HEALTHX,Health X Platform Ltd,INE019J01013,B
CPCAP,CP Capital Ltd,INE521J01018,T
RAMKY,Ramky Infrastructure Ltd,INE874I01013,B
GREENPOWER,Orient Green Power Company Ltd,INE999K01014,B
CANTABIL,Cantabil Retail India Ltd,INE068L01024,B
SEATV,Sea TV Network Ltd,INE351L01016,X
WABAG,VA Tech Wabag Ltd,INE956G01038,A
BEDMUTHA,Bedmutha Industries Ltd,INE844K01012,B
ASHOKA,Ashoka Buildcon Ltd,INE442H01029,A
JWL,Jupiter Wagons Ltd,INE209L01016,A
OBEROIRLTY,Oberoi Realty Ltd,INE093I01010,A
PRESTIGE,Prestige Estates Projects Ltd,INE811K01011,A
SHAH,Shah Metacorp Ltd,INE482J01021,B
COALINDIA,Coal India Ltd,INE522F01014,A
GRAVITA,Gravita India Ltd,INE024L01027,A
RPPINFRA,R P P Infra Projects Ltd,INE324L01013,B
RDBIPL,RDB Infrastructure And Power Ltd,INE245L01028,X
MOIL,Moil Ltd,INE490G01020,A
ZEELEARN,Zee Learn Ltd,INE565L01011,B
KTIL,Kesar Terminals & Infrastructure Ltd,INE096L01025,X
A2ZINFRA,A2Z Infra Engineering Ltd,INE619I01012,B
KIRLOSENG,Kirloskar Oil Engines Ltd,INE146L01010,A
RKDL,Ravi Kumar Distilleries Ltd,INE722J01012,B
PSB,Punjab & Sind Bank,INE608A01012,B
FMNL,Future Market Networks Ltd,INE360L01017,T
SURANASOL,Surana Solar Ltd,INE272L01022,B
SHEKHAWATI,Shekhawati Industries Ltd,INE268L01046,T
KICL,Kalyani Investment Company Ltd,INE029L01018,B
BFINVEST,BF Investment Ltd,INE878K01010,B
SUMMITSEC,Summit Securities Ltd,INE519C01017,B
INOVSYNTH,Innovassynth Technologies (India) Ltd,INE690J01011,X
STEL,STEL Holdings Ltd,INE577L01016,B
TEXRAIL,Texmaco Rail & Engineering Ltd,INE621L01012,A
INDTERRAIN,Indian Terrain Fashions Ltd,INE611L01021,B
FCL,Fineotex Chemical Ltd,INE045J01034,B
DHUNINV,Dhunseri Investments Ltd,INE320L01011,B
ZENTEC,ZEN Technologies Ltd,INE251B01027,A
LOVABLE,Lovable Lingerie Ltd,INE597L01014,B
PFS,PTC India Financial Services Ltd,INE560K01014,B
MUTHOOTFIN,Muthoot Finance Ltd,INE414G01012,A
TRUEGREEN,True Green Bio Energy Ltd,INE672K01025,XT
VMS,VMS Industries Ltd,INE932K01015,X
KARMAENG,Karma Energy Ltd,INE725L01011,B
DELPHIFX,Delphi World Money Ltd,INE726L01027,B
RUSHIL,Rushil Decor Ltd,INE573K01025,B
ENKEIWHEL,Enkei Wheels (India) Ltd,INE130L01014,X
KRIDHANINF,Kridhan Infra Ltd,INE524L01026,B
INVENTURE,Inventure Growth & Securities Ltd,INE878H01024,B
LTF,L&T Finance Ltd,INE498L01015,A
IBULLSLTD,Indiabulls Ltd,INE126M01010,T
TREEHOUSE,Tree House Education & Accessories Ltd,INE040M01013,B
BROOKS,Brooks Laboratories Ltd,INE650L01011,T
RUPA,Rupa & Company Ltd,INE895B01021,B
TDPOWERSYS,TD Power Systems Ltd,INE419M01027,A
APLLTD,Alembic Pharmaceuticals Ltd,INE901L01018,A
VASWANI,Vaswani Industries Ltd,INE590L01019,B
PGEL,PG Electroplast Ltd,INE457L01029,A
LESHAIND,Lesha Industries Ltd,INE050L01048,X
RDBRL,RDB Rasayans Ltd,INE123M01017,X
TIJARIA,Tijaria Polypipes Ltd,INE440L01017,T
ONELIFECAP,Onelife Capital Advisors Ltd,INE912L01015,T
FLEXITUFF,Flexituff Ventures International Ltd,INE060J01017,B
UEL,Ujaas Energy Ltd,INE899L01030,B
TRITURBINE,Triveni Turbine Ltd,INE152M01016,A
INDOTHAI,Indo Thai Securities Ltd,INE337M01021,B
ESSARSHPNG,Essar Shipping Ltd,INE122M01019,B
APLAPOLLO,APL Apollo Tubes Ltd,INE702C01027,A
GPTINFRA,GPT Infraprojects Ltd,INE390G01014,B
FERVENTSYN,Fervent Synergies Ltd,INE258M01011,X
THOMASCOTT,Thomas Scott (India) Ltd,INE480M01011,B
TERASOFT,Tera Software Ltd,INE482B01010,B
PMCFIN,PMC Fincorp Ltd,INE793G01035,X
FUTSOL,Futuristic Solutions Ltd,INE241F01011,X
AIML,Alliance Integrated Metaliks Ltd,INE123D01024,X
RHIM,Rhi Magnesita India Ltd,INE743M01012,A
MCX,Multi Commodity Exchange of India Ltd,INE745G01043,A
PYXISFIN,Pyxis Finvest Ltd,INE883L01018,MT
SCHNEIDER,Schneider Electric Infrastructure Ltd,INE839M01018,A
OLPCL,Olympic Cards Ltd,INE550L01013,X
NBCC,NBCC (India) Ltd,INE095N01031,A
MTEDUCARE,MT Educare Ltd,INE472M01018,T
HEXATRADEX,Hexa Tradex Ltd,INE750M01017,B
MAXHEIGHTS,Max heights Infrastucture Ltd,INE393F01010,X
TBZ,Tribhovandas Bhimji Zaveri Ltd,INE760L01018,B
VSSL,Vardhman Special Steels Ltd,INE050M01012,B
LOOKS,Looks Health Services Ltd,INE204N01013,X
SPECIALITY,Speciality Restaurants Ltd,INE247M01014,B
LYPSAGEMS,Lypsa Gems & Jewellery Ltd,INE142K01011,B
RTNINDIA,Rattanindia Enterprises Ltd,INE834M01019,A
SAMPANN,Sampann Utpadan India Ltd,INE735M01018,B
JTLIND,JTL Industries Ltd,INE391J01032,B
AMTL,Advance Metering Technology Ltd,INE436N01029,X
NECCLTD,North Eastern Carrying Corporation Ltd,INE553C01016,B
WAAREERTL,Waaree Renewable Technologies Ltd,INE299N01021,A
JUPITERIN,Jupiter Infomedia Ltd,INE524N01014,XT
VINAYAKPOL,Vinayak Polycon International Ltd,INE581M01016,X
JOINTECAED,Jointeca Education Solutions Ltd,INE131N01018,MT
DUCON,Ducon Infratechnologies Ltd,INE741L01018,T
PROZONER,Prozone Realty Ltd,INE195N01013,B
SRGHFL,SRG Housing Finance Ltd,INE559N01010,B
COMCL,Comfort Commotrade Ltd,INE456N01019,XT
SHANTIGURU,Shanti Guru Industries Ltd,INE892L01019,M
CASPIAN,Caspian Corporate Services Ltd,INE176N01039,XT
AERPACE,Aerpace Industries Ltd,INE175N01023,X
VIRTUALG,Virtual Global Education Ltd,INE247C01023,X
ZUARI,Zuari Agro Chemicals Ltd,INE840M01016,B
STEELXIND,Steel Exchange India Ltd,INE503B01021,B
TRIOMERC,Trio Mercantile & Trading Ltd,INE234G01022,X
CDG,CDG Petchem Ltd,INE198N01017,XT
CARERATING,CARE Ratings Ltd,INE752H01013,A
PCJEWELLER,PC Jeweller Ltd,INE785M01021,A
INDUSTOWER,Indus Towers Ltd,INE121J01017,A
COVIDH,Covidh Technologies Ltd,INE899M01020,XT
VMART,V-Mart Retail Ltd,INE665J01013,A
NIBE,NIBE Ltd,INE149O01018,B
MUKTA,Mukta Agriculture Ltd,INE160O01031,X
MYSTICELE,Mystic Electronics Ltd,INE159O01033,X
COMFINCAP,Comfort Fincap Ltd,INE274M01026,X
SBISENSEX,SBI Mutual Fund - SBI Sensex ETF,INF200K01VT2,A
BMAL,Bothra Metals & Alloys Ltd,INE583M01012,M
REPCOHOME,Repco Home Finance Ltd,INE612J01015,B
LAKHOTIA,Lakhotia Polyesters (India) Ltd,INE191O01010,X
GCMSECU,GCM Securities Ltd,INE168O01026,B
NIBL,NRB Industrial Bearings Ltd,INE047O01014,B
PRIMECAPM,Prime Capital Market Ltd,INE748D01010,X
KIFS,KIFS Financial Services Ltd,INE902D01013,X
SREEL,Sreeleathers Ltd,INE099F01013,B
SHARDAMOTR,Sharda Motor Industries Ltd,INE597I01028,B
BINNYMILLS,Binny Mills Ltd,INE160L01011,XT
SVGLOBAL,S V Global Mill Ltd,INE159L01013,X
SDC,SDC Techmedia Ltd,INE807O01011,MT
JUSTDIAL,Just Dial Ltd,INE599M01018,A
OONE,ObjectOne Information Systems Ltd,INE860E01011,X
IFINSEC,India Finsec Ltd,INE474O01010,X
BRAHMINFRA,Brahmaputra Infrastructure Ltd,INE320I01017,X
AMPVOLTS,Ampvolts Ltd,INE989J01017,XT
KHOOBSURAT,Khoobsurat Ltd,INE731G01027,X
ORIENTCEM,Orient Cement Ltd,INE876N01018,A
ABFRL,Aditya Birla Fashion and Retail Ltd,INE647O01011,A
SAMMAANCAP,Sammaan Capital Ltd,INE148I01020,A
MMLF,Money Masters Leasing & Finance Ltd,INE340O01021,B
ALSL,Alacrity Securities Ltd,INE030P01017,B
GCMCOMM,GCM Commodity & Derivatives Ltd,INE200P01016,M
ESSENTIA,Integra Essentia Ltd,INE418N01035,T
JULIEN,Julien Agro Infratech Ltd,INE890N01027,X
TIGERLOGS,Tiger Logistics (India) Ltd,INE906O01029,T
JKAGRI,JK Agri Genetics Ltd,INE690O01011,X
FLFL,Future Lifestyle Fashions Ltd,INE452O01016,Z
NOVELIX,Novelix Pharmaceuticals Ltd,INE314I01036,X
PVVINFRA,PVV Infra Ltd,INE428B01021,X
VCU,VCU Data Management Ltd,INE962O01014,XT
INDRENEW,IND Renewable Energy Ltd,INE138O01029,Z
SRGFFL,SRG Fingrow Finance Ltd,INE326P01019,M
ACFSL,Amrapali Capital and Finance Services Ltd,INE218P01018,MT
STELLAR,Stellar Capital Services Ltd,INE325P01011,M
