scrip_id,Scrip_Name,ISIN_NUMBER,GROUP
BRADYM,Brady & Morris Engineering Company Ltd,INE856A01017,X
LATIMMETAL,La Tim Metal & Industries Ltd,INE501N01020,X
ELECON,Elecon Engineering Company Ltd,INE205B01031,A
GRAUWEIL,Grauer & Weil India Ltd-$,INE266D01021,B
HIMTEK,Him Teknoforge Ltd,INE705G01021,X
GABRIEL,Gabriel India Ltd-$,INE524A01029,A
HERCULES,Hercules Investments Ltd,INE688E01024,X
ALGOQUANT,Algoquant Fintech Ltd,INE598D01035,B
IFBIND,IFB Industries Ltd,INE559A01017,B
SINGERIND,Singer India Ltd,INE638A01035,B
INTLCOMBQ,International Combustion India Ltd,INE403C01014,X
FMGOETZE,Federal-Mogul Goetze (India) Ltd,INE529A01010,B
JOSTS,Josts Engineering Company Ltd,INE636D01041,X
SCHAEFFLER,Schaeffler India Ltd,INE513A01022,A
RANEHOLDIN,Rane Holdings Ltd,INE384A01010,B
ROLCOEN,Rolcon Engineering Company Ltd,INE775R01013,P
SNL,SNL Bearings Ltd,INE568F01017,X
JAIPAN,Jaipan Industries Ltd,INE058D01030,X
MANCREDIT,Mangal Credit and Fincorp Ltd,INE545L01039,B
TRF,TRF Ltd-$,INE391D01019,B
WPIL,WPIL Ltd,INE765D01022,B
KENNAMET,Kennametal India Ltd-$,INE717A01029,B
HINDHARD,Hindustan Hardy Ltd,INE724D01011,X
TRITONV,Triton Valves Ltd,INE440G01017,X
SUDAI,Sudal Industries Ltd,INE618D01015,X
PRAKASH,Prakash Industries Ltd,INE603A01013,B
HVL,Hariyana Ventures Ltd,INE219D01012,ZP
ZPRBHSTE,Prabhu Steel Industries Ltd,INE821R01015,XT
ARSHIYA,Arshiya Ltd,INE968D01022,Z
GRINDWELL,Grindwell Norton Ltd-$,INE536A01023,A
LAKPRE,Lakshmi Precision Screws Ltd,INE651C01018,Z
STANROS,Stanrose Mafatlal Investments & Finance Ltd,INE441L01015,X
GENESYS,Genesys International Corporation Ltd,INE727B01026,B
ALNATRD,Alna Trading & Exports Ltd,INE07I701011,P
VOLKAI,Kairosoft AI Solutions Ltd,INE820M01018,XT
PARNAXLAB,Parnax Lab Ltd,INE383L01019,X
GOURMET,Gourmet Gateway India Ltd,INE512D01028,X
VIVIDHA,Visagar Polytex Ltd,INE370E01029,B
ISHWATR,Ishwarshakti Holdings & Traders Ltd,INE073I01012,XT
TERRAFORM,Terraform Magnum Ltd,INE122V01010,P
APIS,Apis India Ltd,INE070K01014,X
VELOX,Velox Shipping and Logistics Ltd,INE092P01017,XT
EMERGENT,Emergent Industrial Solutions Ltd,INE668L01013,XT
KANANIIND,Kanani Industries Ltd,INE879E01037,B
GSLTD,Galaxy Supermarket Ltd-$,INE403B01016,X
ZSARVAMA,Sarvamangal Mercantile Company Ltd,INE978L01016,XT
ARIHANTSUP,Arihant Superstructures Ltd,INE643K01018,B
VIKSHEN,Viksit Engineering Ltd,INE965V01020,XT
BLISSGVS,Bliss GVS Pharma Ltd,INE416D01022,B
STYRENIX,Styrenix Performance Materials Ltd,INE189B01011,A
ALEMBICLTD,Alembic Ltd,INE426A01027,B
AMNPLST,Amines & Plasticizers Ltd,INE275D01022,B
ANUHPHR,Anuh Pharma Ltd,INE489G01022,B
MODISONLTD,Modison Ltd-$,INE737D01021,B
BAYERCROP,Bayer CropScience Ltd,INE462A01022,A
STARSOURCE,Star Source Multi Trade Ltd,INE320M01019,X
CITURGIA,Citurgia Biochemicals Ltd,INE795B01031,X
SUDARCOLOR,Sudarshan Colorants India Ltd,INE492A01029,B
COROMANDEL,Coromandel International Ltd,INE169A01031,A
DEEPAKNTR,Deepak Nitrite Ltd-$,INE288B01029,A
DMCC,DMCC Speciality Chemicals Ltd,INE505A01010,B
FERMENTA,Fermenta Biotech Ltd,INE225B01021,B
GOCLCORP,GOCL Corporation Ltd-$,INE077F01035,B
JAYCH,Jayshree Chemicals Ltd,INE693E01016,X
KANORICHEM,Kanoria Chemicals & Industries Ltd,INE138C01024,T
KELENRG,KELTECH Energies Ltd,INE881E01017,X
KEMP,Kemp & Company Ltd,INE060E01018,X
NITTAGELA,Nitta Gelatin India Ltd-$,INE265B01019,B
MPAGI,MP Agro Industries Ltd,INE468C01017,X
AGVENTURES,AG Ventures Ltd-$,INE321D01016,X
PBGLOBAL,PB Global Ltd,INE615W01011,XT
PCBL,PCBL Chemical Ltd,INE602A01031,A
AMAL,Amal Ltd,INE841D01013,B
POLYCHEM,Polychem Ltd,INE752B01024,X
PUNJABCHEM,Punjab Chemicals & Crop Protection Ltd-$,INE277B01014,B
ZR2,ZR2 Bioenergy Ltd,INE218N01021,XT
SADHNANIQ,Sadhana Nitro Chem Ltd,INE888C01040,T
SUDARSCHEM,Sudarshan Chemical Industries Ltd,INE659A01023,A
TECILCHEM,Tecil Chemicals & Hydro Power Ltd,INE014B01011,B
ULTRAMAR,Ultramarine & Pigments Ltd-$,INE405A01021,B
TRANSPEK,Transpek Industry Ltd-$,INE687A01016,B
UNICHEMLAB,Unichem Laboratories Ltd,INE351A01035,B
MYSORPETRO,Mysore Petro Chemicals Ltd-$,INE741A01011,X
ALKYLAMINE,Alkyl Amines Chemicals Ltd-$,INE150B01039,A
TUTIALKA,Tuticorin Alkali Chemicals And Fertilizers Ltd,INE400A01014,X
ASTRAZEN,AstraZeneca Pharma India Ltd,INE203A01020,A
PRIMO,Primo Chemicals Ltd,INE607A01022,B
TANFACIND,TANFAC Industries Ltd-$,INE639B01023,B
GUJPETR,Gujarat Petrosynthese Ltd,INE636P01011,X
SWADEIN,Swadeshi Industries & Leasing Ltd,INE716M01034,XT
GUJTHEM,Gujarat Themis Biosyn Ltd,INE942C01045,B
SCBL,Saptak Chem And Business Ltd,INE467X01023,XT
MAKERSL,Makers Laboratories Ltd-$,INE987A01010,X
CONTCHM,Continental Chemicals Ltd,INE423K01015,X
JBCHEPHARM,JB Chemicals & Pharmaceuticals Ltd,INE572A01036,A
IGLFXPL-B,Indo Gulf Industries Ltd,INE684U01011,P
ADVPETR-B,Advance Petrochemicals Ltd,INE334N01018,XT
RAJSPTR,Rajasthan Petro Synthetics Ltd,INE374C01017,P
APTPACK,Apt Packaging Ltd,INE046E01025,XT
BLUECHIPT,Bluechip Tex Industries Ltd,INE472D01017,X
JAGAJITIND,Jagatjit Industries Ltd,INE574A01016,X
KESARENT,Kesar Enterprises Ltd-$,INE133B01027,X
TI,Tilaknagar Industries Ltd-$,INE133E01013,A
EMERALL,Emerald Leisures Ltd,INE044N01021,X
RAVALSUGAR,The Ravalgaon Sugar Farm Ltd,INE615A01025,X
SAKHTISUG,Sakthi Sugars Ltd,INE623A01011,B
WALCHANNAG,Walchandnagar Industries Ltd,INE711A01022,B
IFBAGRO,IFB Agro Industries Ltd,INE076C01018,T
KFBL,Kothari Fermentation & Biochem Ltd,INE991B01010,X
CAPRO,Caprolactam Chemicals Ltd,INE470N01010,X
GMBREW,GM Breweries Ltd,INE075D01018,B
RANASUG,Rana Sugars Ltd,INE625B01014,B
PICCASUG,Piccadily Sugar & Allied Industries Ltd,INE544C01023,X
SDBL,Som Distilleries & Breweries Ltd,INE480C01038,B
CJGEL,CJ Gelatine Products Ltd,INE557D01015,X
ASALCBR,Associated Alcohols & Breweries Ltd,INE073G01016,B
THAKKERS,Thakkers Group Ltd,INE04VT01017,X
CORAGRO,Coromandel Agro Products & Oils Ltd,INE495D01018,P
FOODSIN,Foods & Inns Ltd,INE976E01023,B
IVP,IVP Ltd,INE043C01018,B
KLRFM,Kovilpatti Lakshmi Roller Flour Mills Ltd,INE014E01015,X
OLYOI,Olympic Oil Industries Ltd,INE286E01019,X
MLKFOOD,Milkfood Ltd,INE588G01021,X
POLSON,Polson Ltd,INE339F01021,X
SIGNGCL,Signature Green Corporation Ltd,INE131O01024,X
WIPRO,Wipro Ltd,INE075A01022,A
ORIBEVER,Orient Beverages Ltd,INE247F01018,X
DHANUKA,Dhanuka Agritech Ltd,INE435G01025,B
TTKHLTCARE,TTK Healthcare Ltd-$,INE910C01018,B
TGVSL,TGV Sraac Ltd,INE284B01028,B
LIMECHM,Lime Chemicals Ltd,INE891G01011,X
KANPRPLA,Kanpur Plastipack Ltd,INE694E01014,B
TAINWALCHM,Tainwala Chemicals and Plastics (India) Ltd,INE123C01018,B
JAGSNPHARM,Jagsonpal Pharmaceuticals Ltd,INE048B01035,B
KHAICHEM,Khaitan Chemicals & Fertilizers Ltd,INE745B01028,T
UNTTEMI,United Leasing & Industries Ltd,INE357P01014,P
NOL,National Oxygen Ltd,INE296D01010,X
GILLETTE,Gillette India Ltd,INE322A01010,A
WIREFABR,Wires & Fabriks SA Ltd,INE469D01013,X
ANSALHSG,Ansal Housing Ltd-$,INE880B01015,X
COMPUPN,Computer Point Ltd,INE607B01012,X
MCCHRLS-B,Mac Charles India Ltd,INE435D01014,B
ADDIND,Addi Industries Ltd-$,INE757C01021,X
PIONRINV,Pioneer Investcorp Ltd,INE746D01014,B
ASHNOOR,Ashnoor Textile Mills Ltd,INE372I01018,X
UNITECH,Unitech Ltd,INE694A01020,B
VIPIND,VIP Industries Ltd-$,INE054A01027,A
FIBERWEB,Fiberweb India Ltd,INE296C01020,B
GYFTR,Gyftr Ltd,INE724A01017,B
EASTBUILD,East Buildtech Ltd,INE706N01017,X
MNPLFIN,Manipal Finance Corporation Ltd,INE798E01013,P
BAJAJST,Bajaj Steel Industries Ltd,INE704G01024,B
KIDUJA,Kiduja India Ltd,INE845A01028,X
KEYCORP,Key Corporation Ltd,INE130F01016,X
SHIKHARLETR,Shikhar Leasing & Trading Ltd,INE02BV01019,XT
GUJHOTE,Gujarat Hotels Ltd,INE621C01011,X
FYNX,Fynx Capital Ltd,INE455H01021,X
RASRESOR,Ras Resorts & Apart Hotels Ltd,INE651D01016,X
JOLYPLS,Jolly Plastic Industries Ltd,INE289M01016,XT
PARMCOS-B,Paramount Cosmetics India Ltd,INE143I01013,X
JINDHOT,Jindal Hotels Ltd,INE726D01016,X
DESIFARMS,Desi Farms India Ltd,INE358F01013,XT
JPTRLES,Jupiter Industries & Leasing Ltd,INE990E01016,P
SIMMOND,Simmonds Marshall Ltd,INE657D01021,XT
BNALTD,B & A Ltd,INE489D01011,B
HAWKINCOOK,Hawkins Cookers Ltd-$,INE979B01015,B
WARRENTEA,Warren Tea Ltd-$,INE712A01012,X
COCHMAL,Cochin Malabar Estates & Industries Ltd,INE788M01017,X
BESTEAST,Best Eastern Hotels Ltd,INE553F01035,X
NEAGI,Neelamalai Agro Industries Ltd,INE605D01012,B
ISTLTD,I S T Ltd,INE684B01029,B
COSMOFIRST,Cosmo First Ltd,INE757A01017,B
NEWMKTAVE,New Markets Avenue Ltd,INE800K01014,XT
APOLLOHOSP,Apollo Hospitals Enterprise Ltd,INE437A01024,A
NITINCAST,Nitin Castings Ltd,INE861H01020,X
NEXOME,Nexome Capital Markets Ltd,INE641A01013,X
EVERESTIND,Everest Industries Ltd,INE295A01018,B
IRONWOOD,Ironwood Education Ltd,INE791H01011,X
AYMSYNTEX,AYM Syntex Ltd,INE193B01039,B
PANCARBON,Panasonic Carbon India Company Ltd-$,INE013E01017,X
FINKURVE,Finkurve Financial Services Ltd,INE734I01027,B
HBLEAS,HB Leasing & Finance Company Ltd,INE549B01016,X
SHRICON,Shricon Industries Ltd,INE753D01010,XT
SULABEN,Sulabh Engineers & Services Ltd,INE673M01029,X
FRONTCAP,Frontier Capital Ltd,INE977E01013,X
NAVNETEDUL,Navneet Education Ltd,INE060A01024,B
KEDIACN,Kedia Construction Company Ltd,INE511J01027,XT
TRANOCE,Transoceanic Properties Ltd,INE074J01018,XT
AUSOMENT,AuSom Enterprise Ltd,INE218C01016,T
THAKRAL,Thakral Services India Ltd,INE190F01028,X
RUCHINFRA,Ruchi Infrastructure Ltd,INE413B01023,B
GOLDLEG,Golden Legand Leasing & finance Ltd,INE088E01019,X
VJTFEDU,VJTF Eduservices Ltd,INE117F01013,X
VOLLF,Voltaire Leasing & Finance Ltd,INE763D01019,X
NETLINK,Netlink Solutions India Ltd,INE040F01033,X
TRILIANCE,Triliance Polymers Ltd,INE778N01016,XT
LANCORHOL,Lancor Holdings Ltd,INE572G01025,B
INDINFO,Indian Infotech & Software Ltd,INE300B01022,X
BANASFN,Banas Finance Ltd,INE521L01030,X
VISAKAIND,Visaka Industries Ltd,INE392A01021,B
INFOMEDIA,Infomedia Press Ltd,INE669A01022,B
HATHWAYB,Hathway Bhawani Cabletel & Datacom Ltd,INE525B01016,X
GUFICBIO,Gufic Biosciences Ltd,INE742B01025,B
GRPLTD,GRP Ltd,INE137I01015,B
INDAG,Indag Rubber Ltd-$,INE802D01023,X
MMRUBBR-B,MM Rubber Company Ltd,INE159E01026,X
PTL,PTL Enterprises Ltd-$,INE034D01049,B
TVSSRICHAK,TVS Srichakra Ltd-$,INE421C01016,B
SEL,Sanathnagar Enterprises Ltd,INE367E01033,X
BENARAS,Benares Hotels Ltd,INE664D01019,B
BHAGWOX,Bhagawati Oxygen Ltd,INE026I01010,X
BOMOXY-B1,Bombay Oxygen Investments Ltd,INE01TL01014,X
CRAVATEX,Cravatex Ltd,INE145E01017,X
BERGEPAINT,Berger Paints India Ltd,INE463A01038,A
CAPRIHANS,Caprihans India Ltd-$,INE479A01018,X
GRAPHITE,Graphite India Ltd,INE371A01025,A
CEMPRO,Cemindia Projects Ltd,INE686A01026,A
EMPIND,Empire Industries Ltd,INE515H01014,X
GRAVISSHO,Graviss Hospitality Ltd,INE214F01026,B
GARFIBRES,Garware Technical Fibres Ltd,INE276A01018,A
GARWAMAR,Garware Marine Industries Ltd,INE925D01014,X
GOACARBON,Goa Carbon Ltd-$,INE426D01013,B
HARDCAS,Hardcastle & Waud Manufacturing Company Ltd,INE722D01015,X
HEG,HEG Ltd,INE545A01024,A
HINDCOMPOS,Hindustan Composites Ltd,INE310C01029,B
ZHINDHSG,Hindustan Housing Company Ltd,INE083O01019,XT
BIRLANU,Birlanu Ltd,INE557A01011,B
INDIANCARD,Indian Card Clothing Company Ltd,INE061A01014,B
INTLCONV,International Conveyors Ltd,INE575C01027,B
JAYSREETEA,Jay Shree Tea & Industries Ltd,INE364A01020,B
KOTIC,Kothari Industrial Corporation Ltd,INE972A01020,B
MODRNSH,Modern Shares & Stockbrokers Ltd,INE370A01019,X
MAPROIN,Mapro Industries Ltd,INE848M01019,X
OSEASPR,Oseaspre Consultants Ltd,INE880P01015,XT
HUHTAMAKI,Huhtamaki India Ltd,INE275B01026,B
PREMSYN,Premier Synthetics Ltd,INE940N01012,X
RJSHAH,RJ Shah & Company Ltd,INE712Z01019,P
SHAHCON,Shah Construction Company Ltd,INE02C301011,X
SHALPAINTS,Shalimar Paints Ltd-$,INE849C01026,B
SINNAR,Sinnar Bidi Udyog Ltd,INE896E01023,XT
HINDMILL,Hindoostan Mills Ltd,INE832D01020,X
ZSOUTGAS,Southern Gas Ltd,INE532U01012,P
TECHCON,Technojet Consultants Ltd,INE881P01013,XT
SUPREMEIND,Supreme Industries Ltd,INE195A01028,A
THACKER,Thacker & Company Ltd,INE077P01034,B
TRADWIN,Trade Wings Ltd,INE961E01017,XT
UPHOT,UP Hotels Ltd,INE726E01014,X
VSTIND,VST Industries Ltd,INE710A01016,B
SWASTIVI,Swasti Vinayaka Synthetics Ltd,INE804A01025,X
MADHUSE,Madhusudan Securities Ltd,INE856D01011,X
YAMNINV,Yamini Investments Company Ltd,INE457N01025,XT
PREMCAP,Premier Capital Services Ltd,INE946K01023,X
ZMILGFIN,Milgrey Finance & Investments Ltd,INE679T01013,X
JINDRILL,Jindal Drilling & Industries Ltd,INE742C01031,B
ZARCOLEA,Arco Leasing Ltd,INE955S01019,XT
KUSUMEL,Kusam Electrical Industries Ltd,INE175Q01018,XT
JUMBFNL,Jumbo Finance Ltd,INE122N01017,XT
SAKTHIFIN,Sakthi Finance Ltd,INE302E01014,X
EASYFIN,Easy Fincorp Ltd,INE407F01018,Z
AEROENTER,Aeroflex Enterprises Ltd-$,INE065D01027,B
JMDVL,JMD Ventures Ltd,INE047E01031,X
TVOLCON,Tivoli Construction Ltd,INE747V01014,XT
SHIVATEX,Shiva Texyarn Ltd,INE705C01020,B
VBDESAI,V B Desai Financial Services Ltd,INE848D01018,X
QUADRANT,Quadrant Televentures Ltd-$,INE527B01020,XT
1STCUS,First Custodian Fund India Ltd,INE609B01018,X
KAMANWALA,Kamanwala Housing Construction Ltd,INE344D01018,X
WSFX,WSFx Global Pay Ltd,INE549D01012,X
ANJANIFOODS,Anjani Foods Ltd,INE096I01021,X
RKDAGRRTL,RKD Agri & Retail Ltd,INE552N01023,XT
PARSHWANA,Parshwanath Corporation Ltd,INE635I01018,X
RAJVI,Rajvi Logitrade Ltd,INE381N01019,X
MILLENNIUM,Millennium Online Solutions ( India ) Ltd,INE570N01025,X
ICDSLTD,ICDS Ltd,INE613B01010,B
CANFINHOME,Can Fin Homes Ltd,INE477A01020,A
MUNCAPM,Munoth Capital Markets Ltd,INE910G01027,XT
IVC,IL&FS Investment Managers Ltd,INE050B01023,B
SHRIRAMFIN,Shriram Finance Ltd,INE721A01047,A
CHOLAFIN,Cholamandalam Investment and Finance Company Ltd,INE121A01024,A
BOMTALKIES,Bombay Talkies Ltd,INE910D01024,X
SAGARSYST,Sagar Systech Ltd,INE771Z01015,XT
ICONIKSPEV,Iconik Sports And Events Ltd,INE088P01015,X
VLSFINANCE,VLS Finance Ltd,INE709A01018,B
INDCEMCAP,India Cements Capital Ltd,INE429D01017,X
ADMANUM,Ad-Manum Finance Ltd,INE556D01017,X
MEHIF,Mehta Integrated Finance Ltd,INE240B01012,X
INTRGLB,Inter Globe Finance Ltd,INE661M01016,X
MCLTD,Munoth Communication Ltd,INE410E01015,X
SHRISTI,Shristi Infrastructure Development Corporation Ltd,INE472C01027,X
CREST,Crest Ventures Ltd,INE559D01011,B
VAKRANGEE,Vakrangee Ltd-$,INE051B01021,B
GUJCRED,Gujarat Credit Corporation Ltd,INE034B01019,X
SYLPH,Sylph Industries Ltd,INE706F01021,XT
DHARFIN,Dharani Finance Ltd,INE899D01011,X
ALEXANDER,Alexander Stamps And Coin Ltd,INE191N01012,X
INDBANK,Indbank Merchant Banking Services Ltd,INE841B01017,B
SHRYDUS,Shrydus Industries Ltd,INE488C01015,X
BHARAT,Bharat Bhushan Finance & Commodity Brokers Ltd,INE900A01013,X
CAPTRUST,Capital Trust Ltd,INE707C01018,T
USHAKIRA,Ushakiran Finance Ltd,INE697C01011,X
VIVOBIOT,Vivo Bio Tech Ltd,INE380K01017,X
VEERHEALTH,Veerhealth Care Ltd,INE882C01035,X
PANINDIAC,Pan India Corporation Ltd,INE376A01032,X
SAHARAHOUS,Sahara Housingfina Corporation Ltd,INE135C01012,X
NDASEC,NDA Securities Ltd,INE026C01013,XT
SUPRATRE,Supra Trends Ltd,INE533B01028,X
GSBFIN,GSB Finance Ltd,INE777C01011,X
MORARKFI,Morarka Finance Ltd,INE367A01015,X
MONARCH,Monarch Networth Capital Ltd,INE903D01011,B
PROFINC,Pro Fin Capital Services Ltd,INE732K01027,Z
TEAMGTY,Team India Guaranty Ltd,INE289C01025,B
SANCF,Sanchay Finvest Ltd,INE654D01010,Z
CRESCENTIS,Crescentis Capital Ltd,INE754C01010,X
MANTRA,Mantra Capital Ltd,INE304E01010,X
BEFOUNDMOL,Befound Movement Ltd,INE425F01028,X
AVONMORE,Avonmore Capital & Management Services Ltd,INE323B01024,B
LIBORDFIN,Libord Finance Ltd,INE212B01011,X
YASHMGM,Yash Management & Satellite Ltd,INE216B01012,X
ARIHANTCAP,Arihant Capital Markets Ltd,INE420B01036,B
ISLCONSUL,ISL Consulting Ltd,INE569B01022,X
DCMFINSERV,DCM Financial Services Ltd,INE891B01012,T
RRFIN,RR Financial Consultants Ltd,INE229D01011,X
FEDDERSHOL,Fedders Holding Ltd,INE417D01020,B
SAMBHAAV,Sambhaav Media Ltd,INE699B01027,B
DJSSS,DJS Stock & Shares Ltd,INE234E01027,X
SUGALDAM,Sugal & Damani Share Brokers Ltd,INE309D01011,X
NETTLINX,Nettlinx Ltd,INE027D01019,X
BGIL,BGIL Films & Technologies Ltd,INE443D01018,X
SCANSTL,Scan Steels Ltd,INE099G01011,B
GICHSGFIN,GIC Housing Finance Ltd,INE289B01019,B
AJCON,Ajcon Global Services Ltd,INE759C01027,X
CHRTEDCA,Chartered Capital & Investment Ltd,INE953B01010,X
STANCAP,Standard Capital Markets Ltd,INE625D01028,X
YOGI,YOGI Ltd,INE290E01011,X
CUBIFIN,Cubical Financial Services Ltd,INE717D01023,XT
RELICTEC,Relic Technologies Ltd,INE452B01013,X
NIMBSPROJ,Nimbus Projects Ltd,INE875B01015,T
INVIGO,Invigorated Business Consulting Ltd,INE359A01012,X
BAIDFIN,Baid Finserv Ltd,INE020D01022,B
VIPULLTD,Vipul Ltd,INE946H01037,B
KZLFIN,KZ Leasing & Finance Ltd,INE006C01015,X
MEHSECU,Mehta Securities Ltd,INE241B01010,X
RFL,Ruparel Food Products Ltd,INE239B01014,XT
UGROCAP,Ugro Capital Ltd,INE583D01011,B
SAHLIBHFI,Shalibhadra Finance Ltd,INE861D01011,B
ABIRAFN,Abirami Financial Services India Ltd,INE195I01013,Z
MANSIFIN,Mansi Finance (Chennai) Ltd,INE094E01017,X
AASTAFIN,Aastamangalam Finance Ltd,INE819K01014,X
MUTHOOTCAP,Muthoot Capital Services Ltd,INE296G01013,B
MASTERTR,Master Trust Ltd,INE677D01037,B
ZNILKENG,Nilkanth Engineering Ltd,INE582V01015,P
EFCIL,EFC (I) Ltd,INE886D01026,B
SOBME,Sobhagya Mercantile Ltd,INE754D01018,X
TTGIL,Tomorrow Technologies Global Innovations Ltd,INE135H01029,X
ZSARACOM,Saraswati Commercial India Ltd,INE967G01019,B
WINROC,Winro Commercial India Ltd,INE837E01019,XT
ASGARD,Asgard Alcobev Ltd,INE767M01029,X
VEGA,Vega Jewellers Ltd,INE603D01017,XT
SKYBIOTECH,Skybiotech Healthcare Ltd,INE393H01016,X
TCC,TCC Concept Ltd,INE887D01016,B
ROYALIND,Royal India Corporation Ltd,INE510H01015,XT
DHANSAFAL,Dhansafal Finserve Ltd,INE195E01020,X
SHYAM,Ventura Guaranty Ltd,INE139J01019,P
TANDHANIN,Tandhan Industries Ltd,INE896J01014,XT
WARDHEALTH,Wardwizard Healthcare Ltd,INE048E01013,P
VISVEN,Vishvprabha Ventures Ltd,INE762D01011,X
MRUTR,Mrugesh Trading Ltd,INE738D01029,XT
DECNGOLD,Deccan Gold Mines Ltd,INE945F01025,B
UPL,UPL Ltd,INE628A01036,A
GDIL,Global Defence Industries Ltd,INE425H01016,XT
CRANESSOFT,Cranes Software International Ltd,INE234B01023,Z
SAICOM,Saianand Commercial Ltd,INE092G01024,X
EY,Eyantra Ventures Ltd,INE750G01019,XT
TRIPR,Triochem Products Ltd,INE331E01013,XT
NIDHGRN,Nidhi Granites Ltd,INE276H01013,XT
AVIVA,Aviva Industries Ltd,INE461H01011,X
ROSEMER,Rose Merc Ltd,INE649C01012,X
TWIROST,Twin Roses Trades & Agencies Ltd,INE436U01016,XT
SIGIND,Signet Industries Ltd,INE529F01035,B
KAJALSY,Kajal Synthetics & Silk Mills Ltd,INE956V01011,XT
AVANCE,Avance Technologies Ltd,INE758A01072,X
MLINDLTD,M Lakhamsi Industries Ltd,INE808W01012,XT
TERRAREAL,Terraform Realstate Ltd,INE123V01018,P
SECURKLOUD,Securekloud Technologies Ltd,INE650K01021,B
ABANSENT,Abans Enterprises Ltd,INE365O01028,T
VAMA,Vama Industries Ltd,INE685D01022,X
SUNTECK,Sunteck Realty Ltd,INE805D01034,A
BENTCOM,Bentley Commercial Enterprises Ltd,INE496M01017,P
SILVERO,Silveroak Commercials Ltd,INE798C01017,Z
CLASELE,Classic Electricals Ltd,INE02BR01017,XT
PRISMMEDI,Prism Medico and Pharmacy Ltd,INE730E01016,XT
SPVGLOBAL,SPV Global Trading Ltd,INE177E01010,XT
VERITAS,Veritas (India) Ltd,INE379J01029,XT
JAICORPLTD,Jai Corp Ltd,INE070D01027,B
ZNIVITRD,Nivi Trading Ltd,INE552F01011,P
ASHCAP,Ashirwad Capital Ltd,INE894A01026,X
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,INE895A01023,X
BAJGLOB,Bajaj Global Ltd,INE553H01015,XT
AVONMERC,Avon Mercantile Ltd,INE471D01019,XT
MMWL,Media Matrix Worldwide Ltd,INE200D01020,T
TASHIND,Tashi India Ltd,INE552H01017,XT
AUTOINT,Autoriders International Ltd,INE340U01010,X
ZSPEEDCO,Speedage Commercials Ltd,INE497M01015,P
BHAGYANGR,Bhagyanagar India Ltd,INE458B01036,T
CHMBBRW,Chambal Breweries & Distilleries Ltd,INE417N01011,XT
ZMANSOON,Mansoon Trading Company Ltd,INE776V01013,P
TYPHOON,Typhoon Holdings Ltd,INE2L3M01012,XT
SGMART,SG Mart Ltd,INE385F01024,B
ARAVALIS,Aravali Securities & Finance Ltd,INE068C01015,X
LEXGLOBAL,Lexora Global Ltd,INE745A01012,XT
CUPIDALBV,Cupid Breweries And Distilleries Ltd,INE108G01010,XT
ZSHERAPR,Sheraton Properties & Finance Ltd,INE495M01019,P
MAGANTR,Magnanimous Trade & finance Ltd,INE664N01018,XT
CRSL,Cressanda Railway Solutions Ltd,INE716D01033,X
STARTECK,Starteck Finance Ltd,INE992I01013,B
SHARDUL,Shardul Securities Ltd,INE037B01020,B
SERA,Sera Investments & Finance India Ltd,INE017I01027,X
BENGALS,Bengal Steel Industries Ltd,INE523W01017,P
UNIWSEC,Uniworth Securities Ltd,INE728J01019,XT
MERCTRD,Mercury Trade Links Ltd,INE319T01016,X
NIRAVCOM,Nirav Commercials Ltd,INE242B01018,X
WHITHAL,White Hall Commercial Company Ltd,INE416X01012,XT
ASUTENT,Asutosh Enterprise Ltd,INE508W01018,P
APOLLOFI,Apollo Finvest India Ltd,INE412D01013,X
ESQRMON,Esquire Money Guarantees Ltd,INE0HMN01013,XT
ENBETRD,Enbee Trade & Finance Ltd,INE993I01029,X
GANONPRO,Ganon Products Ltd,INE162L01017,X
DEVITRD,Devinsu Trading Ltd,INE07LH01016,XT
SHRJAGP,Shri Jagdamba Polymers Ltd,INE564J01026,X
LLOYDSME,Lloyds Metals and Energy Ltd,INE281B01032,A
PUNCTRD,Punctual Trading Ltd,INE07NX01019,P
LLOYDSENT,Lloyds Enterprises Ltd,INE080I01025,A
BETXIND,Betex India Ltd,INE765L01017,X
VIRYA,Virya Resources Ltd,INE661K01010,XT
DHANCOT,Dhanlaxmi Cotex Ltd,INE977F01010,XT
OASISEC,Oasis Securities Ltd,INE876A01023,XT
GARNETINT,Garnet International Ltd,INE590B01010,X
SHALPRO,Shalimar Productions Ltd,INE435E01020,X
MEENST,Meenakshi Steel Industries Ltd,INE721V01019,Z
VARUNME,Varun Mercantile Ltd,INE442U01014,XT
VINVANI,Vinayak Vanijya Ltd,INE132V01019,XT
DONEAR,Donear Industries Ltd-$,INE668D01028,B
SUPER,Super Sales India Ltd-$,INE091C01017,X
VIYASH,Viyash Scientific Ltd,INE807F01027,B
STCINDIA,State Trading Corporation of India Ltd,INE655A01013,B
ZENITHEXPO,Zenith Exports Ltd,INE058B01018,B
KOHINOOR,Kohinoor Foods Ltd,INE080B01012,B
NEELKANTH,Neelkanth Ltd-$,INE581D01015,X
AVANTIFEED,Avanti Feeds Ltd-$,INE871C01038,A
ZODJRDMKJ,Zodiac-JRD-MKJ Ltd,INE077B01018,X
SITAENT,Sita Enterprises Ltd,INE579D01019,X
PULSRIN,Pulsar International Ltd,INE183U01022,X
MANBRO,Manbro Industries Ltd,INE348N01042,X
